type,file,card_lo,card_hi,depth_lo,depth_hi,dist,overlap_or_dx,delta_y
same_depth,GH_map1/0039_CD_newworld_smiler.json,13,15,0,0,0,63,37
same_depth,GH_map1/0039_CD_newworld_smiler.json,14,16,0,0,0,72,26
same_depth,GH_map1/0039_CD_newworld_smiler.json,15,17,0,0,0,72,26
same_depth,GH_map1/0039_CD_newworld_smiler.json,16,20,0,0,0,72,16
same_depth,GH_map1/0039_CD_newworld_smiler.json,17,21,0,0,0,72,16
same_depth,GH_map1/0039_CD_newworld_smiler.json,18,20,0,0,0,33,44
same_depth,GH_map1/0039_CD_newworld_smiler.json,18,22,0,0,0,43,55
same_depth,GH_map1/0039_CD_newworld_smiler.json,19,21,0,0,0,33,44
same_depth,GH_map1/0039_CD_newworld_smiler.json,19,23,0,0,0,43,55
same_depth,GH_map1/0039_CD_newworld_smiler.json,20,22,0,0,0,76,11
same_depth,GH_map1/0039_CD_newworld_smiler.json,21,23,0,0,0,76,11
same_depth,GH_map1/0040_VR_SnB40.json,0,8,0,0,0,10,10
same_depth,GH_map1/0040_VR_SnB40.json,0,12,0,0,0,20,20
same_depth,GH_map1/0040_VR_SnB40.json,0,16,0,0,0,30,30
same_depth,GH_map1/0040_VR_SnB40.json,1,20,0,0,0,55,130
same_depth,GH_map1/0040_VR_SnB40.json,1,21,0,0,0,65,120
same_depth,GH_map1/0040_VR_SnB40.json,1,22,0,0,0,75,110
same_depth,GH_map1/0040_VR_SnB40.json,1,23,0,0,0,10,10
same_depth,GH_map1/0040_VR_SnB40.json,2,9,0,0,0,10,10
same_depth,GH_map1/0040_VR_SnB40.json,2,13,0,0,0,20,20
same_depth,GH_map1/0040_VR_SnB40.json,2,17,0,0,0,30,30
same_depth,GH_map1/0040_VR_SnB40.json,3,20,0,0,0,55,100
same_depth,GH_map1/0040_VR_SnB40.json,3,21,0,0,0,65,110
same_depth,GH_map1/0040_VR_SnB40.json,3,22,0,0,0,75,120
same_depth,GH_map1/0040_VR_SnB40.json,3,25,0,0,0,10,10
same_depth,GH_map1/0040_VR_SnB40.json,4,20,0,0,0,90,130
same_depth,GH_map1/0040_VR_SnB40.json,4,21,0,0,0,80,120
same_depth,GH_map1/0040_VR_SnB40.json,4,22,0,0,0,70,110
same_depth,GH_map1/0040_VR_SnB40.json,4,24,0,0,0,10,10
same_depth,GH_map1/0040_VR_SnB40.json,5,10,0,0,0,10,10
same_depth,GH_map1/0040_VR_SnB40.json,5,14,0,0,0,20,20
same_depth,GH_map1/0040_VR_SnB40.json,5,18,0,0,0,30,30
same_depth,GH_map1/0040_VR_SnB40.json,6,20,0,0,0,90,100
same_depth,GH_map1/0040_VR_SnB40.json,6,21,0,0,0,80,110
same_depth,GH_map1/0040_VR_SnB40.json,6,22,0,0,0,70,120
same_depth,GH_map1/0040_VR_SnB40.json,6,26,0,0,0,10,10
same_depth,GH_map1/0040_VR_SnB40.json,7,11,0,0,0,10,10
same_depth,GH_map1/0040_VR_SnB40.json,7,15,0,0,0,20,20
same_depth,GH_map1/0040_VR_SnB40.json,7,19,0,0,0,30,30
same_depth,GH_map1/0040_VR_SnB40.json,8,12,0,0,0,10,10
same_depth,GH_map1/0040_VR_SnB40.json,8,16,0,0,0,20,20
same_depth,GH_map1/0040_VR_SnB40.json,9,13,0,0,0,10,10
same_depth,GH_map1/0040_VR_SnB40.json,9,17,0,0,0,20,20
same_depth,GH_map1/0040_VR_SnB40.json,10,14,0,0,0,10,10
same_depth,GH_map1/0040_VR_SnB40.json,10,18,0,0,0,20,20
same_depth,GH_map1/0040_VR_SnB40.json,11,15,0,0,0,10,10
same_depth,GH_map1/0040_VR_SnB40.json,11,19,0,0,0,20,20
same_depth,GH_map1/0040_VR_SnB40.json,12,16,0,0,0,10,10
same_depth,GH_map1/0040_VR_SnB40.json,13,17,0,0,0,10,10
same_depth,GH_map1/0040_VR_SnB40.json,14,18,0,0,0,10,10
same_depth,GH_map1/0040_VR_SnB40.json,15,19,0,0,0,10,10
same_depth,GH_map1/0040_VR_SnB40.json,16,17,0,0,0,90,0
same_depth,GH_map1/0040_VR_SnB40.json,18,19,0,0,0,90,0
same_depth,GH_map1/0040_VR_SnB40.json,20,21,0,0,0,10,10
same_depth,GH_map1/0040_VR_SnB40.json,20,22,0,0,0,20,20
same_depth,GH_map1/0040_VR_SnB40.json,20,23,0,0,0,45,120
same_depth,GH_map1/0040_VR_SnB40.json,20,24,0,0,0,80,120
same_depth,GH_map1/0040_VR_SnB40.json,20,25,0,0,0,45,90
same_depth,GH_map1/0040_VR_SnB40.json,20,26,0,0,0,80,90
same_depth,GH_map1/0040_VR_SnB40.json,21,22,0,0,0,10,10
same_depth,GH_map1/0040_VR_SnB40.json,21,23,0,0,0,55,110
same_depth,GH_map1/0040_VR_SnB40.json,21,24,0,0,0,70,110
same_depth,GH_map1/0040_VR_SnB40.json,21,25,0,0,0,55,100
same_depth,GH_map1/0040_VR_SnB40.json,21,26,0,0,0,70,100
same_depth,GH_map1/0040_VR_SnB40.json,22,23,0,0,0,65,100
same_depth,GH_map1/0040_VR_SnB40.json,22,24,0,0,0,60,100
same_depth,GH_map1/0040_VR_SnB40.json,22,25,0,0,0,65,110
same_depth,GH_map1/0040_VR_SnB40.json,22,26,0,0,0,60,110
same_depth,GH_map1/0041_Straight_towers_I.json,0,1,0,0,0,0,37
same_depth,GH_map1/0041_Straight_towers_I.json,0,2,0,0,0,0,75
same_depth,GH_map1/0041_Straight_towers_I.json,0,3,0,0,0,0,113
same_depth,GH_map1/0041_Straight_towers_I.json,1,2,0,0,0,0,38
same_depth,GH_map1/0041_Straight_towers_I.json,1,3,0,0,0,0,76
same_depth,GH_map1/0041_Straight_towers_I.json,2,3,0,0,0,0,38
same_depth,GH_map1/0041_Straight_towers_I.json,4,5,0,0,0,0,38
same_depth,GH_map1/0041_Straight_towers_I.json,4,6,0,0,0,0,76
same_depth,GH_map1/0041_Straight_towers_I.json,4,7,0,0,0,0,114
same_depth,GH_map1/0041_Straight_towers_I.json,5,6,0,0,0,0,38
same_depth,GH_map1/0041_Straight_towers_I.json,5,7,0,0,0,0,76
same_depth,GH_map1/0041_Straight_towers_I.json,6,7,0,0,0,0,38
same_depth,GH_map1/0041_Straight_towers_I.json,8,9,0,0,0,0,37
same_depth,GH_map1/0041_Straight_towers_I.json,8,10,0,0,0,0,75
same_depth,GH_map1/0041_Straight_towers_I.json,8,12,0,0,0,0,113
same_depth,GH_map1/0041_Straight_towers_I.json,9,10,0,0,0,0,38
same_depth,GH_map1/0041_Straight_towers_I.json,9,12,0,0,0,0,76
same_depth,GH_map1/0041_Straight_towers_I.json,10,12,0,0,0,0,38
same_depth,GH_map1/0041_Straight_towers_I.json,11,13,0,0,0,0,38
same_depth,GH_map1/0041_Straight_towers_I.json,11,14,0,0,0,0,76
same_depth,GH_map1/0041_Straight_towers_I.json,11,15,0,0,0,0,114
same_depth,GH_map1/0041_Straight_towers_I.json,13,14,0,0,0,0,38
same_depth,GH_map1/0041_Straight_towers_I.json,13,15,0,0,0,0,76
same_depth,GH_map1/0041_Straight_towers_I.json,14,15,0,0,0,0,38
same_depth,GH_map1/0041_Straight_towers_I.json,16,18,0,0,0,0,37
same_depth,GH_map1/0041_Straight_towers_I.json,16,19,0,0,0,0,75
same_depth,GH_map1/0041_Straight_towers_I.json,16,20,0,0,0,0,113
same_depth,GH_map1/0041_Straight_towers_I.json,17,21,0,0,0,0,38
same_depth,GH_map1/0041_Straight_towers_I.json,17,22,0,0,0,0,76
same_depth,GH_map1/0041_Straight_towers_I.json,17,23,0,0,0,0,114
same_depth,GH_map1/0041_Straight_towers_I.json,18,19,0,0,0,0,38
same_depth,GH_map1/0041_Straight_towers_I.json,18,20,0,0,0,0,76
same_depth,GH_map1/0041_Straight_towers_I.json,19,20,0,0,0,0,38
same_depth,GH_map1/0041_Straight_towers_I.json,21,22,0,0,0,0,38
same_depth,GH_map1/0041_Straight_towers_I.json,21,23,0,0,0,0,76
same_depth,GH_map1/0041_Straight_towers_I.json,22,23,0,0,0,0,38
same_depth,GH_map1/0042_FL_ShowMe_OK.json,0,4,0,0,0,35,10
same_depth,GH_map1/0042_FL_ShowMe_OK.json,0,8,0,0,0,95,25
same_depth,GH_map1/0042_FL_ShowMe_OK.json,0,10,0,0,0,0,100
same_depth,GH_map1/0042_FL_ShowMe_OK.json,1,5,0,0,0,35,10
same_depth,GH_map1/0042_FL_ShowMe_OK.json,1,9,0,0,0,95,25
same_depth,GH_map1/0042_FL_ShowMe_OK.json,1,10,0,0,0,0,100
same_depth,GH_map1/0042_FL_ShowMe_OK.json,2,6,0,0,0,35,10
same_depth,GH_map1/0042_FL_ShowMe_OK.json,2,8,0,0,0,95,25
same_depth,GH_map1/0042_FL_ShowMe_OK.json,2,11,0,0,0,0,100
same_depth,GH_map1/0042_FL_ShowMe_OK.json,3,7,0,0,0,35,10
same_depth,GH_map1/0042_FL_ShowMe_OK.json,3,9,0,0,0,95,25
same_depth,GH_map1/0042_FL_ShowMe_OK.json,3,11,0,0,0,0,100
same_depth,GH_map1/0042_FL_ShowMe_OK.json,4,8,0,0,0,60,15
same_depth,GH_map1/0042_FL_ShowMe_OK.json,4,10,0,0,0,35,90
same_depth,GH_map1/0042_FL_ShowMe_OK.json,5,9,0,0,0,60,15
same_depth,GH_map1/0042_FL_ShowMe_OK.json,5,10,0,0,0,35,90
same_depth,GH_map1/0042_FL_ShowMe_OK.json,6,8,0,0,0,60,15
same_depth,GH_map1/0042_FL_ShowMe_OK.json,6,11,0,0,0,35,90
same_depth,GH_map1/0042_FL_ShowMe_OK.json,7,9,0,0,0,60,15
same_depth,GH_map1/0042_FL_ShowMe_OK.json,7,11,0,0,0,35,90
same_depth,GH_map1/0042_FL_ShowMe_OK.json,8,10,0,0,0,95,75
same_depth,GH_map1/0042_FL_ShowMe_OK.json,8,11,0,0,0,95,75
same_depth,GH_map1/0042_FL_ShowMe_OK.json,9,10,0,0,0,95,75
same_depth,GH_map1/0042_FL_ShowMe_OK.json,9,11,0,0,0,95,75
same_depth,GH_map1/0042_FL_ShowMe_OK.json,12,16,0,0,0,0,10
same_depth,GH_map1/0042_FL_ShowMe_OK.json,12,20,0,0,0,0,20
same_depth,GH_map1/0042_FL_ShowMe_OK.json,13,17,0,0,0,0,10
same_depth,GH_map1/0042_FL_ShowMe_OK.json,13,21,0,0,0,0,20
same_depth,GH_map1/0042_FL_ShowMe_OK.json,14,18,0,0,0,0,10
same_depth,GH_map1/0042_FL_ShowMe_OK.json,14,22,0,0,0,0,20
same_depth,GH_map1/0042_FL_ShowMe_OK.json,15,19,0,0,0,0,10
same_depth,GH_map1/0042_FL_ShowMe_OK.json,15,23,0,0,0,0,20
same_depth,GH_map1/0042_FL_ShowMe_OK.json,16,20,0,0,0,0,10
same_depth,GH_map1/0042_FL_ShowMe_OK.json,17,21,0,0,0,0,10
same_depth,GH_map1/0042_FL_ShowMe_OK.json,18,22,0,0,0,0,10
same_depth,GH_map1/0042_FL_ShowMe_OK.json,19,23,0,0,0,0,10
same_depth,GH_map1/0043_CB_Ribs.json,0,1,0,0,0,13,70
same_depth,GH_map1/0043_CB_Ribs.json,0,2,0,0,0,8,6
same_depth,GH_map1/0043_CB_Ribs.json,0,3,0,0,0,18,66
same_depth,GH_map1/0043_CB_Ribs.json,0,9,0,0,0,122,40
same_depth,GH_map1/0043_CB_Ribs.json,0,11,0,0,0,117,36
same_depth,GH_map1/0043_CB_Ribs.json,0,24,0,0,0,10,160
same_depth,GH_map1/0043_CB_Ribs.json,1,2,0,0,0,5,64
same_depth,GH_map1/0043_CB_Ribs.json,1,3,0,0,0,5,4
same_depth,GH_map1/0043_CB_Ribs.json,2,3,0,0,0,10,60
same_depth,GH_map1/0043_CB_Ribs.json,2,11,0,0,0,125,30
same_depth,GH_map1/0043_CB_Ribs.json,2,24,0,0,0,2,166
same_depth,GH_map1/0043_CB_Ribs.json,4,5,0,0,0,13,70
same_depth,GH_map1/0043_CB_Ribs.json,4,6,0,0,0,8,6
same_depth,GH_map1/0043_CB_Ribs.json,4,7,0,0,0,18,66
same_depth,GH_map1/0043_CB_Ribs.json,4,13,0,0,0,122,40
same_depth,GH_map1/0043_CB_Ribs.json,4,15,0,0,0,117,36
same_depth,GH_map1/0043_CB_Ribs.json,4,26,0,0,0,10,160
same_depth,GH_map1/0043_CB_Ribs.json,5,6,0,0,0,5,64
same_depth,GH_map1/0043_CB_Ribs.json,5,7,0,0,0,5,4
same_depth,GH_map1/0043_CB_Ribs.json,6,7,0,0,0,10,60
same_depth,GH_map1/0043_CB_Ribs.json,6,15,0,0,0,125,30
same_depth,GH_map1/0043_CB_Ribs.json,6,26,0,0,0,2,166
same_depth,GH_map1/0043_CB_Ribs.json,8,9,0,0,0,12,70
same_depth,GH_map1/0043_CB_Ribs.json,8,10,0,0,0,7,6
same_depth,GH_map1/0043_CB_Ribs.json,8,11,0,0,0,17,66
same_depth,GH_map1/0043_CB_Ribs.json,8,19,0,0,0,118,36
same_depth,GH_map1/0043_CB_Ribs.json,9,10,0,0,0,5,64
same_depth,GH_map1/0043_CB_Ribs.json,9,11,0,0,0,5,4
same_depth,GH_map1/0043_CB_Ribs.json,10,11,0,0,0,10,60
same_depth,GH_map1/0043_CB_Ribs.json,10,19,0,0,0,125,30
same_depth,GH_map1/0043_CB_Ribs.json,12,13,0,0,0,12,70
same_depth,GH_map1/0043_CB_Ribs.json,12,14,0,0,0,7,6
same_depth,GH_map1/0043_CB_Ribs.json,12,15,0,0,0,17,66
same_depth,GH_map1/0043_CB_Ribs.json,12,23,0,0,0,118,36
same_depth,GH_map1/0043_CB_Ribs.json,13,14,0,0,0,5,64
same_depth,GH_map1/0043_CB_Ribs.json,13,15,0,0,0,5,4
same_depth,GH_map1/0043_CB_Ribs.json,14,15,0,0,0,10,60
same_depth,GH_map1/0043_CB_Ribs.json,14,23,0,0,0,125,30
same_depth,GH_map1/0043_CB_Ribs.json,16,17,0,0,0,13,70
same_depth,GH_map1/0043_CB_Ribs.json,16,18,0,0,0,8,6
same_depth,GH_map1/0043_CB_Ribs.json,16,19,0,0,0,18,66
same_depth,GH_map1/0043_CB_Ribs.json,17,18,0,0,0,5,64
same_depth,GH_map1/0043_CB_Ribs.json,17,19,0,0,0,5,4
same_depth,GH_map1/0043_CB_Ribs.json,18,19,0,0,0,10,60
same_depth,GH_map1/0043_CB_Ribs.json,20,21,0,0,0,13,70
same_depth,GH_map1/0043_CB_Ribs.json,20,22,0,0,0,8,6
same_depth,GH_map1/0043_CB_Ribs.json,20,23,0,0,0,18,66
same_depth,GH_map1/0043_CB_Ribs.json,21,22,0,0,0,5,64
same_depth,GH_map1/0043_CB_Ribs.json,21,23,0,0,0,5,4
same_depth,GH_map1/0043_CB_Ribs.json,22,23,0,0,0,10,60
same_depth,GH_map1/0043_CB_Ribs.json,24,25,0,0,0,8,4
same_depth,GH_map1/0043_CB_Ribs.json,24,29,0,0,0,13,40
same_depth,GH_map1/0043_CB_Ribs.json,24,30,0,0,0,78,47
same_depth,GH_map1/0043_CB_Ribs.json,25,29,0,0,0,5,36
same_depth,GH_map1/0043_CB_Ribs.json,25,30,0,0,0,70,43
same_depth,GH_map1/0043_CB_Ribs.json,26,27,0,0,0,8,4
same_depth,GH_map1/0043_CB_Ribs.json,26,28,0,0,0,13,40
same_depth,GH_map1/0043_CB_Ribs.json,26,30,0,0,0,78,47
same_depth,GH_map1/0043_CB_Ribs.json,27,28,0,0,0,5,36
same_depth,GH_map1/0043_CB_Ribs.json,27,30,0,0,0,70,43
same_depth,GH_map1/0043_CB_Ribs.json,28,30,0,0,0,65,7
same_depth,GH_map1/0043_CB_Ribs.json,29,30,0,0,0,65,7
same_depth,GH_map1/0044_CZ_Scrolling_Two_Bows.json,0,3,0,0,0,0,16
same_depth,GH_map1/0044_CZ_Scrolling_Two_Bows.json,1,4,0,0,0,7,16
same_depth,GH_map1/0044_CZ_Scrolling_Two_Bows.json,2,5,0,0,0,0,16
same_depth,GH_map1/0044_CZ_Scrolling_Two_Bows.json,6,8,0,0,0,6,15
same_depth,GH_map1/0044_CZ_Scrolling_Two_Bows.json,7,9,0,0,0,4,16
same_depth,GH_map1/0044_CZ_Scrolling_Two_Bows.json,10,12,0,0,0,5,15
same_depth,GH_map1/0044_CZ_Scrolling_Two_Bows.json,11,13,0,0,0,5,14
same_depth,GH_map1/0044_CZ_Scrolling_Two_Bows.json,14,16,0,0,0,3,15
same_depth,GH_map1/0044_CZ_Scrolling_Two_Bows.json,15,17,0,0,0,7,16
same_depth,GH_map1/0044_CZ_Scrolling_Two_Bows.json,18,20,0,0,0,3,16
same_depth,GH_map1/0044_CZ_Scrolling_Two_Bows.json,19,21,0,0,0,10,14
same_depth,GH_map1/0044_CZ_Scrolling_Two_Bows.json,22,24,0,0,0,2,16
same_depth,GH_map1/0044_CZ_Scrolling_Two_Bows.json,23,25,0,0,0,7,15
same_depth,GH_map1/0044_CZ_Scrolling_Two_Bows.json,26,28,0,0,0,4,14
same_depth,GH_map1/0044_CZ_Scrolling_Two_Bows.json,27,29,0,0,0,6,15
same_depth,GH_map1/0045_CZ_daddy_longlegs.json,0,3,0,0,0,55,85
same_depth,GH_map1/0045_CZ_daddy_longlegs.json,0,4,0,0,0,55,85
same_depth,GH_map1/0045_CZ_daddy_longlegs.json,0,15,0,0,0,0,15
same_depth,GH_map1/0045_CZ_daddy_longlegs.json,1,3,0,0,0,55,90
same_depth,GH_map1/0045_CZ_daddy_longlegs.json,1,5,0,0,0,55,90
same_depth,GH_map1/0045_CZ_daddy_longlegs.json,1,9,0,0,0,30,65
same_depth,GH_map1/0045_CZ_daddy_longlegs.json,2,4,0,0,0,55,90
same_depth,GH_map1/0045_CZ_daddy_longlegs.json,2,7,0,0,0,55,90
same_depth,GH_map1/0045_CZ_daddy_longlegs.json,2,10,0,0,0,30,65
same_depth,GH_map1/0045_CZ_daddy_longlegs.json,3,11,0,0,0,55,85
same_depth,GH_map1/0045_CZ_daddy_longlegs.json,3,12,0,0,0,55,70
same_depth,GH_map1/0045_CZ_daddy_longlegs.json,3,15,0,0,0,55,70
same_depth,GH_map1/0045_CZ_daddy_longlegs.json,4,13,0,0,0,55,85
same_depth,GH_map1/0045_CZ_daddy_longlegs.json,4,14,0,0,0,55,70
same_depth,GH_map1/0045_CZ_daddy_longlegs.json,4,15,0,0,0,55,70
same_depth,GH_map1/0045_CZ_daddy_longlegs.json,5,6,0,0,0,55,90
same_depth,GH_map1/0045_CZ_daddy_longlegs.json,5,11,0,0,0,55,85
same_depth,GH_map1/0045_CZ_daddy_longlegs.json,5,12,0,0,0,55,70
same_depth,GH_map1/0045_CZ_daddy_longlegs.json,5,16,0,0,0,55,85
same_depth,GH_map1/0045_CZ_daddy_longlegs.json,6,18,0,0,0,75,145
same_depth,GH_map1/0045_CZ_daddy_longlegs.json,7,8,0,0,0,55,90
same_depth,GH_map1/0045_CZ_daddy_longlegs.json,7,13,0,0,0,55,85
same_depth,GH_map1/0045_CZ_daddy_longlegs.json,7,14,0,0,0,55,70
same_depth,GH_map1/0045_CZ_daddy_longlegs.json,7,17,0,0,0,55,85
same_depth,GH_map1/0045_CZ_daddy_longlegs.json,8,19,0,0,0,75,145
same_depth,GH_map1/0045_CZ_daddy_longlegs.json,11,12,0,0,0,0,15
same_depth,GH_map1/0045_CZ_daddy_longlegs.json,13,14,0,0,0,0,15
same_depth,GH_map1/0045_CZ_daddy_longlegs.json,16,18,0,0,0,75,30
same_depth,GH_map1/0045_CZ_daddy_longlegs.json,17,19,0,0,0,75,30
same_depth,GH_map1/0045_CZ_daddy_longlegs.json,18,20,0,0,0,80,35
same_depth,GH_map1/0045_CZ_daddy_longlegs.json,19,21,0,0,0,80,35
same_depth,GH_map1/0045_CZ_daddy_longlegs.json,20,22,0,0,0,55,75
same_depth,GH_map1/0045_CZ_daddy_longlegs.json,21,23,0,0,0,55,75
same_depth,GH_map1/0046_CB_JR_Squirrel_Tut_final.json,0,3,0,0,0,53,0
same_depth,GH_map1/0046_CB_JR_Squirrel_Tut_final.json,0,5,0,0,0,53,0
same_depth,GH_map1/0046_CB_JR_Squirrel_Tut_final.json,1,2,0,0,0,52,0
same_depth,GH_map1/0046_CB_JR_Squirrel_Tut_final.json,1,3,0,0,0,52,0
same_depth,GH_map1/0046_CB_JR_Squirrel_Tut_final.json,4,5,0,0,0,52,0
same_depth,GH_map1/0046_CB_JR_Squirrel_Tut_final.json,4,6,0,0,0,52,0
same_depth,GH_map1/0046_CB_JR_Squirrel_Tut_final.json,7,10,0,0,0,75,5
same_depth,GH_map1/0046_CB_JR_Squirrel_Tut_final.json,8,15,0,0,0,0,8
same_depth,GH_map1/0046_CB_JR_Squirrel_Tut_final.json,8,16,0,0,0,90,0
same_depth,GH_map1/0046_CB_JR_Squirrel_Tut_final.json,8,18,0,0,0,90,8
same_depth,GH_map1/0046_CB_JR_Squirrel_Tut_final.json,8,23,0,0,0,45,83
same_depth,GH_map1/0046_CB_JR_Squirrel_Tut_final.json,9,11,0,0,0,75,5
same_depth,GH_map1/0046_CB_JR_Squirrel_Tut_final.json,10,12,0,0,0,75,5
same_depth,GH_map1/0046_CB_JR_Squirrel_Tut_final.json,10,14,0,0,0,42,80
same_depth,GH_map1/0046_CB_JR_Squirrel_Tut_final.json,10,20,0,0,0,95,80
same_depth,GH_map1/0046_CB_JR_Squirrel_Tut_final.json,11,13,0,0,0,75,5
same_depth,GH_map1/0046_CB_JR_Squirrel_Tut_final.json,11,14,0,0,0,42,80
same_depth,GH_map1/0046_CB_JR_Squirrel_Tut_final.json,11,20,0,0,0,95,80
same_depth,GH_map1/0046_CB_JR_Squirrel_Tut_final.json,12,14,0,0,0,33,75
same_depth,GH_map1/0046_CB_JR_Squirrel_Tut_final.json,12,20,0,0,0,20,75
same_depth,GH_map1/0046_CB_JR_Squirrel_Tut_final.json,13,14,0,0,0,33,75
same_depth,GH_map1/0046_CB_JR_Squirrel_Tut_final.json,13,20,0,0,0,20,75
same_depth,GH_map1/0046_CB_JR_Squirrel_Tut_final.json,14,20,0,0,0,53,0
same_depth,GH_map1/0046_CB_JR_Squirrel_Tut_final.json,15,16,0,0,0,90,8
same_depth,GH_map1/0046_CB_JR_Squirrel_Tut_final.json,15,18,0,0,0,90,0
same_depth,GH_map1/0046_CB_JR_Squirrel_Tut_final.json,15,19,0,0,0,90,140
same_depth,GH_map1/0046_CB_JR_Squirrel_Tut_final.json,15,22,0,0,0,0,140
same_depth,GH_map1/0046_CB_JR_Squirrel_Tut_final.json,15,23,0,0,0,45,75
same_depth,GH_map1/0046_CB_JR_Squirrel_Tut_final.json,16,18,0,0,0,0,8
same_depth,GH_map1/0046_CB_JR_Squirrel_Tut_final.json,16,23,0,0,0,45,83
same_depth,GH_map1/0046_CB_JR_Squirrel_Tut_final.json,17,19,0,0,0,0,8
same_depth,GH_map1/0046_CB_JR_Squirrel_Tut_final.json,17,21,0,0,0,90,0
same_depth,GH_map1/0046_CB_JR_Squirrel_Tut_final.json,17,22,0,0,0,90,8
same_depth,GH_map1/0046_CB_JR_Squirrel_Tut_final.json,17,23,0,0,0,45,73
same_depth,GH_map1/0046_CB_JR_Squirrel_Tut_final.json,18,19,0,0,0,0,140
same_depth,GH_map1/0046_CB_JR_Squirrel_Tut_final.json,18,22,0,0,0,90,140
same_depth,GH_map1/0046_CB_JR_Squirrel_Tut_final.json,18,23,0,0,0,45,75
same_depth,GH_map1/0046_CB_JR_Squirrel_Tut_final.json,19,21,0,0,0,90,8
same_depth,GH_map1/0046_CB_JR_Squirrel_Tut_final.json,19,22,0,0,0,90,0
same_depth,GH_map1/0046_CB_JR_Squirrel_Tut_final.json,19,23,0,0,0,45,65
same_depth,GH_map1/0046_CB_JR_Squirrel_Tut_final.json,21,22,0,0,0,0,8
same_depth,GH_map1/0046_CB_JR_Squirrel_Tut_final.json,21,23,0,0,0,45,73
same_depth,GH_map1/0046_CB_JR_Squirrel_Tut_final.json,22,23,0,0,0,45,65
same_depth,GH_map1/0047_AM_Sunny_0.5.json,0,2,0,0,0,35,40
same_depth,GH_map1/0047_AM_Sunny_0.5.json,0,6,0,0,0,85,15
same_depth,GH_map1/0047_AM_Sunny_0.5.json,0,9,0,0,0,85,40
same_depth,GH_map1/0047_AM_Sunny_0.5.json,0,23,0,0,0,85,45
same_depth,GH_map1/0047_AM_Sunny_0.5.json,1,5,0,0,0,35,40
same_depth,GH_map1/0047_AM_Sunny_0.5.json,1,6,0,0,0,85,15
same_depth,GH_map1/0047_AM_Sunny_0.5.json,1,22,0,0,0,85,40
same_depth,GH_map1/0047_AM_Sunny_0.5.json,1,23,0,0,0,85,45
same_depth,GH_map1/0047_AM_Sunny_0.5.json,2,6,0,0,0,50,25
same_depth,GH_map1/0047_AM_Sunny_0.5.json,2,9,0,0,0,120,80
same_depth,GH_map1/0047_AM_Sunny_0.5.json,2,23,0,0,0,50,85
same_depth,GH_map1/0047_AM_Sunny_0.5.json,3,7,0,0,0,75,30
same_depth,GH_map1/0047_AM_Sunny_0.5.json,3,10,0,0,0,25,70
same_depth,GH_map1/0047_AM_Sunny_0.5.json,3,12,0,0,0,35,90
same_depth,GH_map1/0047_AM_Sunny_0.5.json,3,14,0,0,0,75,105
same_depth,GH_map1/0047_AM_Sunny_0.5.json,4,8,0,0,0,75,30
same_depth,GH_map1/0047_AM_Sunny_0.5.json,4,11,0,0,0,25,70
same_depth,GH_map1/0047_AM_Sunny_0.5.json,4,13,0,0,0,35,90
same_depth,GH_map1/0047_AM_Sunny_0.5.json,4,16,0,0,0,75,105
same_depth,GH_map1/0047_AM_Sunny_0.5.json,5,6,0,0,0,50,25
same_depth,GH_map1/0047_AM_Sunny_0.5.json,5,22,0,0,0,120,80
same_depth,GH_map1/0047_AM_Sunny_0.5.json,5,23,0,0,0,50,85
same_depth,GH_map1/0047_AM_Sunny_0.5.json,6,23,0,0,0,0,60
same_depth,GH_map1/0047_AM_Sunny_0.5.json,7,9,0,0,0,55,10
same_depth,GH_map1/0047_AM_Sunny_0.5.json,7,10,0,0,0,100,40
same_depth,GH_map1/0047_AM_Sunny_0.5.json,7,12,0,0,0,40,60
same_depth,GH_map1/0047_AM_Sunny_0.5.json,8,11,0,0,0,100,40
same_depth,GH_map1/0047_AM_Sunny_0.5.json,8,13,0,0,0,40,60
same_depth,GH_map1/0047_AM_Sunny_0.5.json,8,22,0,0,0,55,10
same_depth,GH_map1/0047_AM_Sunny_0.5.json,9,12,0,0,0,95,50
same_depth,GH_map1/0047_AM_Sunny_0.5.json,10,12,0,0,0,60,20
same_depth,GH_map1/0047_AM_Sunny_0.5.json,10,14,0,0,0,50,35
same_depth,GH_map1/0047_AM_Sunny_0.5.json,11,13,0,0,0,60,20
same_depth,GH_map1/0047_AM_Sunny_0.5.json,11,16,0,0,0,50,35
same_depth,GH_map1/0047_AM_Sunny_0.5.json,12,14,0,0,0,110,15
same_depth,GH_map1/0047_AM_Sunny_0.5.json,13,16,0,0,0,110,15
same_depth,GH_map1/0047_AM_Sunny_0.5.json,13,22,0,0,0,95,50
same_depth,GH_map1/0047_AM_Sunny_0.5.json,15,17,0,0,0,22,15
same_depth,GH_map1/0047_AM_Sunny_0.5.json,15,20,0,0,0,42,30
same_depth,GH_map1/0047_AM_Sunny_0.5.json,17,20,0,0,0,20,15
same_depth,GH_map1/0047_AM_Sunny_0.5.json,18,19,0,0,0,22,15
same_depth,GH_map1/0047_AM_Sunny_0.5.json,18,21,0,0,0,42,30
same_depth,GH_map1/0047_AM_Sunny_0.5.json,19,21,0,0,0,20,15
same_depth,GH_map1/0048_Simpleandclean.json,0,1,0,0,0,60,0
