id,is_a2u_enabled,is_bot_enabled,a2u_alt_title,a2u_alt_body,a2u_alt_image_id,a2u_alt_payload,element_ids,parent_message_id,countries,languages
blockmaster:lucky-chest:pt:t20,TRUE,TRUE,,Sua recompensa da sorte está aqui! Venha jogar!,,,,,,"[""pt""]"
blockmaster:daily:id:t1,TRUE,TRUE,,Ayo main lagi hari ini!,,,,,,"[""id""]"
blockmaster:daily:id:t2,TRUE,TRUE,,Blokmu sedang menunggu!,,,,,,"[""id""]"
blockmaster:daily:id:t3,TRUE,TRUE,,Siap tantangan hari ini?,,,,,,"[""id""]"
blockmaster:daily:id:t4,TRUE,TRUE,,Cek tingkatan harianmu!,,,,,,"[""id""]"
blockmaster:daily:id:t5,TRUE,TRUE,,Kami kangen kemarin!,,,,,,"[""id""]"
blockmaster:daily:id:t6,TRUE,TRUE,,Saatnya bersenang-senang dengan blok!,,,,,,"[""id""]"
blockmaster:daily:id:t7,TRUE,TRUE,,Hadiah harianmu menunggu!,,,,,,"[""id""]"
blockmaster:daily:id:t8,TRUE,TRUE,,Hancurkan bloknya!,,,,,,"[""id""]"
blockmaster:daily:id:t9,TRUE,TRUE,,Puzzle hari ini siap!,,,,,,"[""id""]"
blockmaster:daily:id:t10,TRUE,TRUE,,Jangan lewatkan bonus hari ini!,,,,,,"[""id""]"
blockmaster:daily:id:t11,TRUE,TRUE,,Saatnya kamu bersinar!,,,,,,"[""id""]"
blockmaster:daily:id:t12,TRUE,TRUE,,"Blok baru, seru baru!",,,,,,"[""id""]"
blockmaster:daily:id:t13,TRUE,TRUE,,Tantangan harian terbuka!,,,,,,"[""id""]"
blockmaster:daily:id:t14,TRUE,TRUE,,Ayo main bareng!,,,,,,"[""id""]"
blockmaster:daily:id:t15,TRUE,TRUE,,Tier hari ini menantimu!,,,,,,"[""id""]"
blockmaster:daily:id:t16,TRUE,TRUE,,Pesta blok dimulai!,,,,,,"[""id""]"
blockmaster:daily:id:t17,TRUE,TRUE,,Dosis serumu hari ini!,,,,,,"[""id""]"
blockmaster:daily:id:t18,TRUE,TRUE,,Siap naik tier?,,,,,,"[""id""]"
blockmaster:daily:id:t19,TRUE,TRUE,,"Hari baru, blok baru!",,,,,,"[""id""]"
blockmaster:daily:id:t20,TRUE,TRUE,,Bikin hari ini luar biasa!,,,,,,"[""id""]"
blockmaster:new-friend:id:t1,TRUE,TRUE,,Temanmu baru saja bergabung!,,,,,,"[""id""]"
blockmaster:new-friend:id:t2,TRUE,TRUE,,Saatnya main bareng!,,,,,,"[""id""]"
blockmaster:new-friend:id:t3,TRUE,TRUE,,Tantang temanmu sekarang!,,,,,,"[""id""]"
blockmaster:new-friend:id:t4,TRUE,TRUE,,Temanmu sudah datang!,,,,,,"[""id""]"
blockmaster:new-friend:id:t5,TRUE,TRUE,,Keseruan dobel menanti!,,,,,,"[""id""]"
blockmaster:new-friend:id:t6,TRUE,TRUE,,Mode teman terbuka!,,,,,,"[""id""]"
blockmaster:new-friend:id:t7,TRUE,TRUE,,Ayo main tim!,,,,,,"[""id""]"
blockmaster:new-friend:id:t8,TRUE,TRUE,,Temanmu mau main!,,,,,,"[""id""]"
blockmaster:new-friend:id:t9,TRUE,TRUE,,Level persahabatan aktif!,,,,,,"[""id""]"
blockmaster:new-friend:id:t10,TRUE,TRUE,,"Dua pemain, dua kali seru!",,,,,,"[""id""]"
blockmaster:new-friend:id:t11,TRUE,TRUE,,Temanmu menerima tantangan!,,,,,,"[""id""]"
blockmaster:new-friend:id:t12,TRUE,TRUE,,Teman mainmu sudah datang!,,,,,,"[""id""]"
blockmaster:new-friend:id:t13,TRUE,TRUE,,Mode teman lawan aktif!,,,,,,"[""id""]"
blockmaster:new-friend:id:t14,TRUE,TRUE,,Main bareng sekarang!,,,,,,"[""id""]"
blockmaster:new-friend:id:t15,TRUE,TRUE,,Temanmu sudah siap!,,,,,,"[""id""]"
blockmaster:new-friend:id:t16,TRUE,TRUE,,Tantangan duo dimulai!,,,,,,"[""id""]"
blockmaster:new-friend:id:t17,TRUE,TRUE,,Teman main lebih seru bareng!,,,,,,"[""id""]"
blockmaster:new-friend:id:t18,TRUE,TRUE,,Partnermu sudah masuk game!,,,,,,"[""id""]"
blockmaster:new-friend:id:t19,TRUE,TRUE,,Gabung tim dan kuasai!,,,,,,"[""id""]"
blockmaster:new-friend:id:t20,TRUE,TRUE,,Tantangan teman terbuka!,,,,,,"[""id""]"
blockmaster:lucky-chest:id:t1,TRUE,TRUE,,Peti Keberuntunganmu sudah siap! Ayo ambil!,,,,,,"[""id""]"
blockmaster:lucky-chest:id:t2,TRUE,TRUE,,Kembali ke game! Peti Keberuntungan menunggumu!,,,,,,"[""id""]"
blockmaster:lucky-chest:id:t3,TRUE,TRUE,,Peti Keberuntungan siap! Ayo ambil hadiahmu!,,,,,,"[""id""]"
blockmaster:lucky-chest:id:t4,TRUE,TRUE,,Waktunya bermain! Peti Keberuntunganmu terbuka!,,,,,,"[""id""]"
blockmaster:lucky-chest:id:t5,TRUE,TRUE,,Kembalilah! Harta keberuntungan menanti!,,,,,,"[""id""]"
blockmaster:lucky-chest:id:t6,TRUE,TRUE,,Peti Keberuntunganmu penuh! Masuk sekarang!,,,,,,"[""id""]"
blockmaster:lucky-chest:id:t7,TRUE,TRUE,,Pemberitahuan Peti Keberuntungan! Ayo kumpulkan hadiahmu!,,,,,,"[""id""]"
blockmaster:lucky-chest:id:t8,TRUE,TRUE,,Kembali dan buka Peti Keberuntunganmu!,,,,,,"[""id""]"
blockmaster:lucky-chest:id:t9,TRUE,TRUE,,Hadiahmu sudah siap! Kembali dan main!,,,,,,"[""id""]"
blockmaster:lucky-chest:id:t10,TRUE,TRUE,,Peti Keberuntungan terbuka! Lihat apa isinya!,,,,,,"[""id""]"
blockmaster:lucky-chest:id:t11,TRUE,TRUE,,Kembali untuk kejutan keberuntunganmu!,,,,,,"[""id""]"
blockmaster:lucky-chest:id:t12,TRUE,TRUE,,Peti Keberuntunganmu tak akan menunggu! Masuk cepat!,,,,,,"[""id""]"
blockmaster:lucky-chest:id:t13,TRUE,TRUE,,Sesuatu yang beruntung menanti! Ayo main!,,,,,,"[""id""]"
blockmaster:lucky-chest:id:t14,TRUE,TRUE,,Ambil Peti Keberuntunganmu sebelum hilang!,,,,,,"[""id""]"
blockmaster:lucky-chest:id:t15,TRUE,TRUE,,Hadiah keberuntungan siap! Kembali sekarang!,,,,,,"[""id""]"
blockmaster:lucky-chest:id:t16,TRUE,TRUE,,Peti Keberuntunganmu meluap! Ayo main!,,,,,,"[""id""]"
blockmaster:lucky-chest:id:t17,TRUE,TRUE,,Masuk! Peti Keberuntunganmu perlu dibuka!,,,,,,"[""id""]"
blockmaster:lucky-chest:id:t18,TRUE,TRUE,,Kembalilah! Hadiah keberuntungan menunggu!,,,,,,"[""id""]"
blockmaster:lucky-chest:id:t19,TRUE,TRUE,,Waktu Peti Keberuntungan! Lompat ke game!,,,,,,"[""id""]"
blockmaster:lucky-chest:id:t20,TRUE,TRUE,,Hadiah keberuntunganmu ada di sini! Ayo main!,,,,,,"[""id""]"
blockmaster:daily:ru:t1,TRUE,TRUE,,Вернись и играй сегодня!,,,,,,"[""ru""]"
blockmaster:daily:ru:t2,TRUE,TRUE,,Твои блоки ждут!,,,,,,"[""ru""]"
blockmaster:daily:ru:t3,TRUE,TRUE,,Готов к сегодняшнему вызову?,,,,,,"[""ru""]"
blockmaster:daily:ru:t4,TRUE,TRUE,,Проверь свой ежедневный ранг!,,,,,,"[""ru""]"
blockmaster:daily:ru:t5,TRUE,TRUE,,Мы скучали вчера!,,,,,,"[""ru""]"
blockmaster:daily:ru:t6,TRUE,TRUE,,Время веселиться с блоками!,,,,,,"[""ru""]"
blockmaster:daily:ru:t7,TRUE,TRUE,,Твои ежедневные награды ждут!,,,,,,"[""ru""]"
blockmaster:daily:ru:t8,TRUE,TRUE,,Давай ломать блоки!,,,,,,"[""ru""]"
blockmaster:daily:ru:t9,TRUE,TRUE,,Головоломка дня готова!,,,,,,"[""ru""]"
blockmaster:daily:ru:t10,TRUE,TRUE,,Не пропусти бонус дня!,,,,,,"[""ru""]"
blockmaster:daily:ru:t11,TRUE,TRUE,,Твой звёздный час!,,,,,,"[""ru""]"
blockmaster:daily:ru:t12,TRUE,TRUE,,Новые блоки — новые эмоции!,,,,,,"[""ru""]"
blockmaster:daily:ru:t13,TRUE,TRUE,,Ежедневный челлендж открыт!,,,,,,"[""ru""]"
blockmaster:daily:ru:t14,TRUE,TRUE,,Играй с нами!,,,,,,"[""ru""]"
blockmaster:daily:ru:t15,TRUE,TRUE,,Сегодняшний уровень ждёт!,,,,,,"[""ru""]"
blockmaster:daily:ru:t16,TRUE,TRUE,,Вечеринка блоков началась!,,,,,,"[""ru""]"
blockmaster:daily:ru:t17,TRUE,TRUE,,Твоя порция веселья дня!,,,,,,"[""ru""]"
blockmaster:daily:ru:t18,TRUE,TRUE,,Готов повысить уровень?,,,,,,"[""ru""]"
blockmaster:daily:ru:t19,TRUE,TRUE,,Новый день — новые блоки!,,,,,,"[""ru""]"
blockmaster:daily:ru:t20,TRUE,TRUE,,Сделаем этот день крутым!,,,,,,"[""ru""]"
blockmaster:new-friend:ru:t1,TRUE,TRUE,,Твой друг присоединился!,,,,,,"[""ru""]"
blockmaster:new-friend:ru:t2,TRUE,TRUE,,Время играть вместе!,,,,,,"[""ru""]"
blockmaster:new-friend:ru:t3,TRUE,TRUE,,Вызови друга на бой!,,,,,,"[""ru""]"
blockmaster:new-friend:ru:t4,TRUE,TRUE,,Твой товарищ здесь!,,,,,,"[""ru""]"
blockmaster:new-friend:ru:t5,TRUE,TRUE,,Двойное веселье ждёт тебя!,,,,,,"[""ru""]"
blockmaster:new-friend:ru:t6,TRUE,TRUE,,Режим друга открыт!,,,,,,"[""ru""]"
blockmaster:new-friend:ru:t7,TRUE,TRUE,,Давай играть как команда!,,,,,,"[""ru""]"
blockmaster:new-friend:ru:t8,TRUE,TRUE,,Друг хочет поиграть!,,,,,,"[""ru""]"
blockmaster:new-friend:ru:t9,TRUE,TRUE,,Уровень дружбы активирован!,,,,,,"[""ru""]"
blockmaster:new-friend:ru:t10,TRUE,TRUE,,Два игрока — двойное веселье!,,,,,,"[""ru""]"
blockmaster:new-friend:ru:t11,TRUE,TRUE,,Друг принял вызов!,,,,,,"[""ru""]"
blockmaster:new-friend:ru:t12,TRUE,TRUE,,Твой напарник прибыл!,,,,,,"[""ru""]"
blockmaster:new-friend:ru:t13,TRUE,TRUE,,Режим друг против друга включен!,,,,,,"[""ru""]"
blockmaster:new-friend:ru:t14,TRUE,TRUE,,Играйте вместе прямо сейчас!,,,,,,"[""ru""]"
blockmaster:new-friend:ru:t15,TRUE,TRUE,,Друг готов!,,,,,,"[""ru""]"
blockmaster:new-friend:ru:t16,TRUE,TRUE,,Дуэль начинается!,,,,,,"[""ru""]"
blockmaster:new-friend:ru:t17,TRUE,TRUE,,Друзья играют лучше вместе!,,,,,,"[""ru""]"
blockmaster:new-friend:ru:t18,TRUE,TRUE,,Напарник в игре!,,,,,,"[""ru""]"
blockmaster:new-friend:ru:t19,TRUE,TRUE,,Объединяйтесь и побеждайте!,,,,,,"[""ru""]"
blockmaster:new-friend:ru:t20,TRUE,TRUE,,Доступен дружеский вызов!,,,,,,"[""ru""]"
blockmaster:lucky-chest:ru:t1,TRUE,TRUE,,Твой Сундук Удачи здесь! Забирай его!,,,,,,"[""ru""]"
blockmaster:lucky-chest:ru:t2,TRUE,TRUE,,Возвращайся в игру! Сундук Удачи ждёт тебя!,,,,,,"[""ru""]"
blockmaster:lucky-chest:ru:t3,TRUE,TRUE,,Сундук Удачи готов! Забирай награду!,,,,,,"[""ru""]"
blockmaster:lucky-chest:ru:t4,TRUE,TRUE,,Время играть! Твой Сундук Удачи открыт!,,,,,,"[""ru""]"
blockmaster:lucky-chest:ru:t5,TRUE,TRUE,,Возвращайся! Удачные сокровища ждут!,,,,,,"[""ru""]"
blockmaster:lucky-chest:ru:t6,TRUE,TRUE,,Твой Сундук Удачи полон! Заходи сейчас!,,,,,,"[""ru""]"
blockmaster:lucky-chest:ru:t7,TRUE,TRUE,,Оповещение о Сундуке Удачи! Забирай призы!,,,,,,"[""ru""]"
blockmaster:lucky-chest:ru:t8,TRUE,TRUE,,Возвращайся и открой Сундук Удачи!,,,,,,"[""ru""]"
blockmaster:lucky-chest:ru:t9,TRUE,TRUE,,Твоя награда готова! Возвращайся и играй!,,,,,,"[""ru""]"
blockmaster:lucky-chest:ru:t10,TRUE,TRUE,,"Сундук Удачи открыт! Посмотри, что внутри!",,,,,,"[""ru""]"
blockmaster:lucky-chest:ru:t11,TRUE,TRUE,,Возвращайся за удачным сюрпризом!,,,,,,"[""ru""]"
blockmaster:lucky-chest:ru:t12,TRUE,TRUE,,Твой Сундук Удачи не будет ждать! Заходи быстрее!,,,,,,"[""ru""]"
blockmaster:lucky-chest:ru:t13,TRUE,TRUE,,Что-то удачное ждёт! Заходи играть!,,,,,,"[""ru""]"
blockmaster:lucky-chest:ru:t14,TRUE,TRUE,,"Забирай Сундук Удачи, пока не исчез!",,,,,,"[""ru""]"
blockmaster:lucky-chest:ru:t15,TRUE,TRUE,,Удачные награды готовы! Возвращайся сейчас!,,,,,,"[""ru""]"
blockmaster:lucky-chest:ru:t16,TRUE,TRUE,,Твой Сундук Удачи переполнен! Заходи играть!,,,,,,"[""ru""]"
blockmaster:lucky-chest:ru:t17,TRUE,TRUE,,Заходи! Твой Сундук Удачи нужно открыть!,,,,,,"[""ru""]"
blockmaster:lucky-chest:ru:t18,TRUE,TRUE,,Возвращайся! Удачные призы ждут!,,,,,,"[""ru""]"
blockmaster:lucky-chest:ru:t19,TRUE,TRUE,,Время Сундука Удачи! Прыгай в игру!,,,,,,"[""ru""]"
blockmaster:lucky-chest:ru:t20,TRUE,TRUE,,Твоя удачная награда здесь! Заходи играть!,,,,,,"[""ru""]"
blockmaster:daily:fr:t1,TRUE,TRUE,,Reviens jouer aujourd’hui !,,,,,,"[""fr""]"
blockmaster:daily:fr:t2,TRUE,TRUE,,Tes blocs t’attendent !,,,,,,"[""fr""]"
blockmaster:daily:fr:t3,TRUE,TRUE,,Prêt pour le défi du jour ?,,,,,,"[""fr""]"
blockmaster:daily:fr:t4,TRUE,TRUE,,Vérifie ton rang du jour !,,,,,,"[""fr""]"
blockmaster:daily:fr:t5,TRUE,TRUE,,Tu nous as manqué hier !,,,,,,"[""fr""]"
blockmaster:daily:fr:t6,TRUE,TRUE,,C’est l’heure de s’amuser avec les blocs !,,,,,,"[""fr""]"
blockmaster:daily:fr:t7,TRUE,TRUE,,Tes récompenses t’attendent !,,,,,,"[""fr""]"
blockmaster:daily:fr:t8,TRUE,TRUE,,Éclatons des blocs !,,,,,,"[""fr""]"
blockmaster:daily:fr:t9,TRUE,TRUE,,Le puzzle du jour est prêt !,,,,,,"[""fr""]"
blockmaster:daily:fr:t10,TRUE,TRUE,,Ne rate pas le bonus du jour !,,,,,,"[""fr""]"
blockmaster:daily:fr:t11,TRUE,TRUE,,À ton tour de briller !,,,,,,"[""fr""]"
blockmaster:daily:fr:t12,TRUE,TRUE,,"Nouveaux blocs, nouveau fun !",,,,,,"[""fr""]"
blockmaster:daily:fr:t13,TRUE,TRUE,,Défi du jour débloqué !,,,,,,"[""fr""]"
blockmaster:daily:fr:t14,TRUE,TRUE,,Viens jouer avec nous !,,,,,,"[""fr""]"
blockmaster:daily:fr:t15,TRUE,TRUE,,Ton rang du jour t’attend !,,,,,,"[""fr""]"
blockmaster:daily:fr:t16,TRUE,TRUE,,La fête des blocs commence !,,,,,,"[""fr""]"
blockmaster:daily:fr:t17,TRUE,TRUE,,Ta dose fun du jour !,,,,,,"[""fr""]"
blockmaster:daily:fr:t18,TRUE,TRUE,,Prêt à monter de rang ?,,,,,,"[""fr""]"
blockmaster:daily:fr:t19,TRUE,TRUE,,"Nouveau jour, nouveaux blocs !",,,,,,"[""fr""]"
blockmaster:daily:fr:t20,TRUE,TRUE,,Rendons ce jour épique !,,,,,,"[""fr""]"
blockmaster:new-friend:fr:t1,TRUE,TRUE,,Ton ami vient de rejoindre !,,,,,,"[""fr""]"
blockmaster:new-friend:fr:t2,TRUE,TRUE,,Il est temps de jouer ensemble !,,,,,,"[""fr""]"
blockmaster:new-friend:fr:t3,TRUE,TRUE,,Défie ton ami maintenant !,,,,,,"[""fr""]"
blockmaster:new-friend:fr:t4,TRUE,TRUE,,Ton pote est là !,,,,,,"[""fr""]"
blockmaster:new-friend:fr:t5,TRUE,TRUE,,Double fun t’attend !,,,,,,"[""fr""]"
blockmaster:new-friend:fr:t6,TRUE,TRUE,,Mode ami débloqué !,,,,,,"[""fr""]"
blockmaster:new-friend:fr:t7,TRUE,TRUE,,Jouons en équipe !,,,,,,"[""fr""]"
blockmaster:new-friend:fr:t8,TRUE,TRUE,,Ton ami veut jouer !,,,,,,"[""fr""]"
blockmaster:new-friend:fr:t9,TRUE,TRUE,,Niveau d’amitié activé !,,,,,,"[""fr""]"
blockmaster:new-friend:fr:t10,TRUE,TRUE,,"Deux joueurs, deux fois plus de fun !",,,,,,"[""fr""]"
blockmaster:new-friend:fr:t11,TRUE,TRUE,,Ton ami a relevé le défi !,,,,,,"[""fr""]"
blockmaster:new-friend:fr:t12,TRUE,TRUE,,Ton pote de jeu est arrivé !,,,,,,"[""fr""]"
blockmaster:new-friend:fr:t13,TRUE,TRUE,,Mode ami contre ami activé !,,,,,,"[""fr""]"
blockmaster:new-friend:fr:t14,TRUE,TRUE,,Jouez ensemble maintenant !,,,,,,"[""fr""]"
blockmaster:new-friend:fr:t15,TRUE,TRUE,,Ton ami est prêt !,,,,,,"[""fr""]"
blockmaster:new-friend:fr:t16,TRUE,TRUE,,Défi en duo lancé !,,,,,,"[""fr""]"
blockmaster:new-friend:fr:t17,TRUE,TRUE,,Les amis jouent mieux ensemble !,,,,,,"[""fr""]"
blockmaster:new-friend:fr:t18,TRUE,TRUE,,Ton partenaire a rejoint la partie !,,,,,,"[""fr""]"
blockmaster:new-friend:fr:t19,TRUE,TRUE,,Formez une équipe et dominez !,,,,,,"[""fr""]"
blockmaster:new-friend:fr:t20,TRUE,TRUE,,Défi d’ami débloqué !,,,,,,"[""fr""]"
blockmaster:lucky-chest:fr:t1,TRUE,TRUE,,Ton Coffre Chanceux est là! Viens le prendre!,,,,,,"[""fr""]"
blockmaster:lucky-chest:fr:t2,TRUE,TRUE,,Reviens au jeu! Le Coffre Chanceux t'attend!,,,,,,"[""fr""]"
blockmaster:lucky-chest:fr:t3,TRUE,TRUE,,Coffre Chanceux prêt! Viens récupérer ta récompense!,,,,,,"[""fr""]"
blockmaster:lucky-chest:fr:t4,TRUE,TRUE,,C'est l'heure de jouer! Ton Coffre Chanceux est débloqué!,,,,,,"[""fr""]"
blockmaster:lucky-chest:fr:t5,TRUE,TRUE,,Reviens! Des trésors chanceux t'attendent!,,,,,,"[""fr""]"
blockmaster:lucky-chest:fr:t6,TRUE,TRUE,,Ton Coffre Chanceux est plein! Entre maintenant!,,,,,,"[""fr""]"
blockmaster:lucky-chest:fr:t7,TRUE,TRUE,,Alerte Coffre Chanceux! Viens collecter tes cadeaux!,,,,,,"[""fr""]"
blockmaster:lucky-chest:fr:t8,TRUE,TRUE,,Reviens et ouvre ton Coffre Chanceux!,,,,,,"[""fr""]"
blockmaster:lucky-chest:fr:t9,TRUE,TRUE,,Ta récompense est prête! Reviens et joue!,,,,,,"[""fr""]"
blockmaster:lucky-chest:fr:t10,TRUE,TRUE,,Coffre Chanceux débloqué! Viens voir ce qu'il y a dedans!,,,,,,"[""fr""]"
blockmaster:lucky-chest:fr:t11,TRUE,TRUE,,Reviens pour ta surprise chanceuse!,,,,,,"[""fr""]"
blockmaster:lucky-chest:fr:t12,TRUE,TRUE,,Ton Coffre Chanceux n'attendra pas! Entre vite!,,,,,,"[""fr""]"
blockmaster:lucky-chest:fr:t13,TRUE,TRUE,,Quelque chose de chanceux t'attend! Viens jouer!,,,,,,"[""fr""]"
blockmaster:lucky-chest:fr:t14,TRUE,TRUE,,Récupère ton Coffre Chanceux avant qu'il disparaisse!,,,,,,"[""fr""]"
blockmaster:lucky-chest:fr:t15,TRUE,TRUE,,Récompenses chanceuses prêtes! Reviens maintenant!,,,,,,"[""fr""]"
blockmaster:lucky-chest:fr:t16,TRUE,TRUE,,Ton Coffre Chanceux déborde! Viens jouer!,,,,,,"[""fr""]"
blockmaster:lucky-chest:fr:t17,TRUE,TRUE,,Entre! Ton Coffre Chanceux doit être ouvert!,,,,,,"[""fr""]"
blockmaster:lucky-chest:fr:t18,TRUE,TRUE,,Reviens! Des cadeaux chanceux t'attendent!,,,,,,"[""fr""]"
blockmaster:lucky-chest:fr:t19,TRUE,TRUE,,C'est l'heure du Coffre Chanceux! Saute dans le jeu!,,,,,,"[""fr""]"
blockmaster:lucky-chest:fr:t20,TRUE,TRUE,,Ta récompense chanceuse est ici! Viens jouer!,,,,,,"[""fr""]"
blockmaster:daily:th:t1,TRUE,TRUE,,กลับมาเล่นวันนี้เลย!,,,,,,"[""th""]"
blockmaster:daily:th:t2,TRUE,TRUE,,บล็อกของคุณรออยู่!,,,,,,"[""th""]"
blockmaster:daily:th:t3,TRUE,TRUE,,พร้อมลุยกับความท้าวันนี้ไหม?,,,,,,"[""th""]"
blockmaster:daily:th:t4,TRUE,TRUE,,เช็คแรงค์ประจำวันของคุณ!,,,,,,"[""th""]"
blockmaster:daily:th:t5,TRUE,TRUE,,เมื่อวานคุณหายไปนะ!,,,,,,"[""th""]"
blockmaster:daily:th:t6,TRUE,TRUE,,ได้เวลาสนุกกับบล็อกแล้ว!,,,,,,"[""th""]"
blockmaster:daily:th:t7,TRUE,TRUE,,รางวัลประจำวันของคุณรออยู่!,,,,,,"[""th""]"
blockmaster:daily:th:t8,TRUE,TRUE,,มาเคลียร์บล็อกกันเถอะ!,,,,,,"[""th""]"
blockmaster:daily:th:t9,TRUE,TRUE,,ปริศนาของวันนี้พร้อมแล้ว!,,,,,,"[""th""]"
blockmaster:daily:th:t10,TRUE,TRUE,,อย่าพลาดโบนัสวันนี้นะ!,,,,,,"[""th""]"
blockmaster:daily:th:t11,TRUE,TRUE,,ถึงเวลาของคุณแล้ว!,,,,,,"[""th""]"
blockmaster:daily:th:t12,TRUE,TRUE,,บล็อกใหม่ สนุกใหม่!,,,,,,"[""th""]"
blockmaster:daily:th:t13,TRUE,TRUE,,ปลดล็อกภารกิจรายวันแล้ว!,,,,,,"[""th""]"
blockmaster:daily:th:t14,TRUE,TRUE,,มาเล่นด้วยกันเถอะ!,,,,,,"[""th""]"
blockmaster:daily:th:t15,TRUE,TRUE,,แรงค์ของวันนี้รออยู่!,,,,,,"[""th""]"
blockmaster:daily:th:t16,TRUE,TRUE,,ปาร์ตี้บล็อกเริ่มแล้ว!,,,,,,"[""th""]"
blockmaster:daily:th:t17,TRUE,TRUE,,ความสนุกประจำวันของคุณ!,,,,,,"[""th""]"
blockmaster:daily:th:t18,TRUE,TRUE,,พร้อมอัปแรงค์หรือยัง?,,,,,,"[""th""]"
blockmaster:daily:th:t19,TRUE,TRUE,,วันใหม่ บล็อกใหม่!,,,,,,"[""th""]"
blockmaster:daily:th:t20,TRUE,TRUE,,มาทำให้วันนี้สุดยอดกันเถอะ!,,,,,,"[""th""]"
blockmaster:new-friend:th:t1,TRUE,TRUE,,เพื่อนของคุณเข้าร่วมแล้ว!,,,,,,"[""th""]"
blockmaster:new-friend:th:t2,TRUE,TRUE,,ได้เวลาเล่นด้วยกันแล้ว!,,,,,,"[""th""]"
blockmaster:new-friend:th:t3,TRUE,TRUE,,ท้าเพื่อนของคุณเลย!,,,,,,"[""th""]"
blockmaster:new-friend:th:t4,TRUE,TRUE,,เพื่อนของคุณมาแล้ว!,,,,,,"[""th""]"
blockmaster:new-friend:th:t5,TRUE,TRUE,,ความสนุกคูณสองกำลังรออยู่!,,,,,,"[""th""]"
blockmaster:new-friend:th:t6,TRUE,TRUE,,ปลดล็อกโหมดเพื่อนแล้ว!,,,,,,"[""th""]"
blockmaster:new-friend:th:t7,TRUE,TRUE,,มาเล่นเป็นทีมกันเถอะ!,,,,,,"[""th""]"
blockmaster:new-friend:th:t8,TRUE,TRUE,,เพื่อนของคุณอยากเล่นด้วย!,,,,,,"[""th""]"
blockmaster:new-friend:th:t9,TRUE,TRUE,,เปิดระดับมิตรภาพแล้ว!,,,,,,"[""th""]"
blockmaster:new-friend:th:t10,TRUE,TRUE,,ผู้เล่น 2 คน สนุกคูณสอง!,,,,,,"[""th""]"
blockmaster:new-friend:th:t11,TRUE,TRUE,,เพื่อนของคุณรับคำท้าแล้ว!,,,,,,"[""th""]"
blockmaster:new-friend:th:t12,TRUE,TRUE,,เพื่อนเล่นของคุณมาถึงแล้ว!,,,,,,"[""th""]"
blockmaster:new-friend:th:t13,TRUE,TRUE,,โหมดเพื่อนปะทะเพื่อนเริ่มแล้ว!,,,,,,"[""th""]"
blockmaster:new-friend:th:t14,TRUE,TRUE,,เล่นด้วยกันตอนนี้เลย!,,,,,,"[""th""]"
blockmaster:new-friend:th:t15,TRUE,TRUE,,เพื่อนของคุณพร้อมแล้ว!,,,,,,"[""th""]"
blockmaster:new-friend:th:t16,TRUE,TRUE,,เริ่มภารกิจดูโอแล้ว!,,,,,,"[""th""]"
blockmaster:new-friend:th:t17,TRUE,TRUE,,เล่นกับเพื่อนสนุกที่สุด!,,,,,,"[""th""]"
blockmaster:new-friend:th:t18,TRUE,TRUE,,คู่หูของคุณเข้าร่วมเกมแล้ว!,,,,,,"[""th""]"
blockmaster:new-friend:th:t19,TRUE,TRUE,,รวมทีมแล้วลุยเลย!,,,,,,"[""th""]"
blockmaster:new-friend:th:t20,TRUE,TRUE,,ปลดล็อกภารกิจเพื่อนแล้ว!,,,,,,"[""th""]"
blockmaster:lucky-chest:th:t1,TRUE,TRUE,,หีบโชคดีของคุณมาแล้ว! มารับเลย!,,,,,,"[""th""]"
blockmaster:lucky-chest:th:t2,TRUE,TRUE,,กลับมาเล่นเกม! หีบโชคดีรอคุณอยู่!,,,,,,"[""th""]"
blockmaster:lucky-chest:th:t3,TRUE,TRUE,,หีบโชคดีพร้อมแล้ว! มารับรางวัลเลย!,,,,,,"[""th""]"
blockmaster:lucky-chest:th:t4,TRUE,TRUE,,ถึงเวลาเล่น! หีบโชคดีของคุณปลดล็อกแล้ว!,,,,,,"[""th""]"
blockmaster:lucky-chest:th:t5,TRUE,TRUE,,กลับมาเลย! ขุมทรัพย์โชคดีรออยู่!,,,,,,"[""th""]"
blockmaster:lucky-chest:th:t6,TRUE,TRUE,,หีบโชคดีของคุณเต็มแล้ว! เข้ามาเลย!,,,,,,"[""th""]"
blockmaster:lucky-chest:th:t7,TRUE,TRUE,,แจ้งเตือนหีบโชคดี! มาเก็บของรางวัลกันเถอะ!,,,,,,"[""th""]"
blockmaster:lucky-chest:th:t8,TRUE,TRUE,,กลับมาและเปิดหีบโชคดีของคุณ!,,,,,,"[""th""]"
blockmaster:lucky-chest:th:t9,TRUE,TRUE,,รางวัลของคุณพร้อมแล้ว! กลับมาเล่นเลย!,,,,,,"[""th""]"
blockmaster:lucky-chest:th:t10,TRUE,TRUE,,หีบโชคดีปลดล็อกแล้ว! มาดูว่าข้างในมีอะไร!,,,,,,"[""th""]"
blockmaster:lucky-chest:th:t11,TRUE,TRUE,,กลับมารับเซอร์ไพรส์โชคดีของคุณ!,,,,,,"[""th""]"
blockmaster:lucky-chest:th:t12,TRUE,TRUE,,หีบโชคดีของคุณไม่รอนานหรอก! เข้ามาเร็ว!,,,,,,"[""th""]"
