label,media_url,payload,notification_title_English,notification_body_English,notification_title_Arabic,notification_body_Arabic,notification_title_Spanish,notification_body_Spanish,notification_title_Portuguese,notification_body_Portuguese,notification_title_Indonesian,notification_body_Indonesian,notification_title_Russian,notification_body_Russian,notification_title_French,notification_body_French,notification_title_Thai,notification_body_Thai
270306,https://d26ml67612e64s.cloudfront.net/block_blast/image/TOURNAMENT_END_MSG.jpg,"{""social"":""A2U_BETA"",""type"":""270306""}",Final push for victory. Go for the top.,Final push for victory. Go for the top.,الدفعه الاخيرة نحو النصر. صوب القمة.,الدفع النهائي نحو النصر.,Empuje final por la victoria. Ve por la cima.,Empuje final por la victoria. Ve por la cima.,Empurrao final pela vitoria. Rumo ao topo.,Empurrao final pela vitoria. Rumo ao topo.,Dorongan terakhir untuk menang. Raih puncak.,Dorongan terakhir untuk menang. Raih puncak.,Последний рывок к победе. Иди к вершине.,Последний рывок к победе. Иди к вершине.,Dernier effort pour gagner. Vise le sommet.,Dernier effort pour gagner. Vise le sommet.,ผลักครั้งสุดท้ายเพื่อชัยชนะ. ไปให้ถึง,ผลักครั้งสุดท้ายเพื่อชัยชนะ. ไปให้ถึง
270313,https://d26ml67612e64s.cloudfront.net/block_blast/image/TOURNAMENT_END_MSG.jpg,"{""social"":""A2U_BETA"",""type"":""270313""}",Last day to secure your rank. Don’t stop now.,Last day to secure your rank. Don’t stop now.,اليوم الاخير لتأمين ترتيبك. لا تتوقف.,آخر يوم لتأمين الترتيب.,Ultimo dia para asegurar tu rango. No pares.,Ultimo dia para asegurar tu rango. No pares.,Ultimo dia para garantir seu nivel. Nao pare.,Ultimo dia para garantir seu nivel. Nao pare.,Hari terakhir amankan rankmu. Jangan berhenti.,Hari terakhir amankan rankmu. Jangan berhenti.,Последний день закрепить ранг. Не останавливайся.,Последний день закрепить ранг. Не останавливайся.,Dernier jour pour ton rang. Continue.,Dernier jour pour ton rang. Continue.,วันสุดท้ายรักษาแรงค์ไว้. อย่าหยุด,วันสุดท้ายรักษาแรงค์ไว้. อย่าหยุด
270320,https://d26ml67612e64s.cloudfront.net/block_blast/image/TOURNAMENT_END_MSG.jpg,"{""social"":""A2U_BETA"",""type"":""270320""}",League closes tomorrow. Finish strong.,League closes tomorrow. Finish strong.,ينتهي الدوري غدا. انهي بقوة.,الدوري يُغلق غدًا.,La liga termina manana. Termina fuerte.,La liga termina manana. Termina fuerte.,Liga acaba amanha. Termine com forca.,Liga acaba amanha. Termine com forca.,Liga berakhir besok. Selesaikan dengan kuat.,Liga berakhir besok. Selesaikan dengan kuat.,Лига закроется завтра. Закончите сильно.,Лига закроется завтра. Закончите сильно.,La ligue ferme demain. Finis fort.,La ligue ferme demain. Finis fort.,ลีกจบพรุ่งนี้. ปิดฉากให้สวย,ลีกจบพรุ่งนี้. ปิดฉากให้สวย
270327,https://d26ml67612e64s.cloudfront.net/block_blast/image/TOURNAMENT_END_MSG.jpg,"{""social"":""A2U_BETA"",""type"":""270327""}",24 hours to glory. Reach for the top.,24 hours to glory. Reach for the top.,24 ساعة للمجد. صوب القمة.,24 ساعة للمجد.,24h de gloria. Ve por la cima.,24h de gloria. Ve por la cima.,24h de gloria. Alcance o topo.,24h de gloria. Alcance o topo.,24 jam menuju kejayaan. Capai puncak.,24 jam menuju kejayaan. Capai puncak.,24 ч. до славы. Достигни вершины.,24 ч. до славы. Достигни вершины.,24h pour la gloire. Vise le sommet.,24h pour la gloire. Vise le sommet.,24 ชม. สู่เกียรติยศ. พุ่งสู่ยอด,24 ชม. สู่เกียรติยศ. พุ่งสู่ยอด
270403,https://d26ml67612e64s.cloudfront.net/block_blast/image/TOURNAMENT_END_MSG.jpg,"{""social"":""A2U_BETA"",""type"":""270403""}",Final sprint to the top. Climb fast.,Final sprint to the top. Climb fast.,اندفاع اخير للقمة. تسلق بسرعة.,الانطلاقة الأخيرة نحو القمة.,Esfuerzo final. Sube rapido.,Esfuerzo final. Sube rapido.,Corrida final ao topo. Suba rapido.,Corrida final ao topo. Suba rapido.,Sprint terakhir. Naik secepatnya.,Sprint terakhir. Naik secepatnya.,Финальный спринт к вершине. Быстрее.,Финальный спринт к вершине. Быстрее.,Sprint final. Grimpe vite.,Sprint final. Grimpe vite.,สุดท้ายแล้ว. ปีนให้ไว,สุดท้ายแล้ว. ปีนให้ไว
270410,https://d26ml67612e64s.cloudfront.net/block_blast/image/TOURNAMENT_END_MSG.jpg,"{""social"":""A2U_BETA"",""type"":""270410""}",Deadline alert. 24h to make your move.,Deadline alert. 24h to make your move.,تنبيه الموعد النهائي. 24 ساعة للتحرك.,تنبيه موعد نهائي. تبقى 24 ساعة.,Alerta de plazo. Tienes 24h.,Alerta de plazo. Tienes 24h.,Alerta de prazo. Tem 24h para agir.,Alerta de prazo. Tem 24h para agir.,Batas waktu. 24 jam buat gerakanmu.,Batas waktu. 24 jam buat gerakanmu.,Внимание. Осталось 24 ч.,Внимание. Осталось 24 ч.,Alerte limite. 24h pour agir.,Alerte limite. 24h pour agir.,เตือนหมดเวลา. เหลือ 24 ชม.,เตือนหมดเวลา. เหลือ 24 ชม.
270417,https://d26ml67612e64s.cloudfront.net/block_blast/image/TOURNAMENT_END_MSG.jpg,"{""social"":""A2U_BETA"",""type"":""270417""}",Last chance for rewards. Play now.,Last chance for rewards. Play now.,الفرصة الاخيرة للمكافآت. العب الان.,آخر فرصة للحصول على المكافآت.,Ultima oportunidad para premios. Juega ya.,Ultima oportunidad para premios. Juega ya.,Ultima chance de premio. Jogue agora.,Ultima chance de premio. Jogue agora.,Kesempatan terakhir dapat hadiah. Main sekarang.,Kesempatan terakhir dapat hadiah. Main sekarang.,Последний шанс на награды. Играй.,Последний шанс на награды. Играй.,Derniere chance de recompense. Joue.,Derniere chance de recompense. Joue.,โอกาสสุดท้ายรับรางวัล. เล่นเลย,โอกาสสุดท้ายรับรางวัล. เล่นเลย
270424,https://d26ml67612e64s.cloudfront.net/block_blast/image/TOURNAMENT_END_MSG.jpg,"{""social"":""A2U_BETA"",""type"":""270424""}",League ending soon. Finish your climb.,League ending soon. Finish your climb.,ينتهي الدوري قريبا. اكمل صعودك.,الدوري ينتهي قريبًا.,La liga termina pronto. Termina tu subida.,La liga termina pronto. Termina tu subida.,Liga termina em breve. Finalize sua subida.,Liga termina em breve. Finalize sua subida.,Liga segera berakhir. Naik sekarang.,Liga segera berakhir. Naik sekarang.,Лига скоро закончится. Заверши подъем.,Лига скоро закончится. Заверши подъем.,La ligue se termine. Termine ton ascension.,La ligue se termine. Termine ton ascension.,ลีกใกล้จบแล้ว. ปีนให้สุด,ลีกใกล้จบแล้ว. ปีนให้สุด
270501,https://d26ml67612e64s.cloudfront.net/block_blast/image/TOURNAMENT_END_MSG.jpg,"{""social"":""A2U_BETA"",""type"":""270501""}",24h left. Climb now and rise higher.,24h left. Climb now and rise higher.,تبقى 24 ساعة. تسلق الان وارتفع.,تبقى 24 ساعة - اصعد الآن.,24h restantes. Sube y llega mas alto.,24h restantes. Sube y llega mas alto.,Faltam 24h. Suba mais alto.,Faltam 24h. Suba mais alto.,24 jam tersisa. Naik lebih tinggi.,24 jam tersisa. Naik lebih tinggi.,Осталось 24 ч. Поднимись выше.,Осталось 24 ч. Поднимись выше.,24h restantes. Grimpe plus haut.,24h restantes. Grimpe plus haut.,เหลือ 24 ชม. ไต่ให้สูงกว่าเดิม,เหลือ 24 ชม. ไต่ให้สูงกว่าเดิม
270508,https://d26ml67612e64s.cloudfront.net/block_blast/image/TOURNAMENT_END_MSG.jpg,"{""social"":""A2U_BETA"",""type"":""270508""}",Final day rush begins. Give it your best.,Final day rush begins. Give it your best.,بدأ اندفاع اليوم الاخير. ابذل جهدك.,بدأت عجلة اليوم الأخير.,Ultimo dia empieza. Da lo mejor.,Ultimo dia empieza. Da lo mejor.,Ultimo dia comecou. De o seu melhor.,Ultimo dia comecou. De o seu melhor.,Hari terakhir dimulai. Lakukan yang terbaik.,Hari terakhir dimulai. Lakukan yang terbaik.,Последний день. Отдай все силы.,Последний день. Отдай все силы.,Dernier jour commence. Donne tout.,Dernier jour commence. Donne tout.,เริ่มแล้ววันสุดท้าย. ใส่ให้เต็ม,เริ่มแล้ววันสุดท้าย. ใส่ให้เต็ม
270515,https://d26ml67612e64s.cloudfront.net/block_blast/image/TOURNAMENT_END_MSG.jpg,"{""social"":""A2U_BETA"",""type"":""270515""}",24h left to rank up. Don’t miss your promotion.,24h left to rank up. Don’t miss your promotion.,تبقى 24 ساعة للترقية. لا تفوت الفرصة.,تبقى 24 ساعة للترقية.,Quedan 24h para subir de rango. No lo pierdas.,Quedan 24h para subir de rango. No lo pierdas.,Faltam 24h para subir de liga. Nao perca.,Faltam 24h para subir de liga. Nao perca.,24 jam tersisa untuk naik peringkat. Jangan lewatkan.,24 jam tersisa untuk naik peringkat. Jangan lewatkan.,Осталось 24 ч. для повышения. Не упусти шанс.,Осталось 24 ч. для повышения. Не упусти шанс.,Plus que 24h pour monter. Ne rate pas ta chance.,Plus que 24h pour monter. Ne rate pas ta chance.,เหลือเวลา 24 ชม. อย่าพลาดการเลื่อนขั้น.,เหลือเวลา 24 ชม. อย่าพลาดการเลื่อนขั้น.
270522,https://d26ml67612e64s.cloudfront.net/block_blast/image/TOURNAMENT_END_MSG.jpg,"{""social"":""A2U_BETA"",""type"":""270522""}",24h left to rank up. Don’t miss your promotion.,24h left to rank up. Don’t miss your promotion.,تبقى 24 ساعة للترقية. لا تفوت الفرصة.,تبقى 24 ساعة للترقية.,Quedan 24h para subir de rango. No lo pierdas.,Quedan 24h para subir de rango. No lo pierdas.,Faltam 24h para subir de liga. Nao perca.,Faltam 24h para subir de liga. Nao perca.,24 jam tersisa untuk naik peringkat. Jangan lewatkan.,24 jam tersisa untuk naik peringkat. Jangan lewatkan.,Осталось 24 ч. для повышения. Не упусти шанс.,Осталось 24 ч. для повышения. Не упусти шанс.,Plus que 24h pour monter. Ne rate pas ta chance.,Plus que 24h pour monter. Ne rate pas ta chance.,เหลือเวลา 24 ชม. อย่าพลาดการเลื่อนขั้น.,เหลือเวลา 24 ชม. อย่าพลาดการเลื่อนขั้น.
270529,https://d26ml67612e64s.cloudfront.net/block_blast/image/TOURNAMENT_END_MSG.jpg,"{""social"":""A2U_BETA"",""type"":""270529""}",League ends tomorrow. Make your last games count.,League ends tomorrow. Make your last games count.,تنتهي الدوري غدا. اجعل آخر مبارياتك مهمة.,الدوري ينتهي غدًا.,La liga termina manana. Aprovecha tus ultimas partidas.,La liga termina manana. Aprovecha tus ultimas partidas.,A liga termina amanha. Jogue com tudo.,A liga termina amanha. Jogue com tudo.,Liga berakhir besok. Menangkan sisa pertandinganmu.,Liga berakhir besok. Menangkan sisa pertandinganmu.,Лига заканчивается завтра. Победите в последних матчах.,Лига заканчивается завтра. Победите в последних матчах.,La ligue se termine demain. Joue bien jusqu'au bout.,La ligue se termine demain. Joue bien jusqu'au bout.,ลีกจบพรุ่งนี้. เล่นให้สุดครั้งสุดท้าย.,ลีกจบพรุ่งนี้. เล่นให้สุดครั้งสุดท้าย.
270605,https://d26ml67612e64s.cloudfront.net/block_blast/image/TOURNAMENT_END_MSG.jpg,"{""social"":""A2U_BETA"",""type"":""270605""}",Last chance to climb higher before reset.,Last chance to climb higher before reset.,الفرصة الاخيرة للتقدم قبل اعادة التعيين.,آخر فرصة للتقدم.,Ultima oportunidad para subir antes del reinicio.,Ultima oportunidad para subir antes del reinicio.,Ultima chance de subir antes do reset.,Ultima chance de subir antes do reset.,Kesempatan terakhir sebelum reset. Panjat sekarang.,Kesempatan terakhir sebelum reset. Panjat sekarang.,Последний шанс подняться выше до сброса.,Последний шанс подняться выше до сброса.,Derniere chance de grimper avant la reinitialisation.,Derniere chance de grimper avant la reinitialisation.,โอกาสสุดท้ายก่อนรีเซต. ไต่แรงค์เลย.,โอกาสสุดท้ายก่อนรีเซต. ไต่แรงค์เลย.
270612,https://d26ml67612e64s.cloudfront.net/block_blast/image/TOURNAMENT_END_MSG.jpg,"{""social"":""A2U_BETA"",""type"":""270612""}",24h left. Push hard and reach the next tier.,24h left. Push hard and reach the next tier.,تبقى 24 ساعة. ابذل جهدك للوصول للمرحلة التالية.,تبقى 24 ساعة - ابذل جهدك.,Faltan 24h. Da lo mejor y sube de nivel.,Faltan 24h. Da lo mejor y sube de nivel.,Faltam 24h. Lute para alcancar o proximo nivel.,Faltam 24h. Lute para alcancar o proximo nivel.,24 jam tersisa. Dorong dirimu ke tier berikutnya.,24 jam tersisa. Dorong dirimu ke tier berikutnya.,Осталось 24 ч. Брось все силы на продвижение.,Осталось 24 ч. Брось все силы на продвижение.,24h restantes. Vise le prochain palier.,24h restantes. Vise le prochain palier.,เหลือ 24 ชม. มุ่งสู่แรงค์ถัดไป.,เหลือ 24 ชม. มุ่งสู่แรงค์ถัดไป.
270619,https://d26ml67612e64s.cloudfront.net/block_blast/image/TOURNAMENT_END_MSG.jpg,"{""social"":""A2U_BETA"",""type"":""270619""}",Final day to promote. Give it all you got.,Final day to promote. Give it all you got.,اليوم الاخير للترقية. اعط كل ما لديك.,اليوم الأخير للترقية.,Ultimo dia para subir. Da lo todo.,Ultimo dia para subir. Da lo todo.,Ultimo dia para promocao. De tudo de si.,Ultimo dia para promocao. De tudo de si.,Hari terakhir naik liga. Beri semua yang kamu punya.,Hari terakhir naik liga. Beri semua yang kamu punya.,Последний день для продвижения. Выкладывайся на полную.,Последний день для продвижения. Выкладывайся на полную.,Dernier jour de promo. Donne tout ce que tu as.,Dernier jour de promo. Donne tout ce que tu as.,วันสุดท้ายแล้ว. เทหมดหน้าตัก.,วันสุดท้ายแล้ว. เทหมดหน้าตัก.
270626,https://d26ml67612e64s.cloudfront.net/block_blast/image/TOURNAMENT_END_MSG.jpg,"{""social"":""A2U_BETA"",""type"":""270626""}",Time is running out. Every match matters now.,Time is running out. Every match matters now.,الوقت ينفد. كل مباراة الآن مهمة.,الوقت ينفد بسرعة.,Se acaba el tiempo. Cada partida cuenta.,Se acaba el tiempo. Cada partida cuenta.,O tempo esta acabando. Cada partida importa.,O tempo esta acabando. Cada partida importa.,Waktunya hampir habis. Setiap pertandingan penting.,Waktunya hampir habis. Setiap pertandingan penting.,Время уходит. Каждая партия важна.,Время уходит. Каждая партия важна.,Le temps presse. Chaque partie compte.,Le temps presse. Chaque partie compte.,เวลาหมดแล้ว. ทุกตาคือโอกาส.,เวลาหมดแล้ว. ทุกตาคือโอกาส.
270703,https://d26ml67612e64s.cloudfront.net/block_blast/image/TOURNAMENT_END_MSG.jpg,"{""social"":""A2U_BETA"",""type"":""270703""}",24h left to win big and secure rewards.,24h left to win big and secure rewards.,24 ساعة متبقية للفوز الكبير وجمع الجوائز.,آخر 24 ساعة للفوز.,24h para ganar en grande y asegurar premios.,24h para ganar en grande y asegurar premios.,Faltam 24h para ganhar grande e garantir premios.,Faltam 24h para ganhar grande e garantir premios.,24 jam terakhir untuk menang besar dan dapat hadiah.,24 jam terakhir untuk menang besar dan dapat hadiah.,24 ч. на победу и награды. Вперед.,24 ч. на победу и награды. Вперед.,24h pour tout gagner et securiser tes recompenses.,24h pour tout gagner et securiser tes recompenses.,เหลือ 24 ชม. รีบคว้ารางวัลใหญ่.,เหลือ 24 ชม. รีบคว้ารางวัลใหญ่.
270710,https://d26ml67612e64s.cloudfront.net/block_blast/image/TOURNAMENT_END_MSG.jpg,"{""social"":""A2U_BETA"",""type"":""270710""}",League finale begins. Play strong till the end.,League finale begins. Play strong till the end.,بداية نهائيات الدوري. العب بقوة حتى النهاية.,بداية نهائي الدوري.,Final de liga empieza. Juega fuerte hasta el final.,Final de liga empieza. Juega fuerte hasta el final.,Final da liga comecou. Jogue ate o fim.,Final da liga comecou. Jogue ate o fim.,Akhir liga dimulai. Bertarunglah hingga akhir.,Akhir liga dimulai. Bertarunglah hingga akhir.,Финал лиги начался. Играйте до конца.,Финал лиги начался. Играйте до конца.,Finale de la ligue lancee. Joue fort jusqu'au bout.,Finale de la ligue lancee. Joue fort jusqu'au bout.,รอบชิงเริ่มแล้ว. เล่นให้สุด.,รอบชิงเริ่มแล้ว. เล่นให้สุด.
270717,https://d26ml67612e64s.cloudfront.net/block_blast/image/TOURNAMENT_END_MSG.jpg,"{""social"":""A2U_BETA"",""type"":""270717""}",The promotion deadline is near. One last push.,The promotion deadline is near. One last push.,موعد الترقية يقترب. دفعة اخيرة.,موعد الترقية يقترب.,Se acerca la fecha limite. Ultimo empujon.,Se acerca la fecha limite. Ultimo empujon.,O prazo de promocao esta proximo. Forca final.,O prazo de promocao esta proximo. Forca final.,Batas waktu promosi hampir tiba. Dorongan terakhir.,Batas waktu promosi hampir tiba. Dorongan terakhir.,Срок продвижения приближается. Последний рывок.,Срок продвижения приближается. Последний рывок.,Promotion presque finie. Dernier effort.,Promotion presque finie. Dernier effort.,เดดไลน์เลื่อนขั้นใกล้แล้ว. ลุย.,เดดไลน์เลื่อนขั้นใกล้แล้ว. ลุย.
270724,https://d26ml67612e64s.cloudfront.net/block_blast/image/TOURNAMENT_END_MSG.jpg,"{""social"":""A2U_BETA"",""type"":""270724""}",24h countdown has started. Climb before it’s over.,24h countdown has started. Climb before it’s over.,بدأ العد التنازلي لـ 24 ساعة. تقدم قبل ان ينتهي.,العد التنازلي لـ24 ساعة بدأ.,Comienza la cuenta regresiva. Sube ahora.,Comienza la cuenta regresiva. Sube ahora.,Contagem de 24h comecou. Suba antes que acabe.,Contagem de 24h comecou. Suba antes que acabe.,Hitungan mundur 24 jam dimulai. Naik sekarang.,Hitungan mundur 24 jam dimulai. Naik sekarang.,Обратный отсчет 24 ч. начался. Успей подняться.,Обратный отсчет 24 ч. начался. Успей подняться.,Le compte a rebours de 24h a commence. Grimpe vite.,Le compte a rebours de 24h a commence. Grimpe vite.,นับถอยหลัง 24 ชม. เริ่มแล้ว. รีบปีนขึ้นไป.,นับถอยหลัง 24 ชม. เริ่มแล้ว. รีบปีนขึ้นไป.
270731,https://d26ml67612e64s.cloudfront.net/block_blast/image/TOURNAMENT_END_MSG.jpg,"{""social"":""A2U_BETA"",""type"":""270731""}",Final push for victory. Go for the top.,Final push for victory. Go for the top.,الدفعه الاخيرة نحو النصر. صوب القمة.,الدفع النهائي نحو النصر.,Empuje final por la victoria. Ve por la cima.,Empuje final por la victoria. Ve por la cima.,Empurrao final pela vitoria. Rumo ao topo.,Empurrao final pela vitoria. Rumo ao topo.,Dorongan terakhir untuk menang. Raih puncak.,Dorongan terakhir untuk menang. Raih puncak.,Последний рывок к победе. Иди к вершине.,Последний рывок к победе. Иди к вершине.,Dernier effort pour gagner. Vise le sommet.,Dernier effort pour gagner. Vise le sommet.,ผลักครั้งสุดท้ายเพื่อชัยชนะ. ไปให้ถึง,ผลักครั้งสุดท้ายเพื่อชัยชนะ. ไปให้ถึง
270807,https://d26ml67612e64s.cloudfront.net/block_blast/image/TOURNAMENT_END_MSG.jpg,"{""social"":""A2U_BETA"",""type"":""270807""}",Last day to secure your rank. Don’t stop now.,Last day to secure your rank. Don’t stop now.,اليوم الاخير لتأمين ترتيبك. لا تتوقف.,آخر يوم لتأمين الترتيب.,Ultimo dia para asegurar tu rango. No pares.,Ultimo dia para asegurar tu rango. No pares.,Ultimo dia para garantir seu nivel. Nao pare.,Ultimo dia para garantir seu nivel. Nao pare.,Hari terakhir amankan rankmu. Jangan berhenti.,Hari terakhir amankan rankmu. Jangan berhenti.,Последний день закрепить ранг. Не останавливайся.,Последний день закрепить ранг. Не останавливайся.,Dernier jour pour ton rang. Continue.,Dernier jour pour ton rang. Continue.,วันสุดท้ายรักษาแรงค์ไว้. อย่าหยุด,วันสุดท้ายรักษาแรงค์ไว้. อย่าหยุด
270814,https://d26ml67612e64s.cloudfront.net/block_blast/image/TOURNAMENT_END_MSG.jpg,"{""social"":""A2U_BETA"",""type"":""270814""}",League closes tomorrow. Finish strong.,League closes tomorrow. Finish strong.,ينتهي الدوري غدا. انهي بقوة.,الدوري يُغلق غدًا.,La liga termina manana. Termina fuerte.,La liga termina manana. Termina fuerte.,Liga acaba amanha. Termine com forca.,Liga acaba amanha. Termine com forca.,Liga berakhir besok. Selesaikan dengan kuat.,Liga berakhir besok. Selesaikan dengan kuat.,Лига закроется завтра. Закончите сильно.,Лига закроется завтра. Закончите сильно.,La ligue ferme demain. Finis fort.,La ligue ferme demain. Finis fort.,ลีกจบพรุ่งนี้. ปิดฉากให้สวย,ลีกจบพรุ่งนี้. ปิดฉากให้สวย
270821,https://d26ml67612e64s.cloudfront.net/block_blast/image/TOURNAMENT_END_MSG.jpg,"{""social"":""A2U_BETA"",""type"":""270821""}",24 hours to glory. Reach for the top.,24 hours to glory. Reach for the top.,24 ساعة للمجد. صوب القمة.,24 ساعة للمجد.,24h de gloria. Ve por la cima.,24h de gloria. Ve por la cima.,24h de gloria. Alcance o topo.,24h de gloria. Alcance o topo.,24 jam menuju kejayaan. Capai puncak.,24 jam menuju kejayaan. Capai puncak.,24 ч. до славы. Достигни вершины.,24 ч. до славы. Достигни вершины.,24h pour la gloire. Vise le sommet.,24h pour la gloire. Vise le sommet.,24 ชม. สู่เกียรติยศ. พุ่งสู่ยอด,24 ชม. สู่เกียรติยศ. พุ่งสู่ยอด
270828,https://d26ml67612e64s.cloudfront.net/block_blast/image/TOURNAMENT_END_MSG.jpg,"{""social"":""A2U_BETA"",""type"":""270828""}",Final sprint to the top. Climb fast.,Final sprint to the top. Climb fast.,اندفاع اخير للقمة. تسلق بسرعة.,الانطلاقة الأخيرة نحو القمة.,Esfuerzo final. Sube rapido.,Esfuerzo final. Sube rapido.,Corrida final ao topo. Suba rapido.,Corrida final ao topo. Suba rapido.,Sprint terakhir. Naik secepatnya.,Sprint terakhir. Naik secepatnya.,Финальный спринт к вершине. Быстрее.,Финальный спринт к вершине. Быстрее.,Sprint final. Grimpe vite.,Sprint final. Grimpe vite.,สุดท้ายแล้ว. ปีนให้ไว,สุดท้ายแล้ว. ปีนให้ไว
270904,https://d26ml67612e64s.cloudfront.net/block_blast/image/TOURNAMENT_END_MSG.jpg,"{""social"":""A2U_BETA"",""type"":""270904""}",Deadline alert. 24h to make your move.,Deadline alert. 24h to make your move.,تنبيه الموعد النهائي. 24 ساعة للتحرك.,تنبيه موعد نهائي. تبقى 24 ساعة.,Alerta de plazo. Tienes 24h.,Alerta de plazo. Tienes 24h.,Alerta de prazo. Tem 24h para agir.,Alerta de prazo. Tem 24h para agir.,Batas waktu. 24 jam buat gerakanmu.,Batas waktu. 24 jam buat gerakanmu.,Внимание. Осталось 24 ч.,Внимание. Осталось 24 ч.,Alerte limite. 24h pour agir.,Alerte limite. 24h pour agir.,เตือนหมดเวลา. เหลือ 24 ชม.,เตือนหมดเวลา. เหลือ 24 ชม.
270911,https://d26ml67612e64s.cloudfront.net/block_blast/image/TOURNAMENT_END_MSG.jpg,"{""social"":""A2U_BETA"",""type"":""270911""}",Last chance for rewards. Play now.,Last chance for rewards. Play now.,الفرصة الاخيرة للمكافآت. العب الان.,آخر فرصة للحصول على المكافآت.,Ultima oportunidad para premios. Juega ya.,Ultima oportunidad para premios. Juega ya.,Ultima chance de premio. Jogue agora.,Ultima chance de premio. Jogue agora.,Kesempatan terakhir dapat hadiah. Main sekarang.,Kesempatan terakhir dapat hadiah. Main sekarang.,Последний шанс на награды. Играй.,Последний шанс на награды. Играй.,Derniere chance de recompense. Joue.,Derniere chance de recompense. Joue.,โอกาสสุดท้ายรับรางวัล. เล่นเลย,โอกาสสุดท้ายรับรางวัล. เล่นเลย
270918,https://d26ml67612e64s.cloudfront.net/block_blast/image/TOURNAMENT_END_MSG.jpg,"{""social"":""A2U_BETA"",""type"":""270918""}",League ending soon. Finish your climb.,League ending soon. Finish your climb.,ينتهي الدوري قريبا. اكمل صعودك.,الدوري ينتهي قريبًا.,La liga termina pronto. Termina tu subida.,La liga termina pronto. Termina tu subida.,Liga termina em breve. Finalize sua subida.,Liga termina em breve. Finalize sua subida.,Liga segera berakhir. Naik sekarang.,Liga segera berakhir. Naik sekarang.,Лига скоро закончится. Заверши подъем.,Лига скоро закончится. Заверши подъем.,La ligue se termine. Termine ton ascension.,La ligue se termine. Termine ton ascension.,ลีกใกล้จบแล้ว. ปีนให้สุด,ลีกใกล้จบแล้ว. ปีนให้สุด
270925,https://d26ml67612e64s.cloudfront.net/block_blast/image/TOURNAMENT_END_MSG.jpg,"{""social"":""A2U_BETA"",""type"":""270925""}",24h left. Climb now and rise higher.,24h left. Climb now and rise higher.,تبقى 24 ساعة. تسلق الان وارتفع.,تبقى 24 ساعة - اصعد الآن.,24h restantes. Sube y llega mas alto.,24h restantes. Sube y llega mas alto.,Faltam 24h. Suba mais alto.,Faltam 24h. Suba mais alto.,24 jam tersisa. Naik lebih tinggi.,24 jam tersisa. Naik lebih tinggi.,Осталось 24 ч. Поднимись выше.,Осталось 24 ч. Поднимись выше.,24h restantes. Grimpe plus haut.,24h restantes. Grimpe plus haut.,เหลือ 24 ชม. ไต่ให้สูงกว่าเดิม,เหลือ 24 ชม. ไต่ให้สูงกว่าเดิม
271002,https://d26ml67612e64s.cloudfront.net/block_blast/image/TOURNAMENT_END_MSG.jpg,"{""social"":""A2U_BETA"",""type"":""271002""}",Final day rush begins. Give it your best.,Final day rush begins. Give it your best.,بدأ اندفاع اليوم الاخير. ابذل جهدك.,بدأت عجلة اليوم الأخير.,Ultimo dia empieza. Da lo mejor.,Ultimo dia empieza. Da lo mejor.,Ultimo dia comecou. De o seu melhor.,Ultimo dia comecou. De o seu melhor.,Hari terakhir dimulai. Lakukan yang terbaik.,Hari terakhir dimulai. Lakukan yang terbaik.,Последний день. Отдай все силы.,Последний день. Отдай все силы.,Dernier jour commence. Donne tout.,Dernier jour commence. Donne tout.,เริ่มแล้ววันสุดท้าย. ใส่ให้เต็ม,เริ่มแล้ววันสุดท้าย. ใส่ให้เต็ม
271009,https://d26ml67612e64s.cloudfront.net/block_blast/image/TOURNAMENT_END_MSG.jpg,"{""social"":""A2U_BETA"",""type"":""271009""}",24h left to rank up. Don’t miss your promotion.,24h left to rank up. Don’t miss your promotion.,تبقى 24 ساعة للترقية. لا تفوت الفرصة.,تبقى 24 ساعة للترقية.,Quedan 24h para subir de rango. No lo pierdas.,Quedan 24h para subir de rango. No lo pierdas.,Faltam 24h para subir de liga. Nao perca.,Faltam 24h para subir de liga. Nao perca.,24 jam tersisa untuk naik peringkat. Jangan lewatkan.,24 jam tersisa untuk naik peringkat. Jangan lewatkan.,Осталось 24 ч. для повышения. Не упусти шанс.,Осталось 24 ч. для повышения. Не упусти шанс.,Plus que 24h pour monter. Ne rate pas ta chance.,Plus que 24h pour monter. Ne rate pas ta chance.,เหลือเวลา 24 ชม. อย่าพลาดการเลื่อนขั้น.,เหลือเวลา 24 ชม. อย่าพลาดการเลื่อนขั้น.
271016,https://d26ml67612e64s.cloudfront.net/block_blast/image/TOURNAMENT_END_MSG.jpg,"{""social"":""A2U_BETA"",""type"":""271016""}",24h left to rank up. Don’t miss your promotion.,24h left to rank up. Don’t miss your promotion.,تبقى 24 ساعة للترقية. لا تفوت الفرصة.,تبقى 24 ساعة للترقية.,Quedan 24h para subir de rango. No lo pierdas.,Quedan 24h para subir de rango. No lo pierdas.,Faltam 24h para subir de liga. Nao perca.,Faltam 24h para subir de liga. Nao perca.,24 jam tersisa untuk naik peringkat. Jangan lewatkan.,24 jam tersisa untuk naik peringkat. Jangan lewatkan.,Осталось 24 ч. для повышения. Не упусти шанс.,Осталось 24 ч. для повышения. Не упусти шанс.,Plus que 24h pour monter. Ne rate pas ta chance.,Plus que 24h pour monter. Ne rate pas ta chance.,เหลือเวลา 24 ชม. อย่าพลาดการเลื่อนขั้น.,เหลือเวลา 24 ชม. อย่าพลาดการเลื่อนขั้น.
