 ,,,,,
적용,확정,Event,기록시점,Data 요약,Sample Data
FALSE,TRUE,5951_BTN_CONTINUE_USING_AD_SKIP_TICKET,이어하기 화면에서 광고 스킵 티켓 사용하여  PLAY 버튼 터치 시,,
,,6xxx 씬 전환 (실제 기술적인 씬이 아님),,,
FALSE,TRUE,6000_FRIEND_COUNT,게임 친구 수 확인이 완료되었을 때 (세션당 1회 전송),보유 친구 수,"{""friend_count"":""1""}"
FALSE,TRUE,6005_BANNER_AD_LOAD_ABLE,배너 광고 시도 가능한지,"가능,불가능 여부","{""status"":""true""}"
FALSE,TRUE,6006_BANNER_AD_LOAD_SUCCESS,배너 광고 로드(노출) 성공,직전 배너 광고가 노출된 후 시간(초),"{""interval"":""30""}"
FALSE,TRUE,6007_BANNER_AD_LOAD_FAIL,배너 광고 로드(노출) 실패,"error_code , error_message, 직전 배너 광고가 노출된 후 시간(초)","{""error_code"":""code"",""error_message"":""message"", ""interval"":""30""}"
FALSE,TRUE,6010_USER_AD_SKIP_TICKET,유저 보유 광고 스킵 티켓 수량 확인 완료되었을 때 (세션당 1회 전송),보유 광고 스킵 티켓 수,"{""ad_skip_ticket_total"":""1000""}"
FALSE,TRUE,6040_SETTING_LANGUAGE,언어 설정값이 확인되었을 때 (세션당 1회 전송),"실제 지정 언어, 브라우저 언어","{""setting_language"":""en"",""browser_language"":""kr""}"
FALSE,TRUE,6050_SESSION_TIME,세션 시작 후 5초마다 체크,세션 시작 후 누적 시간,"{""session_time"":""30""}"
FALSE,TRUE,6100_RV_SKIP_TICKET_USE_TRY,rv 스킵 티켓 사용 시도 시 ,사용 위치,"{""type"":""사용위치""}"
FALSE,TRUE,6110_RV_SKIP_TRICKET_USE_SUCCESS,rv 스킵 티켓 사용 성공 시,사용 위치,"{""type"":""사용위치""}"
FALSE,TRUE,6120_RV_SKIP_TRICKET_USE_FAIL,rv 스킵 티켓 사용 실패 시,"사용 위치, error_code , error_message","{""type"":""사용위치"",""error_code"":""code"",""error_message"":""message""}"
,,7xxx 각종 버튼 이벤트 (위쪽에서 중복되지 않는 버튼 이벤트),,,
FALSE,TRUE,7000_BTN_PROFILE,프로필 버튼 터치 시,,
FALSE,TRUE,7010_BTN_AD_SKIP_TICKET,광고 스킵 티켓 UI 터치 시,위치,"{""position"":""undo""}"
FALSE,FALSE,7015_BTN_GOLD_INVENTORY,상단 골드 UI 터치 시,위치,"{""position"":""undo""}"
FALSE,TRUE,7020_BTN_INBOX,우편함 버튼 터치 시,위치,"{""position"":""lobby""}"
FALSE,TRUE,7030_BTN_SETTING,설정 버튼 터치 시 (플레이씬의 설정 버튼 제외),위치,"{""position"":""lobby""}"
FALSE,TRUE,7040_BTN_SETTING_LANGUAGE,설정 팝업에서의 Language 버튼 터치 시 (모든 설정 팝업),위치,"{""position"":""lobby""}"
FALSE,TRUE,7050_BTN_SETTING_PRIVACY_POLICY,설정 팝업에서의 Privacy Policy 버튼 터치 시,위치,"{""position"":""lobby""}"
FALSE,TRUE,7060_BTN_DAILY_TASK,로비 데일리 테스크 버튼 터치 시,위치,"{""position"":""lobby""}"
FALSE,TRUE,7070_BTN_MORE_GAMES,게임 모드 버튼 터치 시,위치,"{""position"":""lobby""}"
FALSE,TRUE,7080_BTN_EVENT_SCORE_MILESTONE,- score_milestone (90001) 이벤트 아이콘 터치 시,위치,"{""position"":""lobby""}"
FALSE,TRUE,7090_BTN_EVENT_COLOR_MILESTONE,- color_milestone (90002) 이벤트 아이콘 터치 시,위치,"{""position"":""lobby""}"
FALSE,TRUE,7100_BTN_EVENT_COMBO_LEADERBOARD,- combo_leaderboard (90003) 이벤트 아이콘 터치 시,위치,"{""position"":""lobby""}"
FALSE,TRUE,7110_BTN_LEADERBOARD,리더보드 버튼 터치 시,위치,"{""position"":""lobby""}"
FALSE,TRUE,7120_BTN_RESULT_HOME,결과 화면의 홈버튼 터치 시,위치,"{""position"":""lobby""}"
FALSE,FALSE,7130_BTN_IN_GAME_ITEM_UNDO,인게임의 undo 아이템 버튼 터치 시,,
FALSE,FALSE,7140_BTN_IN_GAME_ITEM_REDEAL,인게임의 redeal 아이템 버튼 터치 시,,
FALSE,FALSE,7150_BTN_IN_GAME_ITEM_BOMB,인게임의 bomb 아이템 버튼 터치 시,,
FALSE,FALSE,7160_BTN_TOURNAMENT,토너먼트 버튼 터치 시,위치,"{""position"":""lobby""}"
FALSE,FALSE,7170_BTN_CROSS_PROMOTION_MISSION,,,
,,8xxx 기타 이벤트 (팝업 오픈 / 클로징 등),,,
FALSE,TRUE,8000_PROFILE_POPUP,프로필 팝업 노출 시,,
FALSE,TRUE,8001_BTN_PROFILE_PLAY,프로필 팝업의 플레이 버튼 터치 시,,
FALSE,TRUE,8002_BTN_PROFILE_CLOSE,프로필 팝업의 닫기 버튼 터치 시,,
FALSE,TRUE,8010_INBOX_POPUP,우편함 팝업 노출 시,,
FALSE,TRUE,8011_BTN_INBOX_INVITE,우편함에서 친구 초대 버튼 터치 시,,
FALSE,TRUE,8012_BTN_INBOX_FRIEND_JOIN_CLAIM,우편함에서 친구 가입 보상 받기 버튼 터치 시,,
FALSE,TRUE,8013_BTN_INBOX_EVENT_CLAIM,우편함에서 이벤트 정산 보상 받기 버튼 터치 시,,
FALSE,TRUE,8014_BTN_INBOX_CLAIM_ALL,우편함 모두 받기 버튼 터치 시,,
FALSE,TRUE,8015_BTN_INBOX_CLOSE,우편함 닫기 버튼 터치 시,,
FALSE,TRUE,8020_SETTING_POPUP,설정 팝업 노출 시 (모든 설정 팝업),위치,"{""position"":""lobby""}"
FALSE,TRUE,8021_BTN_SETTING_MUSIC,설정 팝업에서의 Music 버튼 터치 시 (모든 설정 팝업),"위치, 적용 후 예상 상태","{""position"":""lobby"",""status"":""on}"
FALSE,TRUE,8022_BTN_SETTING_SOUND,설정 팝업에서의 Sound Effects 버튼 터치 시 (모든 설정 팝업),"위치, 적용 후 예상 상태","{""position"":""lobby"",""status"":""on}"
FALSE,TRUE,8023_BTN_SETTING_VIBRATION,설정 팝업에서의 Vibration 버튼 터치 시 (모든 설정 팝업),"위치, 적용 후 예상 상태","{""position"":""lobby"",""status"":""on}"
FALSE,TRUE,8024_BTN_SETTING_USER_ID_COPY,설정 팝업에서의 유저 아이디 복사 버튼 터치 시,위치,"{""position"":""lobby""}"
FALSE,TRUE,8025_BTN_SETTING_CLOSE,설정 팝업 닫기 버튼 터치 시 (모든 설정 팝업),위치,"{""position"":""lobby""}"
FALSE,TRUE,8030_LANGUAGE_POPUP,Language 팝업 노출 시,,
FALSE,TRUE,8031_BTN_LANGUAGE_OK,Language 팝업에서 OK 버튼 터치 시,"위치, 지정 언어","{""position"":""lobby"", ""setting_language"":""en""}"
FALSE,TRUE,8032_BTN_LANGUAGE_CLOSE,Language 팝업에서 닫기 버튼 터치 시,위치,"{""position"":""lobby""}"
FALSE,TRUE,8040_PRIVACY_POLICY_POPUP,Privacy Polic 팝업 노출 시,,
FALSE,TRUE,8041_BTN_PRIVACY_POLICY_CLOSE,Privacy Policy 팝업 닫기 버튼 터치 시,위치,"{""position"":""lobby""}"
FALSE,TRUE,8050_DAILY_WHEEL_POPUP,데일리휠 팝업 노출 시,진행 회차(1/2/3),"{""count"":""1""}"
FALSE,TRUE,8051_DAILY_WHEEL_SPIN_SUCCESS,데일리휠 팝업에서 재화 획득 성공 시,진행 회차(1/2/3),"{""count"":""1""}"
FALSE,TRUE,8052_DAILY_WHEEL_SPIN_FAIL,데일리휠 팝업에서 재화 획득 실패 시,"진행 회차(1/2/3), error_code, error_message","{""count"":""3"",""error_code"":"""",""error_message"":""""}         "
FALSE,FALSE,8060_LUCKY_CHEST_TRY,럭키체스트 Claim 버튼 터치 시,"시드ID, 보상 종류, 보상 수량","{""difficulty_tier"":""00"",""seed"":""seedid"",""reward_type"":""ad_skip_ticket"",""reward_amount"":""1""}"
FALSE,FALSE,8061_LUCKY_CHEST_SUCCESS,럭키체스트 Claim 버튼 터치 후 획득 성공 시,"시드ID, 보상 종류, 보상 수량","{""difficulty_tier"":""00"",""seed"":""seedid"",""reward_type"":""ad_skip_ticket"",""reward_amount"":""1""}"
FALSE,FALSE,8062_LUCKY_CHEST_FAIL,럭키체스트 Claim 버튼 터치 후 획득 실패 시,"시드ID, error_code, error_message","{""difficulty_tier"":""00"",""seed"":""seedid"", ""error_code"":""code"", ""error_message"":""message""}"
FALSE,TRUE,8070_SPECIAL_DEAL_POPUP,스페셜딜 구매 팝업 노출 시,"누적 노출 횟수, 스페셜딜 타입","{""count"":""3"",""type"":""special_deal_1""}"
FALSE,TRUE,8071_SPECIAL_DEAL_POPUP_PURCHASE_TRY,스페셜딜 구매 팝업에서 구매 시도 시,스페셜딜 타입,"{""type"":""special_deal_1""}"
FALSE,TRUE,8072_SPECIAL_DEAL_POPUP_PURCHASE_SUCCESS,스페셜딜 구매 팝업에서 구매 성공 시,스페셜딜 타입,"{""type"":""special_deal_1""}"
FALSE,TRUE,8073_SPECIAL_DEAL_POPUP_PURCHASE_FAIL,스페셜딜 구매 팝업에서 구매 실패 시,"error_code, error_message, 스페셜딜 타입","{""error_code"":""code"",""error_message"":""message"",""type"":""special_deal_1""}"
FALSE,TRUE,8074_BTN_SPECIAL_DEAL_POPUP_CLOSE,스페셜딜 구매 팝업에서 x 버튼 터치 시,스페셜딜 타입,"{""type"":""special_deal_1""}"
FALSE,TRUE,8080_PROFILE_POPUP,내 프로필 화면 노출 시,,
FALSE,TRUE,8081_BTN_PROFILE_CLOSE,프로필 팝업 닫기 버튼 터치 시,,
FALSE,FALSE,8090_DAILY_STREAK_TRY,데일리 스트릭 Claim 시도 시,일차수(1/2/3/4/5/6/7),"{""count"":""1""}"
FALSE,FALSE,8091_DAILY_STREAK_SUCCESS,데일리 스트릭 Claim 성공 시,일차수(1/2/3/4/5/6/7),"{""count"":""1""}"
FALSE,FALSE,8092_DAILY_STREAK_FAIL,데일리 스트릭 Claim 실패 시,"일차수(1/2/3/4/5/6/7), error_code, error_message","{""count"":""3"",""error_code"":"""",""error_message"":""""}         "
FALSE,FALSE,8100_WELCOME_BONUS\_SUCCESS,웰컴보너스 Claim 버튼 터치 후 획득 성공 시,"시드ID, 보상 종류, 보상 수량","{""difficulty_tier"":""00"",""seed"":""seedid"",""reward_type"":""ad_skip_ticket"",""reward_amount"":""1""}"
FALSE,FALSE,8200_CROSS_PROMOTION_MISSION,크로스 프로모션 미션 팝업 열때,,
FALSE,FALSE,8201_CROSS_PROMOTION_MISSION_CLOSE,크로스 프로모션 미션 팝업 닫을때,,
FALSE,FALSE,8300_CROSS_PROMO_POPUP,,type: targetGame,
FALSE,FALSE,8301_BTN_CROSS_PROMO_PLAY,,"type: targetGame, error_code, error_message",
FALSE,FALSE,8302_CROSS_PROMO_PLAY_FAIL,,,
FALSE,FALSE,8303_BTN_CROSS_PROMO_CLOSE,,type: targetGame,
FALSE,TRUE,8900_RV_ERROR_BANNER_POPUP,광고 에러 띠팝업 노출 시,"error_code, error_message","{""error_code"":""code"",""error_message"":""message""}"
FALSE,TRUE,8910_TRY_AGAIN_ERROR_POPUP,다시 시도 에러 팝업 노출 시,"error_code, error_message","{""error_code"":""code"",""error_message"":""message""}"
FALSE,TRUE,8911_BTN_TRY_AGAIN_ERROR_OK,다시 시도 에러 팝업에서 OK 버튼 터치 시,,
FALSE,TRUE,8912_BTN_TRY_AGAIN_ERROR_CLOSE,다시 시도 에러 팝업에서 닫기 버튼 터치 시,,
FALSE,TRUE,8930_RESTART_ERROR_POPUP,재시작 에러 팝업 노출 시,"error_code, error_message","{""error_code"":""code"",""error_message"":""message""}"
FALSE,TRUE,8931_BTN_RESTART_ERROR_OK,재시작 에러 팝업에서 OK 버튼 터치 시,,
FALSE,TRUE,8932_BTN_RESTART_ERROR_CLOSE,재시작 에러 팝업에서 닫기 버튼 터치 시,,
,,9xxx 에러 로그,,,
FALSE,TRUE,9000_FB_API_ERROR,사용하는 모든 API 호출후 에러로 리턴 되었을때,"api, error_code, error_message","{""api"":""api_name"",'error_code"":""code"",""error_message"":""message""}"
FALSE,TRUE,9100_SERVER_ERROR,서버 에러 로그,"api, error_code, error_message","{""api"":""api_name"",""error_code"":""code"",""error_message"":""message""}"
FALSE,TRUE,9200_CLIENT_ERROR,클라 에러 로그,"error_code, error_message","{""error_code"":""code"",""error_message"":""message""}"
FALSE,TRUE,9300_CLIENT_LOG,클라에서 남길 로그,"code, message","{""code"":""code"",""message"":""message""}"
FALSE,FALSE,9990_PLAY_FIRST_TOUCH,NRU 대상 진입 후 최초 터치 (화면 어디든),,
,,11xxx Toss 로그,,,
FALSE,FALSE,11001_TOSS_INVITE_FRIEND_INFO,Toss > 우편함 > 초대하기 터치 시,,
FALSE,FALSE,11002_TOSS_CROSS_PROMOTION,Toss 크로스 프로모션 터치 시,game_name,"{""game_name""}"
FALSE,FALSE,11003_TOSS_LOGIN,Toss > 세팅 > 토스 로그인 터치 시,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
FALSE,FALSE,,,,
