id,is_a2u_enabled,is_bot_enabled,a2u_alt_title,a2u_alt_body,a2u_alt_image_id,a2u_alt_payload,element_ids,parent_message_id,countries,languages
solitaire-tripeaks:friend-joined:es:t9,TRUE,TRUE,,¡Nivel de amistad activado.,,,,,,"[""es""]"
solitaire-tripeaks:friend-joined:es:t10,TRUE,TRUE,,"¡Dos jugadores, doble diversión.",,,,,,"[""es""]"
solitaire-tripeaks:friend-joined:es:t11,TRUE,TRUE,,¡Tu amigo aceptó el reto.,,,,,,"[""es""]"
solitaire-tripeaks:friend-joined:es:t12,TRUE,TRUE,,¡Tu compañero de juego llegó.,,,,,,"[""es""]"
solitaire-tripeaks:friend-joined:es:t13,TRUE,TRUE,,¡Modo amigo vs amigo activado.,,,,,,"[""es""]"
solitaire-tripeaks:friend-joined:es:t14,TRUE,TRUE,,¡Jueguen juntos ya.,,,,,,"[""es""]"
solitaire-tripeaks:friend-joined:es:t15,TRUE,TRUE,,¡Tu amigo está listo.,,,,,,"[""es""]"
solitaire-tripeaks:friend-joined:es:t16,TRUE,TRUE,,¡Comienza el desafío en dúo.,,,,,,"[""es""]"
solitaire-tripeaks:friend-joined:es:t17,TRUE,TRUE,,¡Los amigos juegan mejor juntos.,,,,,,"[""es""]"
solitaire-tripeaks:friend-joined:es:t18,TRUE,TRUE,,¡Tu socio se unió a la mesa.,,,,,,"[""es""]"
solitaire-tripeaks:friend-joined:es:t19,TRUE,TRUE,,¡Forma equipo y domina.,,,,,,"[""es""]"
solitaire-tripeaks:friend-joined:es:t20,TRUE,TRUE,,¡Desafío de amigos desbloqueado.,,,,,,"[""es""]"
solitaire-tripeaks:daily:pt:t1,TRUE,TRUE,,Volte a jogar hoje.,,,,,,"[""pt""]"
solitaire-tripeaks:daily:pt:t2,TRUE,TRUE,,Suas cartas estão esperando.,,,,,,"[""pt""]"
solitaire-tripeaks:daily:pt:t3,TRUE,TRUE,,Pronto para o mapa de hoje.,,,,,,"[""pt""]"
solitaire-tripeaks:daily:pt:t4,TRUE,TRUE,,Veja sua sequência diária.,,,,,,"[""pt""]"
solitaire-tripeaks:daily:pt:t5,TRUE,TRUE,,Sentimos sua falta ontem.,,,,,,"[""pt""]"
solitaire-tripeaks:daily:pt:t6,TRUE,TRUE,,Hora de diversão com cartas.,,,,,,"[""pt""]"
solitaire-tripeaks:daily:pt:t7,TRUE,TRUE,,Suas recompensas diárias estão aqui.,,,,,,"[""pt""]"
solitaire-tripeaks:daily:pt:t8,TRUE,TRUE,,Vamos limpar as cartas.,,,,,,"[""pt""]"
solitaire-tripeaks:daily:pt:t9,TRUE,TRUE,,O mapa de hoje está pronto.,,,,,,"[""pt""]"
solitaire-tripeaks:daily:pt:t10,TRUE,TRUE,,Não perca o bônus de hoje.,,,,,,"[""pt""]"
solitaire-tripeaks:daily:pt:t11,TRUE,TRUE,,Sua vez de brilhar.,,,,,,"[""pt""]"
solitaire-tripeaks:daily:pt:t12,TRUE,TRUE,,"Novo mapa, nova diversão.",,,,,,"[""pt""]"
solitaire-tripeaks:daily:pt:t13,TRUE,TRUE,,Desafio diário liberado.,,,,,,"[""pt""]"
solitaire-tripeaks:daily:pt:t14,TRUE,TRUE,,Venha jogar com a gente.,,,,,,"[""pt""]"
solitaire-tripeaks:daily:pt:t15,TRUE,TRUE,,Seu nível de hoje te espera.,,,,,,"[""pt""]"
solitaire-tripeaks:daily:pt:t16,TRUE,TRUE,,A festa das cartas começou.,,,,,,"[""pt""]"
solitaire-tripeaks:daily:pt:t17,TRUE,TRUE,,Sua dose diária de diversão.,,,,,,"[""pt""]"
solitaire-tripeaks:daily:pt:t18,TRUE,TRUE,,Pronto para subir de nível.,,,,,,"[""pt""]"
solitaire-tripeaks:daily:pt:t19,TRUE,TRUE,,"Dia novo, cartas novas.",,,,,,"[""pt""]"
solitaire-tripeaks:daily:pt:t20,TRUE,TRUE,,Vamos fazer um dia épico.,,,,,,"[""pt""]"
solitaire-tripeaks:new-map:pt:t1,TRUE,TRUE,,Um novo mapa está esperando.,,,,,,"[""pt""]"
solitaire-tripeaks:new-map:pt:t2,TRUE,TRUE,,Novas cartas foram distribuídas.,,,,,,"[""pt""]"
solitaire-tripeaks:new-map:pt:t3,TRUE,TRUE,,Novo mapa desbloqueado - jogue agora.,,,,,,"[""pt""]"
solitaire-tripeaks:new-map:pt:t4,TRUE,TRUE,,Explore o novo mapa hoje.,,,,,,"[""pt""]"
solitaire-tripeaks:new-map:pt:t5,TRUE,TRUE,,Uma nova aventura aguarda.,,,,,,"[""pt""]"
solitaire-tripeaks:new-map:pt:t6,TRUE,TRUE,,Alerta de novo mapa.,,,,,,"[""pt""]"
solitaire-tripeaks:new-map:pt:t7,TRUE,TRUE,,Seu próximo mapa está pronto.,,,,,,"[""pt""]"
solitaire-tripeaks:new-map:pt:t8,TRUE,TRUE,,Algo novo para descobrir.,,,,,,"[""pt""]"
solitaire-tripeaks:new-map:pt:t9,TRUE,TRUE,,Novo nível acabou de chegar.,,,,,,"[""pt""]"
solitaire-tripeaks:new-map:pt:t10,TRUE,TRUE,,Pronto para um novo desafio.,,,,,,"[""pt""]"
solitaire-tripeaks:new-map:pt:t11,TRUE,TRUE,,Um novo mapa incrível está aqui.,,,,,,"[""pt""]"
solitaire-tripeaks:new-map:pt:t12,TRUE,TRUE,,"Cartas novas, nova aventura.",,,,,,"[""pt""]"
solitaire-tripeaks:new-map:pt:t13,TRUE,TRUE,,Novo mapa recém desbloqueado.,,,,,,"[""pt""]"
solitaire-tripeaks:new-map:pt:t14,TRUE,TRUE,,Sua próxima jornada começa.,,,,,,"[""pt""]"
solitaire-tripeaks:new-map:pt:t15,TRUE,TRUE,,Novo mapa disponível agora.,,,,,,"[""pt""]"
solitaire-tripeaks:new-map:pt:t16,TRUE,TRUE,,Um novo mapa aguarda você.,,,,,,"[""pt""]"
solitaire-tripeaks:new-map:pt:t17,TRUE,TRUE,,Suba de nível com este novo mapa.,,,,,,"[""pt""]"
solitaire-tripeaks:new-map:pt:t18,TRUE,TRUE,,Novo destino desbloqueado.,,,,,,"[""pt""]"
solitaire-tripeaks:new-map:pt:t19,TRUE,TRUE,,"Novo mapa, novas possibilidades.",,,,,,"[""pt""]"
solitaire-tripeaks:new-map:pt:t20,TRUE,TRUE,,Comece seu novo mapa agora.,,,,,,"[""pt""]"
solitaire-tripeaks:idle-gold:pt:t1,TRUE,TRUE,,Seu ouro está pronto. Venha pegar.,,,,,,"[""pt""]"
solitaire-tripeaks:idle-gold:pt:t2,TRUE,TRUE,,Ouro ocioso esperando - volte ao jogo.,,,,,,"[""pt""]"
solitaire-tripeaks:idle-gold:pt:t3,TRUE,TRUE,,Seu estoque de ouro está cheio. Pegue.,,,,,,"[""pt""]"
solitaire-tripeaks:idle-gold:pt:t4,TRUE,TRUE,,Hora de jogar. Seu ouro está pronto.,,,,,,"[""pt""]"
solitaire-tripeaks:idle-gold:pt:t5,TRUE,TRUE,,Volte. O ouro está se acumulando.,,,,,,"[""pt""]"
solitaire-tripeaks:idle-gold:pt:t6,TRUE,TRUE,,Seu ouro está transbordando. Pegue agora.,,,,,,"[""pt""]"
solitaire-tripeaks:idle-gold:pt:t7,TRUE,TRUE,,Alerta de ouro. Venha coletar seu estoque.,,,,,,"[""pt""]"
solitaire-tripeaks:idle-gold:pt:t8,TRUE,TRUE,,Volte e colete seu ouro.,,,,,,"[""pt""]"
solitaire-tripeaks:idle-gold:pt:t9,TRUE,TRUE,,Sua recompensa está pronta. Volte e jogue.,,,,,,"[""pt""]"
solitaire-tripeaks:idle-gold:pt:t10,TRUE,TRUE,,Ouro desbloqueado. Veja quanto você tem.,,,,,,"[""pt""]"
solitaire-tripeaks:idle-gold:pt:t11,TRUE,TRUE,,Volte para sua recompensa dourada.,,,,,,"[""pt""]"
solitaire-tripeaks:idle-gold:pt:t12,TRUE,TRUE,,Seu ouro não vai esperar. Entre rápido.,,,,,,"[""pt""]"
solitaire-tripeaks:idle-gold:pt:t13,TRUE,TRUE,,Algo dourado está esperando. Venha jogar.,,,,,,"[""pt""]"
solitaire-tripeaks:idle-gold:pt:t14,TRUE,TRUE,,Pegue seu ouro antes que pare.,,,,,,"[""pt""]"
solitaire-tripeaks:idle-gold:pt:t15,TRUE,TRUE,,Ouro pronto. Volte agora.,,,,,,"[""pt""]"
solitaire-tripeaks:idle-gold:pt:t16,TRUE,TRUE,,Seu estoque de ouro transborda. Venha jogar.,,,,,,"[""pt""]"
solitaire-tripeaks:idle-gold:pt:t17,TRUE,TRUE,,Entre. Seu ouro precisa ser coletado.,,,,,,"[""pt""]"
solitaire-tripeaks:idle-gold:pt:t18,TRUE,TRUE,,Volte. Seu ouro está esperando.,,,,,,"[""pt""]"
solitaire-tripeaks:idle-gold:pt:t19,TRUE,TRUE,,Hora do ouro. Pule no jogo.,,,,,,"[""pt""]"
solitaire-tripeaks:idle-gold:pt:t20,TRUE,TRUE,,Sua recompensa dourada está aqui. Venha jogar.,,,,,,"[""pt""]"
solitaire-tripeaks:friend-joined:pt:t1,TRUE,TRUE,,Seu amigo acabou de entrar.,,,,,,"[""pt""]"
solitaire-tripeaks:friend-joined:pt:t2,TRUE,TRUE,,Hora de jogar juntos.,,,,,,"[""pt""]"
solitaire-tripeaks:friend-joined:pt:t3,TRUE,TRUE,,Desafie seu amigo agora.,,,,,,"[""pt""]"
solitaire-tripeaks:friend-joined:pt:t4,TRUE,TRUE,,Seu parceiro está na mesa.,,,,,,"[""pt""]"
solitaire-tripeaks:friend-joined:pt:t5,TRUE,TRUE,,Diversão em dobro te espera.,,,,,,"[""pt""]"
solitaire-tripeaks:friend-joined:pt:t6,TRUE,TRUE,,Modo amigo liberado.,,,,,,"[""pt""]"
solitaire-tripeaks:friend-joined:pt:t7,TRUE,TRUE,,Vamos jogar em equipe.,,,,,,"[""pt""]"
solitaire-tripeaks:friend-joined:pt:t8,TRUE,TRUE,,Seu amigo quer jogar.,,,,,,"[""pt""]"
solitaire-tripeaks:friend-joined:pt:t9,TRUE,TRUE,,Nível de amizade ativado.,,,,,,"[""pt""]"
solitaire-tripeaks:friend-joined:pt:t10,TRUE,TRUE,,"Dois jogadores, diversão em dobro.",,,,,,"[""pt""]"
solitaire-tripeaks:friend-joined:pt:t11,TRUE,TRUE,,Desafio aceito pelo amigo.,,,,,,"[""pt""]"
solitaire-tripeaks:friend-joined:pt:t12,TRUE,TRUE,,Seu parceiro de jogo chegou.,,,,,,"[""pt""]"
solitaire-tripeaks:friend-joined:pt:t13,TRUE,TRUE,,Modo amigo vs amigo ativo.,,,,,,"[""pt""]"
solitaire-tripeaks:friend-joined:pt:t14,TRUE,TRUE,,Joguem juntos agora.,,,,,,"[""pt""]"
solitaire-tripeaks:friend-joined:pt:t15,TRUE,TRUE,,Seu amigo está pronto.,,,,,,"[""pt""]"
solitaire-tripeaks:friend-joined:pt:t16,TRUE,TRUE,,Começa o desafio em dupla.,,,,,,"[""pt""]"
solitaire-tripeaks:friend-joined:pt:t17,TRUE,TRUE,,Amigos jogam melhor juntos.,,,,,,"[""pt""]"
solitaire-tripeaks:friend-joined:pt:t18,TRUE,TRUE,,Seu parceiro se juntou à mesa.,,,,,,"[""pt""]"
solitaire-tripeaks:friend-joined:pt:t19,TRUE,TRUE,,Formem time e dominem.,,,,,,"[""pt""]"
solitaire-tripeaks:friend-joined:pt:t20,TRUE,TRUE,,Desafio de amigo liberado.,,,,,,"[""pt""]"
solitaire-tripeaks:daily:id:t1,TRUE,TRUE,,Ayo main lagi hari ini.,,,,,,"[""id""]"
solitaire-tripeaks:daily:id:t2,TRUE,TRUE,,Kartumu sedang menunggu.,,,,,,"[""id""]"
solitaire-tripeaks:daily:id:t3,TRUE,TRUE,,Siap tantangan peta hari ini.,,,,,,"[""id""]"
solitaire-tripeaks:daily:id:t4,TRUE,TRUE,,Cek streak harianmu.,,,,,,"[""id""]"
solitaire-tripeaks:daily:id:t5,TRUE,TRUE,,Kami kangen kemarin.,,,,,,"[""id""]"
solitaire-tripeaks:daily:id:t6,TRUE,TRUE,,Saatnya bersenang-senang dengan kartu.,,,,,,"[""id""]"
solitaire-tripeaks:daily:id:t7,TRUE,TRUE,,Hadiah harianmu menunggu.,,,,,,"[""id""]"
solitaire-tripeaks:daily:id:t8,TRUE,TRUE,,Bersihkan kartunya.,,,,,,"[""id""]"
solitaire-tripeaks:daily:id:t9,TRUE,TRUE,,Peta hari ini siap.,,,,,,"[""id""]"
solitaire-tripeaks:daily:id:t10,TRUE,TRUE,,Jangan lewatkan bonus hari ini.,,,,,,"[""id""]"
solitaire-tripeaks:daily:id:t11,TRUE,TRUE,,Saatnya kamu bersinar.,,,,,,"[""id""]"
solitaire-tripeaks:daily:id:t12,TRUE,TRUE,,"Peta baru, seru baru.",,,,,,"[""id""]"
solitaire-tripeaks:daily:id:t13,TRUE,TRUE,,Tantangan harian terbuka.,,,,,,"[""id""]"
solitaire-tripeaks:daily:id:t14,TRUE,TRUE,,Ayo main bareng.,,,,,,"[""id""]"
solitaire-tripeaks:daily:id:t15,TRUE,TRUE,,Level hari ini menantimu.,,,,,,"[""id""]"
solitaire-tripeaks:daily:id:t16,TRUE,TRUE,,Pesta kartu dimulai.,,,,,,"[""id""]"
solitaire-tripeaks:daily:id:t17,TRUE,TRUE,,Dosis serumu hari ini.,,,,,,"[""id""]"
solitaire-tripeaks:daily:id:t18,TRUE,TRUE,,Siap naik level.,,,,,,"[""id""]"
solitaire-tripeaks:daily:id:t19,TRUE,TRUE,,"Hari baru, kartu baru.",,,,,,"[""id""]"
solitaire-tripeaks:daily:id:t20,TRUE,TRUE,,Bikin hari ini luar biasa.,,,,,,"[""id""]"
solitaire-tripeaks:new-map:id:t1,TRUE,TRUE,,Peta baru menunggumu.,,,,,,"[""id""]"
solitaire-tripeaks:new-map:id:t2,TRUE,TRUE,,Kartu baru sudah dibagikan.,,,,,,"[""id""]"
solitaire-tripeaks:new-map:id:t3,TRUE,TRUE,,Peta baru terbuka - main sekarang.,,,,,,"[""id""]"
solitaire-tripeaks:new-map:id:t4,TRUE,TRUE,,Jelajahi peta baru hari ini.,,,,,,"[""id""]"
solitaire-tripeaks:new-map:id:t5,TRUE,TRUE,,Petualangan baru menanti.,,,,,,"[""id""]"
solitaire-tripeaks:new-map:id:t6,TRUE,TRUE,,Pemberitahuan peta baru.,,,,,,"[""id""]"
solitaire-tripeaks:new-map:id:t7,TRUE,TRUE,,Peta selanjutnya sudah siap.,,,,,,"[""id""]"
solitaire-tripeaks:new-map:id:t8,TRUE,TRUE,,Ada yang baru untuk ditemukan.,,,,,,"[""id""]"
solitaire-tripeaks:new-map:id:t9,TRUE,TRUE,,Level baru baru saja hadir.,,,,,,"[""id""]"
solitaire-tripeaks:new-map:id:t10,TRUE,TRUE,,Siap tantangan baru.,,,,,,"[""id""]"
solitaire-tripeaks:new-map:id:t11,TRUE,TRUE,,Ada peta baru yang menakjubkan.,,,,,,"[""id""]"
solitaire-tripeaks:new-map:id:t12,TRUE,TRUE,,"Kartu baru, petualangan baru.",,,,,,"[""id""]"
solitaire-tripeaks:new-map:id:t13,TRUE,TRUE,,Peta baru baru saja terbuka.,,,,,,"[""id""]"
solitaire-tripeaks:new-map:id:t14,TRUE,TRUE,,Perjalanan berikutnya dimulai.,,,,,,"[""id""]"
solitaire-tripeaks:new-map:id:t15,TRUE,TRUE,,Peta baru tersedia sekarang.,,,,,,"[""id""]"
solitaire-tripeaks:new-map:id:t16,TRUE,TRUE,,Peta baru menunggumu.,,,,,,"[""id""]"
solitaire-tripeaks:new-map:id:t17,TRUE,TRUE,,Naik level dengan peta baru ini.,,,,,,"[""id""]"
solitaire-tripeaks:new-map:id:t18,TRUE,TRUE,,Tujuan baru terbuka.,,,,,,"[""id""]"
solitaire-tripeaks:new-map:id:t19,TRUE,TRUE,,"Peta baru, kemungkinan baru.",,,,,,"[""id""]"
solitaire-tripeaks:new-map:id:t20,TRUE,TRUE,,Mulai peta barumu sekarang.,,,,,,"[""id""]"
solitaire-tripeaks:idle-gold:id:t1,TRUE,TRUE,,Emasmu sudah siap. Ayo ambil.,,,,,,"[""id""]"
solitaire-tripeaks:idle-gold:id:t2,TRUE,TRUE,,Emas idle menunggu - kembali ke game.,,,,,,"[""id""]"
solitaire-tripeaks:idle-gold:id:t3,TRUE,TRUE,,Stok emasmu penuh. Ambil sekarang.,,,,,,"[""id""]"
solitaire-tripeaks:idle-gold:id:t4,TRUE,TRUE,,Waktunya bermain. Emasmu siap.,,,,,,"[""id""]"
solitaire-tripeaks:idle-gold:id:t5,TRUE,TRUE,,Kembalilah. Emas terus bertambah.,,,,,,"[""id""]"
solitaire-tripeaks:idle-gold:id:t6,TRUE,TRUE,,Emasmu meluap. Ambil sekarang.,,,,,,"[""id""]"
solitaire-tripeaks:idle-gold:id:t7,TRUE,TRUE,,Pemberitahuan emas. Ayo kumpulkan stokmu.,,,,,,"[""id""]"
solitaire-tripeaks:idle-gold:id:t8,TRUE,TRUE,,Kembali dan kumpulkan emasmu.,,,,,,"[""id""]"
solitaire-tripeaks:idle-gold:id:t9,TRUE,TRUE,,Hadiahmu sudah siap. Kembali dan main.,,,,,,"[""id""]"
solitaire-tripeaks:idle-gold:id:t10,TRUE,TRUE,,Emas terbuka. Lihat berapa banyak.,,,,,,"[""id""]"
solitaire-tripeaks:idle-gold:id:t11,TRUE,TRUE,,Kembali untuk hadiah emasmu.,,,,,,"[""id""]"
solitaire-tripeaks:idle-gold:id:t12,TRUE,TRUE,,Emasmu tak akan menunggu. Masuk cepat.,,,,,,"[""id""]"
solitaire-tripeaks:idle-gold:id:t13,TRUE,TRUE,,Sesuatu yang berkilau menanti. Ayo main.,,,,,,"[""id""]"
solitaire-tripeaks:idle-gold:id:t14,TRUE,TRUE,,Ambil emasmu sebelum berhenti.,,,,,,"[""id""]"
solitaire-tripeaks:idle-gold:id:t15,TRUE,TRUE,,Emas siap. Kembali sekarang.,,,,,,"[""id""]"
solitaire-tripeaks:idle-gold:id:t16,TRUE,TRUE,,Stok emasmu meluap. Ayo main.,,,,,,"[""id""]"
solitaire-tripeaks:idle-gold:id:t17,TRUE,TRUE,,Masuk. Emasmu perlu dikumpulkan.,,,,,,"[""id""]"
solitaire-tripeaks:idle-gold:id:t18,TRUE,TRUE,,Kembalilah. Emasmu menunggu.,,,,,,"[""id""]"
solitaire-tripeaks:idle-gold:id:t19,TRUE,TRUE,,Waktu emas. Lompat ke game.,,,,,,"[""id""]"
solitaire-tripeaks:idle-gold:id:t20,TRUE,TRUE,,Hadiah emasmu ada di sini. Ayo main.,,,,,,"[""id""]"
solitaire-tripeaks:friend-joined:id:t1,TRUE,TRUE,,Temanmu baru saja bergabung.,,,,,,"[""id""]"
solitaire-tripeaks:friend-joined:id:t2,TRUE,TRUE,,Saatnya main bareng.,,,,,,"[""id""]"
solitaire-tripeaks:friend-joined:id:t3,TRUE,TRUE,,Tantang temanmu sekarang.,,,,,,"[""id""]"
solitaire-tripeaks:friend-joined:id:t4,TRUE,TRUE,,Temanmu sudah di meja.,,,,,,"[""id""]"
solitaire-tripeaks:friend-joined:id:t5,TRUE,TRUE,,Keseruan dobel menanti.,,,,,,"[""id""]"
solitaire-tripeaks:friend-joined:id:t6,TRUE,TRUE,,Mode teman terbuka.,,,,,,"[""id""]"
solitaire-tripeaks:friend-joined:id:t7,TRUE,TRUE,,Ayo main tim.,,,,,,"[""id""]"
solitaire-tripeaks:friend-joined:id:t8,TRUE,TRUE,,Temanmu mau main.,,,,,,"[""id""]"
solitaire-tripeaks:friend-joined:id:t9,TRUE,TRUE,,Level persahabatan aktif.,,,,,,"[""id""]"
solitaire-tripeaks:friend-joined:id:t10,TRUE,TRUE,,"Dua pemain, dua kali seru.",,,,,,"[""id""]"
solitaire-tripeaks:friend-joined:id:t11,TRUE,TRUE,,Temanmu menerima tantangan.,,,,,,"[""id""]"
solitaire-tripeaks:friend-joined:id:t12,TRUE,TRUE,,Teman mainmu sudah datang.,,,,,,"[""id""]"
solitaire-tripeaks:friend-joined:id:t13,TRUE,TRUE,,Mode teman lawan aktif.,,,,,,"[""id""]"
solitaire-tripeaks:friend-joined:id:t14,TRUE,TRUE,,Main bareng sekarang.,,,,,,"[""id""]"
solitaire-tripeaks:friend-joined:id:t15,TRUE,TRUE,,Temanmu sudah siap.,,,,,,"[""id""]"
solitaire-tripeaks:friend-joined:id:t16,TRUE,TRUE,,Tantangan duo dimulai.,,,,,,"[""id""]"
solitaire-tripeaks:friend-joined:id:t17,TRUE,TRUE,,Teman main lebih seru bareng.,,,,,,"[""id""]"
solitaire-tripeaks:friend-joined:id:t18,TRUE,TRUE,,Partnermu sudah di meja.,,,,,,"[""id""]"
solitaire-tripeaks:friend-joined:id:t19,TRUE,TRUE,,Gabung tim dan kuasai.,,,,,,"[""id""]"
solitaire-tripeaks:friend-joined:id:t20,TRUE,TRUE,,Tantangan teman terbuka.,,,,,,"[""id""]"
solitaire-tripeaks:daily:ru:t1,TRUE,TRUE,,Вернись и играй сегодня.,,,,,,"[""ru""]"
solitaire-tripeaks:daily:ru:t2,TRUE,TRUE,,Твои карты ждут.,,,,,,"[""ru""]"
solitaire-tripeaks:daily:ru:t3,TRUE,TRUE,,Готов к карте дня.,,,,,,"[""ru""]"
solitaire-tripeaks:daily:ru:t4,TRUE,TRUE,,Проверь свою ежедневную серию.,,,,,,"[""ru""]"
solitaire-tripeaks:daily:ru:t5,TRUE,TRUE,,Мы скучали вчера.,,,,,,"[""ru""]"
solitaire-tripeaks:daily:ru:t6,TRUE,TRUE,,Время веселиться с картами.,,,,,,"[""ru""]"
solitaire-tripeaks:daily:ru:t7,TRUE,TRUE,,Твои ежедневные награды ждут.,,,,,,"[""ru""]"
solitaire-tripeaks:daily:ru:t8,TRUE,TRUE,,Давай расчистим карты.,,,,,,"[""ru""]"
solitaire-tripeaks:daily:ru:t9,TRUE,TRUE,,Карта дня готова.,,,,,,"[""ru""]"
solitaire-tripeaks:daily:ru:t10,TRUE,TRUE,,Не пропусти бонус дня.,,,,,,"[""ru""]"
solitaire-tripeaks:daily:ru:t11,TRUE,TRUE,,Твой звёздный час.,,,,,,"[""ru""]"
solitaire-tripeaks:daily:ru:t12,TRUE,TRUE,,Новая карта — новые эмоции.,,,,,,"[""ru""]"
solitaire-tripeaks:daily:ru:t13,TRUE,TRUE,,Ежедневный челлендж открыт.,,,,,,"[""ru""]"
solitaire-tripeaks:daily:ru:t14,TRUE,TRUE,,Играй с нами.,,,,,,"[""ru""]"
solitaire-tripeaks:daily:ru:t15,TRUE,TRUE,,Сегодняшний уровень ждёт.,,,,,,"[""ru""]"
solitaire-tripeaks:daily:ru:t16,TRUE,TRUE,,Вечеринка карт началась.,,,,,,"[""ru""]"
solitaire-tripeaks:daily:ru:t17,TRUE,TRUE,,Твоя порция веселья дня.,,,,,,"[""ru""]"
solitaire-tripeaks:daily:ru:t18,TRUE,TRUE,,Готов повысить уровень.,,,,,,"[""ru""]"
solitaire-tripeaks:daily:ru:t19,TRUE,TRUE,,Новый день — новые карты.,,,,,,"[""ru""]"
solitaire-tripeaks:daily:ru:t20,TRUE,TRUE,,Сделаем этот день крутым.,,,,,,"[""ru""]"
solitaire-tripeaks:new-map:ru:t1,TRUE,TRUE,,Новая карта ждёт тебя.,,,,,,"[""ru""]"
solitaire-tripeaks:new-map:ru:t2,TRUE,TRUE,,Свежие карты розданы.,,,,,,"[""ru""]"
solitaire-tripeaks:new-map:ru:t3,TRUE,TRUE,,Новая карта открыта - играй сейчас.,,,,,,"[""ru""]"
solitaire-tripeaks:new-map:ru:t4,TRUE,TRUE,,Исследуй новую карту сегодня.,,,,,,"[""ru""]"
solitaire-tripeaks:new-map:ru:t5,TRUE,TRUE,,Новое приключение ждёт.,,,,,,"[""ru""]"
solitaire-tripeaks:new-map:ru:t6,TRUE,TRUE,,Оповещение о новой карте.,,,,,,"[""ru""]"
solitaire-tripeaks:new-map:ru:t7,TRUE,TRUE,,Следующая карта готова.,,,,,,"[""ru""]"
solitaire-tripeaks:new-map:ru:t8,TRUE,TRUE,,Есть что-то новое для открытия.,,,,,,"[""ru""]"
solitaire-tripeaks:new-map:ru:t9,TRUE,TRUE,,Новый уровень только что появился.,,,,,,"[""ru""]"
solitaire-tripeaks:new-map:ru:t10,TRUE,TRUE,,Готов к новому вызову.,,,,,,"[""ru""]"
solitaire-tripeaks:new-map:ru:t11,TRUE,TRUE,,Потрясающая новая карта здесь.,,,,,,"[""ru""]"
solitaire-tripeaks:new-map:ru:t12,TRUE,TRUE,,Новые карты — новое приключение.,,,,,,"[""ru""]"
solitaire-tripeaks:new-map:ru:t13,TRUE,TRUE,,Новая карта только что открылась.,,,,,,"[""ru""]"
solitaire-tripeaks:new-map:ru:t14,TRUE,TRUE,,Следующее путешествие начинается.,,,,,,"[""ru""]"
solitaire-tripeaks:new-map:ru:t15,TRUE,TRUE,,Новая карта доступна сейчас.,,,,,,"[""ru""]"
solitaire-tripeaks:new-map:ru:t16,TRUE,TRUE,,Новая карта ждёт тебя.,,,,,,"[""ru""]"
solitaire-tripeaks:new-map:ru:t17,TRUE,TRUE,,Повышай уровень с новой картой.,,,,,,"[""ru""]"
solitaire-tripeaks:new-map:ru:t18,TRUE,TRUE,,Новый пункт назначения открыт.,,,,,,"[""ru""]"
solitaire-tripeaks:new-map:ru:t19,TRUE,TRUE,,Новая карта — новые возможности.,,,,,,"[""ru""]"
solitaire-tripeaks:new-map:ru:t20,TRUE,TRUE,,Начни свою новую карту сейчас.,,,,,,"[""ru""]"
solitaire-tripeaks:idle-gold:ru:t1,TRUE,TRUE,,Твоё золото готово. Забирай.,,,,,,"[""ru""]"
solitaire-tripeaks:idle-gold:ru:t2,TRUE,TRUE,,Золото простоя ждёт - возвращайся в игру.,,,,,,"[""ru""]"
solitaire-tripeaks:idle-gold:ru:t3,TRUE,TRUE,,Твой запас золота полон. Бери.,,,,,,"[""ru""]"
solitaire-tripeaks:idle-gold:ru:t4,TRUE,TRUE,,Время играть. Твоё золото готово.,,,,,,"[""ru""]"
solitaire-tripeaks:idle-gold:ru:t5,TRUE,TRUE,,Возвращайся. Золото копится.,,,,,,"[""ru""]"
solitaire-tripeaks:idle-gold:ru:t6,TRUE,TRUE,,Твоё золото переполнено. Забирай сейчас.,,,,,,"[""ru""]"
solitaire-tripeaks:idle-gold:ru:t7,TRUE,TRUE,,Оповещение о золоте. Забирай свой запас.,,,,,,"[""ru""]"
solitaire-tripeaks:idle-gold:ru:t8,TRUE,TRUE,,Возвращайся и собирай золото.,,,,,,"[""ru""]"
solitaire-tripeaks:idle-gold:ru:t9,TRUE,TRUE,,Твоя награда готова. Возвращайся и играй.,,,,,,"[""ru""]"
solitaire-tripeaks:idle-gold:ru:t10,TRUE,TRUE,,Золото открыто. Посмотри сколько.,,,,,,"[""ru""]"
solitaire-tripeaks:idle-gold:ru:t11,TRUE,TRUE,,Возвращайся за золотой наградой.,,,,,,"[""ru""]"
solitaire-tripeaks:idle-gold:ru:t12,TRUE,TRUE,,Твоё золото не будет ждать. Заходи быстрее.,,,,,,"[""ru""]"
solitaire-tripeaks:idle-gold:ru:t13,TRUE,TRUE,,Что-то золотое ждёт. Заходи играть.,,,,,,"[""ru""]"
solitaire-tripeaks:idle-gold:ru:t14,TRUE,TRUE,,Забирай золото пока не остановилось.,,,,,,"[""ru""]"
solitaire-tripeaks:idle-gold:ru:t15,TRUE,TRUE,,Золото готово. Возвращайся сейчас.,,,,,,"[""ru""]"
solitaire-tripeaks:idle-gold:ru:t16,TRUE,TRUE,,Твой запас золота переполнен. Заходи играть.,,,,,,"[""ru""]"
