적용,확정,Event,기록시점,Data 요약,Sample Data
FALSE,TRUE,5152_DAILY_TASK_REWARD_CLAIM_TRY,데일리 테스크 팝업에서 Claim 버튼 터치 시,"key number, 타입, 보상 종류, 보상 수량","{""task_key"":""70001"",""type"":""play_level"",""reward_type"":""gold"",""reward_amount"":""500""}"
FALSE,TRUE,5153_DAILY_TASK_REWARD_CLAIM_SUCCESS,데일리 테스크 보상 획득 성공 시,,
FALSE,TRUE,5154_DAILY_TASK_REWARD_CLAIM_FAIL,데일리 테스크 보상 획득 실패 시,"error_code, error_message","{""error_code"":""code"",""error_message"":""message""}"
FALSE,TRUE,5155_BTN_DAILY_TASK_CLOSE,데일리 테스크 닫기 버튼 터치 시,,
FALSE,TRUE,5156_DAILY_TASK_CHANGE_TRY,데일리 테스크 변경 시도 시 (RV 광고),"key number, 타입","{""task_key"":""70001"",""type"":""play_level""}"
FALSE,TRUE,5157_DAILY_TASK_CHANGE_SUCCESS,데일리 테스크 변경 성공 시,"key number, 이전 타입, 새 타입","{""task_key"":""70001"",""prev_type"":""play_level"",""new_type"":""win_level""}"
FALSE,TRUE,5158_DAILY_TASK_CHANGE_FAIL,데일리 테스크 변경 실패 시 (RV 실패),"key number, error_code, error_message","{""task_key"":""70001"",""error_code"":""code"",""error_message"":""message""}"
FALSE,TRUE,5200_LOBBY,로비 화면 노출 시,,
,,5xxx-1 이벤트 관련 (블랙카드/레드카드/위닝/클리어랭킹),,,
FALSE,TRUE,5400_EVENT_BLACK_CARD_MILESTONE,블랙 카드 마일스톤 이벤트 팝업 노출 시,"위치, 이벤트 ID, 달성도","{""position"":""lobby"",""event_id"":""90001"",""event_progress"":""5""}"
FALSE,TRUE,5401_EVENT_BLACK_CARD_MILESTONE_PLAY,블랙 카드 마일스톤 이벤트 팝업에서 PLAY 버튼 터치 시,,
FALSE,TRUE,5402_EVENT_BLACK_CARD_MILESTONE_CLOSE,블랙 카드 마일스톤 이벤트 팝업에서 닫기 버튼 터치 시,,
FALSE,TRUE,5403_EVENT_BLACK_CARD_MILESTONE_REWARD,블랙 카드 마일스톤 보상 자동 수령 시,"이벤트 ID, 스텝, 보상 종류, 보상 수량","{""event_id"":""90001"",""step"":""3"",""reward_type"":""gold"",""reward_amount"":""500""}"
FALSE,TRUE,5410_EVENT_RED_CARD_MILESTONE,레드 카드 마일스톤 이벤트 팝업 노출 시,"위치, 이벤트 ID, 달성도","{""position"":""lobby"",""event_id"":""90002"",""event_progress"":""3""}"
FALSE,TRUE,5411_EVENT_RED_CARD_MILESTONE_PLAY,레드 카드 마일스톤 이벤트 팝업에서 PLAY 버튼 터치 시,,
FALSE,TRUE,5412_EVENT_RED_CARD_MILESTONE_CLOSE,레드 카드 마일스톤 이벤트 팝업에서 닫기 버튼 터치 시,,
FALSE,TRUE,5413_EVENT_RED_CARD_MILESTONE_REWARD,레드 카드 마일스톤 보상 자동 수령 시,"이벤트 ID, 스텝, 보상 종류, 보상 수량","{""event_id"":""90002"",""step"":""5"",""reward_type"":""hammer"",""reward_amount"":""1""}"
FALSE,TRUE,5420_EVENT_WINNING_MILESTONE,위닝 마일스톤 이벤트 팝업 노출 시,"위치, 이벤트 ID, 달성도","{""position"":""lobby"",""event_id"":""90003"",""event_progress"":""7""}"
FALSE,TRUE,5421_EVENT_WINNING_MILESTONE_PLAY,위닝 마일스톤 이벤트 팝업에서 PLAY 버튼 터치 시,,
FALSE,TRUE,5422_EVENT_WINNING_MILESTONE_CLOSE,위닝 마일스톤 이벤트 팝업에서 닫기 버튼 터치 시,,
FALSE,TRUE,5423_EVENT_WINNING_MILESTONE_REWARD,위닝 마일스톤 보상 자동 수령 시,"이벤트 ID, 스텝, 보상 종류, 보상 수량","{""event_id"":""90003"",""step"":""10"",""reward_type"":""wild_card"",""reward_amount"":""1""}"
FALSE,TRUE,5430_EVENT_CLEAR_RANKING,클리어 랭킹 이벤트 팝업 노출 시,"위치, 이벤트 ID, 내 순위, 참여 인원","{""position"":""lobby"",""event_id"":""90004"",""my_rank"":""5"",""total_participants"":""100""}"
FALSE,TRUE,5431_EVENT_CLEAR_RANKING_PLAY,클리어 랭킹 이벤트 팝업에서 PLAY 버튼 터치 시,,
FALSE,TRUE,5432_EVENT_CLEAR_RANKING_CLOSE,클리어 랭킹 이벤트 팝업에서 닫기 버튼 터치 시,,
,,5xxx-1a 토너먼트,,,
FALSE,TRUE,5440_EVENT_TOURNAMENT_POPUP,토너먼트 팝업 노출 시,"토너먼트 ID, 상태, 내 순위","{""tournament_id"":""t_001"",""status"":""active"",""my_rank"":""5""}"
FALSE,TRUE,5441_EVENT_TOURNAMENT_JOIN,토너먼트 참가 버튼 터치 시,토너먼트 ID,"{""tournament_id"":""t_001""}"
FALSE,TRUE,5442_EVENT_TOURNAMENT_CREATE,토너먼트 생성 버튼 터치 시,토너먼트 ID,"{""tournament_id"":""t_001""}"
FALSE,TRUE,5443_EVENT_TOURNAMENT_CLOSE,토너먼트 팝업 닫기 버튼 터치 시,,
,,5xxx-2 리더보드,,,
FALSE,TRUE,5500_LEADERBOARD,리더보드 화면 노출 시,위치,"{""position"":""lobby""}"
FALSE,TRUE,5510_BTN_LEADERBOARD_FRIENDS_TAB,리더보드 화면 프렌즈 탭 터치 시,,
FALSE,TRUE,5511_BTN_LEADERBOARD_WORLD_TAB,리더보드 화면 월드 탭 터치 시,,
FALSE,TRUE,5512_BTN_LEADERBOARD_FRIENDS_WEEKLY_TAB,리더보드 화면 프렌즈 탭 > 위클리 터치 시,,
FALSE,TRUE,5513_BTN_LEADERBOARD_FRIENDS_ALLTIME_TAB,리더보드 화면 프렌즈 탭 > 올타임 터치 시,,
FALSE,TRUE,5514_BTN_LEADERBOARD_WORLD_WEEKLY_TAB,리더보드 화면 월드 탭 > 위클리 터치 시,,
FALSE,TRUE,5515_BTN_LEADERBOARD_WORLD_ALLTIME_TAB,리더보드 화면 월드 탭 > 올타임 터치 시,,
FALSE,TRUE,5520_BTN_LEADERBOARD_FRIENDS_INVITE,리더보드에서 친구 초대 버튼 터치 시,,
FALSE,TRUE,5521_LEADERBOARD_FRIEND_GIFT_TRY,리더보드에서 친구에게 선물 시도 시,"대상 친구 ID, 선물 종류","{""friend_id"":""uid"",""gift_type"":""gold""}"
FALSE,TRUE,5522_LEADERBOARD_FRIEND_GIFT_SUCCESS,리더보드에서 친구에게 선물 성공 시,"대상 친구 ID, 선물 종류","{""friend_id"":""uid"",""gift_type"":""gold""}"
FALSE,TRUE,5523_LEADERBOARD_FRIEND_GIFT_FAIL,리더보드에서 친구에게 선물 실패 시,"대상 친구 ID, error_code, error_message","{""friend_id"":""uid"",""error_code"":""code"",""error_message"":""message""}"
,,6xxx 세션 & 기타 지표,,,
FALSE,TRUE,6000_FRIEND_COUNT,게임 친구 수 확인이 완료되었을 때 (세션당 1회 전송),보유 친구 수,"{""friend_count"":""5""}"
FALSE,TRUE,6010_USER_GOLD_BALANCE,유저 보유 골드 수량 확인 완료되었을 때 (세션당 1회 전송),보유 골드,"{""gold_balance"":""8000""}"
FALSE,TRUE,6011_USER_TICKET_BALANCE,유저 보유 티켓 수량 확인 완료되었을 때 (세션당 1회 전송),보유 티켓,"{""ticket_balance"":""3""}"
FALSE,TRUE,6012_USER_HAMMER_BALANCE,유저 보유 해머 수량 확인 완료되었을 때 (세션당 1회 전송),보유 해머,"{""hammer_balance"":""12""}"
FALSE,TRUE,6020_USER_CURRENT_LEVEL,유저 현재 레벨 (세션당 1회 전송),현재 레벨,"{""level"":""8""}"
FALSE,TRUE,6030_USER_CITY_STATUS,유저 시티 데코 진행 상황 (세션당 1회 전송),"현재 도시, 진행도","{""current_city"":""NY"",""progress"":""3/10""}"
FALSE,TRUE,6040_SETTING_LANGUAGE,언어 설정값이 확인되었을 때 (세션당 1회 전송),"실제 지정 언어, 브라우저 언어","{""setting_language"":""en"",""browser_language"":""kr""}"
FALSE,TRUE,6050_SESSION_TIME,세션 시작 후 5초마다 체크,세션 시작 후 누적 시간,"{""session_time"":""30""}"
,,6xxx-1 아이들 골드 관련,,,
FALSE,TRUE,6100_IDLE_GOLD_CHARGE_COMPLETE,아이들 골드 충전 완료 시 (4시간 사이클),"충전 골드량, 레벨 기반 최대량","{""charged_gold"":""5000"",""max_gold"":""10000""}"
FALSE,TRUE,6110_IDLE_GOLD_COLLECT_TRY,아이들 골드 수집 버튼 터치 시,수집 골드량,"{""collect_gold"":""5000""}"
FALSE,TRUE,6111_IDLE_GOLD_COLLECT_SUCCESS,아이들 골드 수집 성공 시,"수집 골드량, 수집 후 잔여 골드","{""collect_gold"":""5000"",""gold_after"":""8000""}"
FALSE,TRUE,6112_IDLE_GOLD_COLLECT_FAIL,아이들 골드 수집 실패 시,"error_code, error_message","{""error_code"":""code"",""error_message"":""message""}"
,,7xxx 인게임 버튼 이벤트,,,
FALSE,TRUE,7180_BTN_DRAW_DECK,인게임의 드로우 덱 버튼 터치 시,,
,,8xxx 기타 이벤트 (팝업 오픈 / 클로징 등),,,
FALSE,TRUE,8000_PROFILE_POPUP,프로필 팝업 노출 시,위치,"{""position"":""lobby""}"
FALSE,TRUE,8001_BTN_PROFILE_PLAY,프로필 팝업의 플레이 버튼 터치 시,,
FALSE,TRUE,8002_BTN_PROFILE_CLOSE,프로필 팝업의 닫기 버튼 터치 시,,
FALSE,TRUE,8010_INBOX_POPUP,우편함 팝업 노출 시,위치,"{""position"":""lobby""}"
FALSE,TRUE,8011_BTN_INBOX_INVITE,우편함에서 친구 초대 버튼 터치 시,,
FALSE,TRUE,8012_BTN_INBOX_FRIEND_JOIN_CLAIM,우편함에서 친구 가입 보상 받기 버튼 터치 시,,
FALSE,TRUE,8013_BTN_INBOX_EVENT_CLAIM,우편함에서 이벤트 정산 보상 받기 버튼 터치 시,,
FALSE,TRUE,8014_BTN_INBOX_CLAIM_ALL,우편함 모두 받기 버튼 터치 시,,
FALSE,TRUE,8015_BTN_INBOX_CLOSE,우편함 닫기 버튼 터치 시,,
FALSE,TRUE,8016_INBOX_RV_GOLD_TRY,우편함 RV 광고 골드 획득 시도 시,"잔여 횟수, 보상 골드","{""remaining"":""4"",""reward_gold"":""800""}"
FALSE,TRUE,8017_INBOX_RV_GOLD_SUCCESS,우편함 RV 광고 골드 획득 성공 시,"보상 골드","{""reward_gold"":""800""}"
FALSE,TRUE,8018_INBOX_RV_GOLD_FAIL,우편함 RV 광고 골드 획득 실패 시,"error_code, error_message","{""error_code"":""code"",""error_message"":""message""}"
FALSE,TRUE,8020_SETTING_POPUP,설정 팝업 노출 시 (모든 설정 팝업),위치,"{""position"":""lobby""}"
FALSE,TRUE,8021_BTN_SETTING_MUSIC,설정 팝업에서의 Music 버튼 터치 시 (모든 설정 팝업),"위치, 적용 후 예상 상태","{""position"":""lobby"",""status"":""on""}"
FALSE,TRUE,8022_BTN_SETTING_SOUND,설정 팝업에서의 Sound Effects 버튼 터치 시 (모든 설정 팝업),"위치, 적용 후 예상 상태","{""position"":""lobby"",""status"":""on""}"
FALSE,TRUE,8023_BTN_SETTING_VIBRATION,설정 팝업에서의 Vibration 버튼 터치 시 (모든 설정 팝업),"위치, 적용 후 예상 상태","{""position"":""lobby"",""status"":""on""}"
FALSE,TRUE,8024_BTN_SETTING_USER_ID_COPY,설정 팝업에서의 유저 아이디 복사 버튼 터치 시,위치,"{""position"":""lobby""}"
FALSE,TRUE,8025_BTN_SETTING_CLOSE,설정 팝업 닫기 버튼 터치 시 (모든 설정 팝업),위치,"{""position"":""lobby""}"
FALSE,TRUE,8026_BTN_SETTING_HOW_TO_PLAY,설정 팝업에서의 How to play 버튼 터치 시 (모든 설정 팝업),위치,"{""position"":""lobby""}"
FALSE,TRUE,8030_LANGUAGE_POPUP,Language 팝업 노출 시,위치,"{""position"":""lobby""}"
FALSE,TRUE,8031_BTN_LANGUAGE_OK,Language 팝업에서 OK 버튼 터치 시,"위치, 지정 언어","{""position"":""lobby"",""setting_language"":""en""}"
FALSE,TRUE,8032_BTN_LANGUAGE_CLOSE,Language 팝업에서 닫기 버튼 터치 시,위치,"{""position"":""lobby""}"
FALSE,TRUE,8040_PRIVACY_POLICY_POPUP,Privacy Policy 팝업 노출 시,위치,"{""position"":""lobby""}"
FALSE,TRUE,8041_BTN_PRIVACY_POLICY_CLOSE,Privacy Policy 팝업 닫기 버튼 터치 시,위치,"{""position"":""lobby""}"
FALSE,TRUE,8050_DAILY_WHEEL_POPUP,데일리휠 팝업 노출 시,"위치, 진행 회차(1~5), 잔여 스핀","{""position"":""lobby"",""count"":""1"",""spins_remaining"":""4""}"
FALSE,TRUE,8051_DAILY_WHEEL_SPIN_SUCCESS,데일리휠 팝업에서 보상 획득 성공 시,"진행 회차, 보상 종류, 보상 수량","{""count"":""1"",""reward_type"":""gold"",""reward_amount"":""800""}"
FALSE,TRUE,8052_DAILY_WHEEL_SPIN_FAIL,데일리휠 팝업에서 보상 획득 실패 시,"진행 회차, error_code, error_message","{""count"":""1"",""error_code"":""code"",""error_message"":""message""}"
FALSE,TRUE,8053_BTN_DAILY_WHEEL_CLOSE,데일리휠 팝업 닫기 버튼 터치 시,,
FALSE,TRUE,8054_DAILY_WHEEL_AD_SPIN_TRY,데일리휠 광고 추가 스핀 시도 시,진행 회차,"{""count"":""6""}"
FALSE,TRUE,8055_DAILY_WHEEL_AD_SPIN_SUCCESS,데일리휠 광고 추가 스핀 성공 시,"진행 회차, 보상 종류, 보상 수량","{""count"":""6"",""reward_type"":""gold"",""reward_amount"":""500""}"
FALSE,TRUE,8056_DAILY_WHEEL_AD_SPIN_FAIL,데일리휠 광고 추가 스핀 실패 시,"진행 회차, error_code, error_message","{""count"":""6"",""error_code"":""code"",""error_message"":""message""}"
,,8xxx-1 데일리 체크인,,,
FALSE,TRUE,8060_DAILY_CHECKIN_POPUP,데일리 체크인 팝업 노출 시,"위치, 현재 일차(1~7), 연속 출석 일수","{""position"":""lobby"",""day"":""3"",""streak_days"":""3""}"
FALSE,TRUE,8061_DAILY_CHECKIN_CLAIM_TRY,데일리 체크인 Claim 시도 시,"일차, 보상 종류, 보상 수량","{""day"":""3"",""reward_type"":""gold"",""reward_amount"":""1000""}"
FALSE,TRUE,8062_DAILY_CHECKIN_CLAIM_SUCCESS,데일리 체크인 Claim 성공 시,"일차, 보상 종류, 보상 수량","{""day"":""3"",""reward_type"":""gold"",""reward_amount"":""1000""}"
FALSE,TRUE,8063_DAILY_CHECKIN_CLAIM_FAIL,데일리 체크인 Claim 실패 시,"일차, error_code, error_message","{""day"":""3"",""error_code"":""code"",""error_message"":""message""}"
FALSE,TRUE,8064_BTN_DAILY_CHECKIN_CLOSE,데일리 체크인 팝업 닫기 버튼 터치 시,,
FALSE,TRUE,8065_DAILY_CHECKIN_MISSED_AD_TRY,과거 미수령 체크인 보상 광고 수령 시도 시,"미수령 일차, 보상 종류, 보상 수량","{""missed_day"":""2"",""reward_type"":""gold"",""reward_amount"":""500""}"
FALSE,TRUE,8066_DAILY_CHECKIN_MISSED_AD_SUCCESS,과거 미수령 체크인 보상 광고 수령 성공 시,"미수령 일차, 보상 종류, 보상 수량","{""missed_day"":""2"",""reward_type"":""gold"",""reward_amount"":""500""}"
FALSE,TRUE,8067_DAILY_CHECKIN_MISSED_AD_FAIL,과거 미수령 체크인 보상 광고 수령 실패 시,"미수령 일차, error_code, error_message","{""missed_day"":""2"",""error_code"":""code"",""error_message"":""message""}"
,,8xxx-2 스페셜딜 & IAP,,,
FALSE,TRUE,8070_SPECIAL_DEAL_POPUP,스페셜딜 구매 팝업 노출 시,"위치, 누적 노출 횟수, 스페셜딜 타입","{""position"":""lobby"",""count"":""3"",""type"":""special_deal_1""}"
FALSE,TRUE,8071_SPECIAL_DEAL_POPUP_PURCHASE_TRY,스페셜딜 구매 팝업에서 구매 시도 시,스페셜딜 타입,"{""type"":""special_deal_1""}"
FALSE,TRUE,8072_SPECIAL_DEAL_POPUP_PURCHASE_SUCCESS,스페셜딜 구매 팝업에서 구매 성공 시,스페셜딜 타입,"{""type"":""special_deal_1""}"
FALSE,TRUE,8073_SPECIAL_DEAL_POPUP_PURCHASE_FAIL,스페셜딜 구매 팝업에서 구매 실패 시,"error_code, error_message, 스페셜딜 타입","{""error_code"":""code"",""error_message"":""message"",""type"":""special_deal_1""}"
FALSE,TRUE,8074_BTN_SPECIAL_DEAL_POPUP_CLOSE,스페셜딜 구매 팝업에서 닫기 버튼 터치 시,스페셜딜 타입,"{""type"":""special_deal_1""}"
,,8xxx-3 How to Play,,,
FALSE,TRUE,8080_HOW_TO_PLAY_POPUP,How to play 팝업 노출 시,,
FALSE,TRUE,8081_BTN_HOW_TO_PLAY_NEXT,How to play 팝업에서 다음 페이지 버튼 터치 시,,
FALSE,TRUE,8082_BTN_HOW_TO_PLAY_CLOSE,"How to play 팝업에서 닫기 버튼 터치 시 (X버튼, Close 버튼)",,
,,8xxx-4 시티 데코레이션,,,
FALSE,TRUE,8100_CITY_DECO_POPUP,시티 데코레이션 팝업 노출 시,"위치, 선택 도시, 업그레이드 진행도","{""position"":""lobby"",""city"":""NY"",""progress"":""3/10""}"
FALSE,TRUE,8101_CITY_DECO_UPGRADE_TRY,데코레이션 업그레이드 시도 시,"도시, 데코 ID, 단계, 필요 해머, 필요 골드","{""city"":""NY"",""deco_id"":""deco_01"",""stage"":""1"",""hammer_cost"":""3"",""gold_cost"":""1000""}"
FALSE,TRUE,8102_CITY_DECO_UPGRADE_SUCCESS,데코레이션 업그레이드 성공 시,"도시, 데코 ID, 단계, 잔여 해머, 잔여 골드","{""city"":""NY"",""deco_id"":""deco_01"",""stage"":""2"",""hammer_remaining"":""9"",""gold_remaining"":""7000""}"
FALSE,TRUE,8103_CITY_DECO_UPGRADE_FAIL,데코레이션 업그레이드 실패 시,"도시, 데코 ID, error_code, error_message","{""city"":""NY"",""deco_id"":""deco_01"",""error_code"":""code"",""error_message"":""message""}"
FALSE,TRUE,8104_CITY_DECO_CITY_COMPLETE,도시 데코레이션 전체 완료 시,도시,"{""city"":""NY""}"
FALSE,TRUE,8105_BTN_CITY_DECO_CLOSE,시티 데코레이션 팝업 닫기 버튼 터치 시,,
FALSE,TRUE,8106_CITY_DECO_ALL_COMPLETE,전체 시티 데코레이션 완성 시 (모든 도시 완료),,
FALSE,TRUE,8107_CITY_COMPLETE_SHARE_POPUP,시티 완성 공유 팝업 노출 시,완성 도시,"{""city"":""NY""}"
FALSE,TRUE,8108_CITY_COMPLETE_SHARE_TRY,시티 완성 공유 시도 시,완성 도시,"{""city"":""NY""}"
FALSE,TRUE,8109_CITY_COMPLETE_SHARE_CLOSE,시티 완성 공유 팝업 닫기 버튼 터치 시,완성 도시,"{""city"":""NY""}"
,,8xxx-8 콜렉션(앨범),,,
FALSE,TRUE,8120_COLLECTION_POPUP,콜렉션 팝업 노출 시,"위치, 현재 앨범, 현재 탭","{""position"":""lobby"",""album"":""album_01"",""tab"":""cards""}"
FALSE,TRUE,8121_COLLECTION_TAB_SWITCH,콜렉션 팝업 탭 전환 시,"이전 탭, 새 탭","{""prev_tab"":""cards"",""new_tab"":""decks""}"
FALSE,TRUE,8122_BTN_COLLECTION_CLOSE,콜렉션 팝업 닫기 버튼 터치 시,,
FALSE,TRUE,8123_COLLECTION_MILESTONE_CLAIM_TRY,앨범 마일스톤 보상 수령 시도 시,"앨범 ID, 마일스톤 스텝, 보상 종류, 보상 수량","{""album_id"":""album_01"",""step"":""3"",""reward_type"":""gold"",""reward_amount"":""1000""}"
FALSE,TRUE,8124_COLLECTION_MILESTONE_CLAIM_SUCCESS,앨범 마일스톤 보상 수령 성공 시,"앨범 ID, 마일스톤 스텝, 보상 종류, 보상 수량","{""album_id"":""album_01"",""step"":""3"",""reward_type"":""gold"",""reward_amount"":""1000""}"
FALSE,TRUE,8125_COLLECTION_MILESTONE_CLAIM_FAIL,앨범 마일스톤 보상 수령 실패 시,"앨범 ID, error_code, error_message","{""album_id"":""album_01"",""error_code"":""code"",""error_message"":""message""}"
FALSE,TRUE,8126_COLLECTION_PUZZLE_COMPLETE,앨범 퍼즐 완성 보상 수령 시,"앨범 ID, 보상 종류, 보상 수량","{""album_id"":""album_01"",""reward_type"":""deck_skin"",""reward_amount"":""1""}"
FALSE,TRUE,8127_COLLECTION_DECK_SELECT,덱 디자인 적용 시,"덱 ID, 이전 덱 ID","{""deck_id"":""deck_03"",""prev_deck_id"":""deck_01""}"
,,8xxx-9 구역 리스트,,,
FALSE,TRUE,8130_CITY_LIST_POPUP,구역(도시) 리스트 팝업 노출 시,"현재 도시, 전체 도시 수, 해금 도시 수","{""current_city"":""NY"",""total_cities"":""10"",""unlocked_cities"":""3""}"
FALSE,TRUE,8131_CITY_LIST_SELECT,구역 리스트에서 도시 선택 시,선택 도시,"{""selected_city"":""LA""}"
FALSE,TRUE,8132_BTN_CITY_LIST_CLOSE,구역 리스트 팝업 닫기 버튼 터치 시,,
,,8xxx-5 RV 팝업 골드,,,
FALSE,TRUE,8110_RV_POPUP_GOLD_TRY,RV 팝업 골드 획득 시도 시,"잔여 횟수, 보상 골드","{""remaining"":""9"",""reward_gold"":""800""}"
FALSE,TRUE,8111_RV_POPUP_GOLD_SUCCESS,RV 팝업 골드 획득 성공 시,보상 골드,"{""reward_gold"":""800""}"
FALSE,TRUE,8112_RV_POPUP_GOLD_FAIL,RV 팝업 골드 획득 실패 시,"error_code, error_message","{""error_code"":""code"",""error_message"":""message""}"
,,8xxx-6 소셜 추천 피로도,,,
FALSE,TRUE,8800_NO_MORE_RECOMMENDATION,연속 소셜 추천 거절 시,,
FALSE,TRUE,8810_NO_MORE_RECOMMENDATION_FINISH,연속 거절 상태에서 게임 종료 시,게임 종료 판수 (세션 기준),"{""game_finish"":""5""}"
,,8xxx-7 에러 팝업,,,
FALSE,TRUE,8900_RV_ERROR_BANNER_POPUP,광고 에러 띠팝업 노출 시,"error_code, error_message","{""error_code"":""code"",""error_message"":""message""}"
FALSE,TRUE,8910_TRY_AGAIN_ERROR_POPUP,다시 시도 에러 팝업 노출 시,"error_code, error_message","{""error_code"":""code"",""error_message"":""message""}"
FALSE,TRUE,8911_BTN_TRY_AGAIN_ERROR_OK,다시 시도 에러 팝업에서 OK 버튼 터치 시,,
FALSE,TRUE,8912_BTN_TRY_AGAIN_ERROR_CLOSE,다시 시도 에러 팝업에서 닫기 버튼 터치 시,,
FALSE,TRUE,8930_RESTART_ERROR_POPUP,재시작 에러 팝업 노출 시,"error_code, error_message","{""error_code"":""code"",""error_message"":""message""}"
FALSE,TRUE,8931_BTN_RESTART_ERROR_OK,재시작 에러 팝업에서 OK 버튼 터치 시,,
FALSE,TRUE,8932_BTN_RESTART_ERROR_CLOSE,재시작 에러 팝업에서 닫기 버튼 터치 시,,
,,9xxx 에러 로그,,,
FALSE,TRUE,9000_FB_API_ERROR,사용하는 모든 API 호출후 에러로 리턴 되었을때,"api, error_code, error_message","{""api"":""api_name"",""error_code"":""code"",""error_message"":""message""}"
FALSE,TRUE,9100_SERVER_ERROR,서버 에러 로그,"api, error_code, error_message","{""api"":""api_name"",""error_code"":""code"",""error_message"":""message""}"
FALSE,TRUE,9200_CLIENT_ERROR,클라 에러 로그,"error_code, error_message","{""error_code"":""code"",""error_message"":""message""}"
FALSE,TRUE,9210_SWITCH_CONTEXT_TIME_OUT,15초간 Switch Context 메타 API 응답 못받은 경우,대기 시간(ms),"{""time"":""23000""}"
FALSE,TRUE,9220_CANNOT_RECOMMENDATION,"Invalid Operation & Network Failure를 동시에 만족하여 더이상 컨텍스트를 추천하지 않는 경우",,
FALSE,TRUE,9300_CLIENT_LOG,클라에서 남길 로그,"code, message","{""code"":""code"",""message"":""message""}"
FALSE,TRUE,9400_GOLD_TRANSACTION_LOG,골드 거래 로그 (모든 골드 증감),"변동 타입, 변동량, 변동 전 잔액, 변동 후 잔액, 사유","{""type"":""earn"",""amount"":""800"",""before"":""4200"",""after"":""5000"",""reason"":""idle_gold""}"
FALSE,TRUE,9401_TICKET_TRANSACTION_LOG,티켓 거래 로그 (모든 티켓 증감),"변동 타입, 변동량, 변동 전 잔액, 변동 후 잔액, 사유","{""type"":""spend"",""amount"":""1"",""before"":""3"",""after"":""2"",""reason"":""entry_cost""}"
FALSE,TRUE,9402_HAMMER_TRANSACTION_LOG,해머 거래 로그 (모든 해머 증감),"변동 타입, 변동량, 변동 전 잔액, 변동 후 잔액, 사유","{""type"":""earn"",""amount"":""1"",""before"":""11"",""after"":""12"",""reason"":""event_milestone""}"
FALSE,TRUE,9403_BOOSTER_TRANSACTION_LOG,부스터 인벤토리 변동 로그,"부스터 타입, 변동 타입, 변동량, 잔여 수량, 사유","{""booster_type"":""undo"",""type"":""spend"",""amount"":""1"",""remaining"":""2"",""reason"":""in_game_use""}"
FALSE,TRUE,9501_IAP_UNCONSUMED_PROVIDE_TRY,상품 결제 이후 미지급된 상품을 로그인때 지급하는 경우,"productId, token","{""product_id"":""gold_10000"",""token"":""tokenid""}"
FALSE,TRUE,9502_IAP_UNCONSUMED_PROVIDE_SUCCESS,상품 결제 이후 미지급된 상품을 로그인때 지급하는 경우_성공,"productId, token","{""product_id"":""gold_10000"",""token"":""tokenid""}"
FALSE,TRUE,9503_IAP_UNCONSUMED_PROVIDE_FAIL,상품 결제 이후 미지급된 상품을 로그인때 지급하는 경우_실패,"productId, token, error_code","{""product_id"":""gold_10000"",""token"":""tokenid"",""error_code"":""code""}"
FALSE,FALSE,9990_PLAY_FIRST_TOUCH,NRU 대상 진입 후 최초 터치 (화면 어디든),,
