stage_id,tutorial,publish_at,clearCount,deckCount,mapScore,clear_rate_a,clear_rate_b,clear_rate_c,original_json_file_name
CC_0268,,,8,17,865,1,7,66,Normal_obj_8991952941443015860_8991952941443015860.json
CC_0295,,,10,20,620,0,50,78,VeryEasy_obj_8183832228153130394_8183832228153130394.json
CC_0296,,,5,8,610,0,34,25,VeryEasy_obj_8227147783332148297_8227147783332148297.json
TUT_0001,1,,1,2,345,100,100,100,Tutorial_0001_1324973.json
TUT_0002,2,,2,6,270,0,100,100,Tutorial_0002_1324641.json
TUT_0003,3,,1,2,270,0,0,0,Tutorial_0026_1343958.json
TUT_0004,4,,2,5,445,0,0,0,Tutorial_0004_1324671.json
TUT_0005,5,,1,4,410,0,100,100,Tutorial_0005_1324672.json
TUT_0006,6,,1,3,370,0,100,100,Tutorial_0006_1327800.json
TUT_0008,,,4,10,370,1,5,5,Tutorial_0008_1328201.json
TUT_0019,19,,2,5,365,1,8,6,Tutorial_0022_1346022.json
TUTO_0005,,,4,10,360,6,42,39,Tutorial_0045_1345659.json
TUTO_0007,,,1,4,395,0,100,39,Tutorial_0080_1321277.json
TUTO_0011,,,6,16,565,95,97,96,Tutorial_0160_1351172.json
TUTO_0014,,,7,20,390,1,74,92,Tutorial_0260_1363305.json
TUTO_0022,,,5,15,225,0,100,100,Tutorial_1201_1513601.json
TUTO_0023,,,2,6,275,0,100,100,Tutorial_1701_2012302.json
7,,,4,10,430,,,,Tutorial_0007_1327834.json
A_0002,,,12,12,735,,,,obj_-3647190157396289_-3647190157396289.json
