stage_id,tutorial,publish_at,clearCount,deckCount,mapScore,clear_rate_a,clear_rate_b,clear_rate_c,original_json_file_name
CC_0236,,2026-03-19 00:00:00.000,6,13,865,,,,Hard_obj_6427872015658360888_6427872015658360888.json
CC_0227,,2026-03-19 00:00:00.000,8,15,540,,,,Easy_obj_7439937634274103084_7439937634274103084.json
CC_0241,,2026-03-19 00:00:00.000,6,12,830,,,,Normal_obj_-3191431181177358815_-3191431181177358815.json
CC_0278,,2026-03-19 00:00:00.000,6,16,465,,,,VeryEasy_obj_-6707709543867940104_-6707709543867940104.json
CC_0279,,2026-03-19 00:00:00.000,7,14,525,,,,VeryEasy_obj_-6941315819392539970_-6941315819392539970.json
CC_0210,,2026-03-19 00:00:00.000,8,12,640,,,,Easy_obj_-9034849251228621764_-9034849251228621764.json
CC_0263,,2026-03-19 00:00:00.000,10,12,865,,,,Normal_obj_7072227314388338251_7072227314388338251.json
CC_0280,,2026-03-19 00:00:00.000,7,11,600,,,,VeryEasy_obj_-7303052549906501985_-7303052549906501985.json
CC_0222,,2026-03-19 00:00:00.000,8,13,680,,,,Easy_obj_4489317380655479886_4489317380655479886.json
CC_0238,,2026-03-19 00:00:00.000,9,12,795,,,,Normal_obj_-491347636294445098_-491347636294445098.json
CC_0253,,2026-03-19 00:00:00.000,6,10,870,,,,Normal_obj_3706591216871595427_3706591216871595427.json
CC_0239,,2026-03-19 00:00:00.000,8,15,820,,,,Normal_obj_-1697080081793459829_-1697080081793459829.json
CC_0257,,2026-03-19 00:00:00.000,8,11,700,,,,Normal_obj_5763311200725518812_5763311200725518812.json
CC_0242,,2026-03-19 00:00:00.000,8,13,795,,,,Normal_obj_-4090028879760869461_-4090028879760869461.json
CC_0270,,2026-03-19 00:00:00.000,8,12,625,,,,VeryEasy_obj_-462025289280387100_-462025289280387100.json
CC_0211,,2026-03-19 00:00:00.000,5,15,680,,,,Easy_obj_-9069668387266083965_-9069668387266083965.json
CC_0232,,2026-03-19 00:00:00.000,7,11,890,,,,Hard_obj_-5936488566595491839_-5936488566595491839.json
CC_0237,,2026-03-19 00:00:00.000,8,12,850,,,,Hard_obj_6598443730449100857_6598443730449100857.json
CC_0215,,2026-03-19 00:00:00.000,9,12,775,,,,Easy_obj_2218843166691563582_2218843166691563582.json
CC_0220,,2026-03-19 00:00:00.000,7,14,655,,,,Easy_obj_3809132208886665343_3809132208886665343.json
CC_0246,,2026-03-19 00:00:00.000,8,12,795,,,,Normal_obj_-8266776542991299089_-8266776542991299089.json
CC_0243,,2026-03-19 00:00:00.000,5,10,780,,,,Normal_obj_-6094004898048360566_-6094004898048360566.json
CC_0277,,2026-03-19 00:00:00.000,7,11,580,,,,VeryEasy_obj_-5999458808533608035_-5999458808533608035.json
CC_0234,,2026-03-19 00:00:00.000,9,12,890,,,,Hard_obj_4967511773866997684_4967511773866997684.json
CC_0273,,2026-03-19 00:00:00.000,6,10,555,,,,VeryEasy_obj_-2833457327188849690_-2833457327188849690.json
CC_0282,,2026-03-19 00:00:00.000,6,10,550,,,,VeryEasy_obj_-7719398892021535332_-7719398892021535332.json
CC_0267,,2026-03-19 00:00:00.000,8,10,820,,,,Normal_obj_7808653997412695428_7808653997412695428.json
CC_0281,,2026-03-19 00:00:00.000,4,10,510,,,,VeryEasy_obj_-7661426656534094527_-7661426656534094527.json
CC_0285,,2026-03-19 00:00:00.000,5,10,560,,,,VeryEasy_obj_-8461924792150459756_-8461924792150459756.json
CC_0261,,2026-03-19 00:00:00.000,6,10,830,,,,Normal_obj_6352701654334186823_6352701654334186823.json
CC_0272,,2026-03-19 00:00:00.000,6,10,580,,,,VeryEasy_obj_-1276326755563476544_-1276326755563476544.json
CC_0248,,2026-03-19 00:00:00.000,8,10,850,,,,Normal_obj_1013913111840760766_1013913111840760766.json
CC_0249,,2026-03-19 00:00:00.000,6,10,760,,,,Normal_obj_2585815236453019605_2585815236453019605.json
CC_0254,,2026-03-19 00:00:00.000,7,21,755,,,,Normal_obj_4464694600886160020_4464694600886160020.json
CC_0286,,2026-03-19 00:00:00.000,5,10,535,,,,VeryEasy_obj_-8731091838896925492_-8731091838896925492.json
CC_0292,,2026-03-19 00:00:00.000,6,10,600,,,,VeryEasy_obj_3270139514728241660_3270139514728241660.json
CC_0293,,2026-03-19 00:00:00.000,6,11,560,,,,VeryEasy_obj_3893966795715816579_3893966795715816579.json
CC_0216,,2026-03-19 00:00:00.000,6,11,560,,,,Easy_obj_2435385454690056842_2435385454690056842.json
CC_0259,,2026-03-19 00:00:00.000,6,10,870,,,,Normal_obj_5936180784842596614_5936180784842596614.json
CC_0294,,2026-03-19 00:00:00.000,8,9,560,,,,VeryEasy_obj_7389990745453126925_7389990745453126925.json
CC_0224,,2026-03-19 00:00:00.000,6,10,780,,,,Easy_obj_5582524774713652387_5582524774713652387.json
CC_0275,,2026-03-19 00:00:00.000,7,11,620,,,,VeryEasy_obj_-4001980453628435627_-4001980453628435627.json
CC_0226,,2026-03-19 00:00:00.000,6,9,730,,,,Easy_obj_6125248256196065824_6125248256196065824.json
CC_0297,,2026-03-19 00:00:00.000,6,10,610,,,,VeryEasy_obj_8262653785478420542_8262653785478420542.json
CC_0252,,2026-03-19 00:00:00.000,6,9,835,,,,Normal_obj_3505618420732209204_3505618420732209204.json
CC_0283,,2026-03-19 00:00:00.000,7,8,560,,,,VeryEasy_obj_-7808091350587534854_-7808091350587534854.json
CC_0218,,2026-03-19 00:00:00.000,6,10,625,,,,Easy_obj_2927547772959941510_2927547772959941510.json
CC_0207,,2026-03-19 00:00:00.000,5,7,660,,,,Easy_obj_-7982215790531385497_-7982215790531385497.json
CC_0274,,2026-03-19 00:00:00.000,9,12,435,,,,VeryEasy_obj_-3051279091057409727_-3051279091057409727.json
CC_0245,,2026-03-19 00:00:00.000,6,9,685,,,,Normal_obj_-7517629322815613110_-7517629322815613110.json
CC_0205,,2026-03-19 00:00:00.000,4,8,660,,,,Easy_obj_-4720816346241619179_-4720816346241619179.json
CC_0266,,2026-03-19 00:00:00.000,2,6,715,,,,Normal_obj_7439413060091581926_7439413060091581926.json
CC_0208,,2026-03-19 00:00:00.000,5,6,650,,,,Easy_obj_-8228455277662928550_-8228455277662928550.json
CC_0223,,2026-03-19 00:00:00.000,5,7,860,,,,Easy_obj_4803460625792221679_4803460625792221679.json
CC_0230,,2026-03-19 00:00:00.000,4,6,845,,,,Hard_obj_-4717586371069404904_-4717586371069404904.json
CC_0212,,2026-03-19 00:00:00.000,6,12,760,,,,Easy_obj_-9175821671489067789_-9175821671489067789.json
CC_0225,,2026-03-19 00:00:00.000,3,5,560,,,,Easy_obj_5917400523554303550_5917400523554303550.json
CC_0287,,2026-03-19 00:00:00.000,3,5,630,,,,VeryEasy_obj_-9197220502685829787_-9197220502685829787.json
CC_0298,,2026-03-19 00:00:00.000,4,6,530,,,,VeryEasy_obj_8554537005776796579_8554537005776796579.json
CC_0213,,2026-03-19 00:00:00.000,4,8,785,,,,Easy_obj_463766349787096359_463766349787096359.json
CC_0271,,2026-03-19 00:00:00.000,5,6,560,,,,VeryEasy_obj_-657825616085070490_-657825616085070490.json
CC_0276,,2026-03-19 00:00:00.000,5,6,435,,,,VeryEasy_obj_-5924488609331911666_-5924488609331911666.json
CC_0251,,2026-03-19 00:00:00.000,8,24,685,,,,Normal_obj_3385651925592553098_3385651925592553098.json
CC_0209,,2026-03-19 00:00:00.000,8,23,630,,,,Easy_obj_-8942719959058313298_-8942719959058313298.json
CC_0288,,2026-03-19 00:00:00.000,4,10,545,,,,VeryEasy_obj_119021328769867874_119021328769867874.json
CC_0250,,2026-03-19 00:00:00.000,8,12,875,,,,Normal_obj_3156347889945336561_3156347889945336561.json
CC_0219,,2026-03-19 00:00:00.000,8,10,810,,,,Easy_obj_3567842103952476802_3567842103952476802.json
CC_0240,,2026-03-19 00:00:00.000,8,11,760,,,,Normal_obj_-2363891663872883741_-2363891663872883741.json
CC_0247,,2026-03-19 00:00:00.000,5,9,820,,,,Normal_obj_252815142436859023_252815142436859023.json
CC_0269,,2026-03-19 00:00:00.000,6,8,515,,,,VeryEasy_obj_-386395634348372423_-386395634348372423.json
CC_0203,,2026-03-19 00:00:00.000,9,14,600,,,,Easy_obj_-3217003002116541924_-3217003002116541924.json
CC_0214,,2026-03-19 00:00:00.000,10,15,685,,,,Easy_obj_985924234075155926_985924234075155926.json
CC_0221,,2026-03-19 00:00:00.000,7,14,680,,,,Easy_obj_4330626712496959134_4330626712496959134.json
CC_0228,,2026-03-19 00:00:00.000,7,11,830,,,,Hard_obj_-295016912342719690_-295016912342719690.json
CC_0231,,2026-03-19 00:00:00.000,13,20,830,,,,Hard_obj_-5175365428736857757_-5175365428736857757.json
CC_0258,,2026-03-19 00:00:00.000,5,7,540,,,,Normal_obj_5811656403611471358_5811656403611471358.json
CC_0260,,2026-03-19 00:00:00.000,8,12,770,,,,Normal_obj_6123488579623555416_6123488579623555416.json
CC_0268,,2026-03-19 00:00:00.000,8,17,865,,,,Normal_obj_8991952941443015860_8991952941443015860.json
CC_0295,,2026-03-19 00:00:00.000,10,20,620,,,,VeryEasy_obj_8183832228153130394_8183832228153130394.json
CC_0204,,2026-03-19 00:00:00.000,16,21,655,,,,Easy_obj_-3533632972129963899_-3533632972129963899.json
CC_0201,,2026-03-19 00:00:00.000,10,20,625,,,,Easy_obj_-409843854013760090_-409843854013760090.json
CC_0229,,2026-03-19 00:00:00.000,10,15,780,,,,Hard_obj_-4165917524446492341_-4165917524446492341.json
CC_0202,,2026-03-19 00:00:00.000,6,10,770,,,,Easy_obj_-1911471411139201695_-1911471411139201695.json
CC_0206,,2026-03-19 00:00:00.000,5,7,655,,,,Easy_obj_-7253368328855630275_-7253368328855630275.json
CC_0101,,2026-03-19 00:00:00.000,4,7,560,,,,Easy_obj_-97513461255101543_-97513461255101543.json
CC_0102,,2026-03-19 00:00:00.000,10,16,700,,,,Easy_obj_-925685726601560255_-925685726601560255.json
CC_0103,,2026-03-19 00:00:00.000,12,18,620,,,,Easy_obj_-1212175505283961025_-1212175505283961025.json
CC_0104,,2026-03-19 00:00:00.000,8,15,560,,,,Easy_obj_-1634873584433455408_-1634873584433455408.json
CC_0105,,2026-03-19 00:00:00.000,4,6,735,,,,Easy_obj_-2276062446783637185_-2276062446783637185.json
CC_0106,,2026-03-19 00:00:00.000,6,10,805,,,,Easy_obj_-3137277014424131910_-3137277014424131910.json
CC_0107,,2026-03-19 00:00:00.000,2,5,705,,,,Easy_obj_-3890466614938630821_-3890466614938630821.json
CC_0108,,2026-03-19 00:00:00.000,8,16,685,,,,Easy_obj_-4112116539429186425_-4112116539429186425.json
CC_0109,,2026-03-19 00:00:00.000,12,16,730,,,,Easy_obj_-4766558895716017151_-4766558895716017151.json
CC_0110,,2026-03-19 00:00:00.000,8,15,575,,,,Easy_obj_-5915977300388004135_-5915977300388004135.json
CC_0111,,2026-03-19 00:00:00.000,8,10,700,,,,Easy_obj_-6047974373355539936_-6047974373355539936.json
CC_0112,,2026-03-19 00:00:00.000,8,10,730,,,,Easy_obj_-6133130480716169012_-6133130480716169012.json
CC_0113,,2026-03-19 00:00:00.000,6,9,665,,,,Easy_obj_-6346614513330471020_-6346614513330471020.json
CC_0301,,2026-03-19 00:00:00.000,8,13,905,,,,Hard_obj_-123870146176307606_-123870146176307606.json
CC_0256,,2026-03-19 00:00:00.000,11,15,810,,,,Normal_obj_5689298629284134973_5689298629284134973.json
CC_0001,,2026-03-19 00:00:00.000,6,12,695,,,,Easy_obj_-3647190157396289_-3647190157396289.json
CC_0002,,2026-03-19 00:00:00.000,5,7,590,,,,Easy_obj_-1076113912418926872_-1076113912418926872.json
CC_0003,,2026-03-19 00:00:00.000,6,17,655,,,,Easy_obj_-1455324682596201204_-1455324682596201204.json
CC_0004,,2026-03-19 00:00:00.000,9,12,715,,,,Easy_obj_-1810722570242081567_-1810722570242081567.json
CC_0005,,2026-03-19 00:00:00.000,4,9,580,,,,Easy_obj_-2643330482736493896_-2643330482736493896.json
CC_0006,,2026-03-19 00:00:00.000,11,17,720,,,,Easy_obj_-2715414846864414045_-2715414846864414045.json
CC_0007,,2026-03-19 00:00:00.000,4,8,725,,,,Easy_obj_-3577985653752088467_-3577985653752088467.json
CC_0008,,2026-03-19 00:00:00.000,12,14,635,,,,Easy_obj_-3591596403255544931_-3591596403255544931.json
CC_0009,,2026-03-19 00:00:00.000,6,12,750,,,,Easy_obj_-3819987064685043330_-3819987064685043330.json
CC_0010,,2026-03-19 00:00:00.000,17,20,570,,,,Easy_obj_-3944058996604576779_-3944058996604576779.json
CC_0011,,2026-03-19 00:00:00.000,3,4,665,,,,Easy_obj_-4953815571765751100_-4953815571765751100.json
CC_0012,,2026-03-19 00:00:00.000,4,12,675,,,,Easy_obj_-5073861940589237549_-5073861940589237549.json
CC_0013,,2026-03-19 00:00:00.000,8,13,750,,,,Easy_obj_-5161379865128801438_-5161379865128801438.json
CC_0014,,2026-03-19 00:00:00.000,6,18,700,,,,Easy_obj_-5589298110739892495_-5589298110739892495.json
CC_0015,,2026-03-19 00:00:00.000,8,9,640,,,,Easy_obj_-6253912204719183690_-6253912204719183690.json
CC_0016,,2026-03-19 00:00:00.000,8,10,680,,,,Easy_obj_-6424753012134154627_-6424753012134154627.json
CC_0017,,2026-03-19 00:00:00.000,6,8,680,,,,Easy_obj_-6845371592253495967_-6845371592253495967.json
CC_0018,,2026-03-19 00:00:00.000,4,5,685,,,,Easy_obj_-9170708446745828065_-9170708446745828065.json
CC_0019,,2026-03-19 00:00:00.000,6,10,800,,,,Easy_obj_751063068300008722_751063068300008722.json
CC_0020,,2026-03-19 00:00:00.000,9,11,755,,,,Easy_obj_920385332275007299_920385332275007299.json
CC_0021,,2026-03-19 00:00:00.000,6,10,710,,,,Easy_obj_1970069471253374735_1970069471253374735.json
CC_0022,,2026-03-19 00:00:00.000,6,18,740,,,,Easy_obj_2641590008734069844_2641590008734069844.json
CC_0023,,2026-03-19 00:00:00.000,7,11,640,,,,Easy_obj_2999475820408056107_2999475820408056107.json
CC_0024,,2026-03-19 00:00:00.000,8,13,780,,,,Easy_obj_3228166633449498999_3228166633449498999.json
CC_0025,,2026-03-19 00:00:00.000,8,15,480,,,,Easy_obj_3831311201260693714_3831311201260693714.json
CC_0026,,2026-03-19 00:00:00.000,7,20,775,,,,Easy_obj_4100481430150713381_4100481430150713381.json
CC_0027,,2026-03-19 00:00:00.000,5,6,740,,,,Easy_obj_4128039804169441458_4128039804169441458.json
CC_0028,,2026-03-19 00:00:00.000,9,18,540,,,,Easy_obj_5149501888700634090_5149501888700634090.json
CC_0029,,2026-03-19 00:00:00.000,6,18,700,,,,Easy_obj_5703880006509274347_5703880006509274347.json
CC_0030,,2026-03-19 00:00:00.000,6,11,500,,,,Easy_obj_5864214069911349506_5864214069911349506.json
CC_0031,,2026-03-19 00:00:00.000,9,11,635,,,,Easy_obj_5882459344506049951_5882459344506049951.json
CC_0032,,2026-03-19 00:00:00.000,6,18,725,,,,Easy_obj_8221025276977201725_8221025276977201725.json
CC_0033,,2026-03-19 00:00:00.000,6,18,870,,,,Hard_obj_-785890137091345071_-785890137091345071.json
CC_0034,,2026-03-19 00:00:00.000,8,10,635,,,,Hard_obj_-1050926213919930615_-1050926213919930615.json
CC_0036,,2026-03-19 00:00:00.000,7,8,850,,,,Hard_obj_-3296646830239392735_-3296646830239392735.json
CC_0037,,2026-03-19 00:00:00.000,6,12,840,,,,Hard_obj_-3856468907512424979_-3856468907512424979.json
CC_0038,,2026-03-19 00:00:00.000,10,16,880,,,,Hard_obj_-8120975917250142898_-8120975917250142898.json
CC_0039,,2026-03-19 00:00:00.000,15,20,850,,,,Hard_obj_2330540525633691184_2330540525633691184.json
CC_0040,,2026-03-19 00:00:00.000,10,12,850,,,,Hard_obj_3359506121471540383_3359506121471540383.json
CC_0041,,2026-03-19 00:00:00.000,10,12,850,,,,Hard_obj_4272034842868052269_4272034842868052269.json
CC_0042,,2026-03-19 00:00:00.000,6,11,895,,,,Hard_obj_5692771625035672355_5692771625035672355.json
CC_0043,,2026-03-19 00:00:00.000,8,16,795,,,,Normal_obj_-130971407812354464_-130971407812354464.json
CC_0044,,2026-03-19 00:00:00.000,7,9,865,,,,Normal_obj_-932844075722344055_-932844075722344055.json
CC_0045,,2026-03-19 00:00:00.000,5,7,755,,,,Normal_obj_-949791933841341856_-949791933841341856.json
CC_0046,,2026-03-19 00:00:00.000,16,20,850,,,,Normal_obj_-980244589156319485_-980244589156319485.json
CC_0047,,2026-03-19 00:00:00.000,6,10,700,,,,Normal_obj_-1694522488346835017_-1694522488346835017.json
CC_0048,,2026-03-19 00:00:00.000,7,11,825,,,,Normal_obj_-4408209718460425266_-4408209718460425266.json
CC_0049,,2026-03-19 00:00:00.000,5,10,785,,,,Normal_obj_-4683521763437329335_-4683521763437329335.json
CC_0050,,2026-03-19 00:00:00.000,8,13,815,,,,Normal_obj_-4992867742494819935_-4992867742494819935.json
CC_0051,,2026-03-19 00:00:00.000,6,10,845,,,,Normal_obj_-5087021377552378296_-5087021377552378296.json
CC_0052,,2026-03-19 00:00:00.000,6,10,820,,,,Normal_obj_-5211771057615581944_-5211771057615581944.json
CC_0053,,2026-03-19 00:00:00.000,8,9,730,,,,Normal_obj_-7176918319392520164_-7176918319392520164.json
CC_0054,,2026-03-19 00:00:00.000,8,13,840,,,,Normal_obj_-7603367527683710301_-7603367527683710301.json
CC_0055,,2026-03-19 00:00:00.000,7,11,805,,,,Normal_obj_738882395438707847_738882395438707847.json
CC_0056,,2026-03-19 00:00:00.000,4,8,850,,,,Normal_obj_1831427186976436287_1831427186976436287.json
CC_0057,,2026-03-19 00:00:00.000,8,12,800,,,,Normal_obj_3769052602463786627_3769052602463786627.json
CC_0058,,2026-03-19 00:00:00.000,17,23,800,,,,Normal_obj_3867808652033317403_3867808652033317403.json
CC_0059,,2026-03-19 00:00:00.000,6,10,815,,,,Normal_obj_4212339151940259261_4212339151940259261.json
CC_0060,,2026-03-19 00:00:00.000,9,14,780,,,,Normal_obj_4229540007875167400_4229540007875167400.json
CC_0061,,2026-03-19 00:00:00.000,9,11,735,,,,Normal_obj_5804309417974679092_5804309417974679092.json
CC_0062,,2026-03-19 00:00:00.000,5,8,510,,,,Normal_obj_5840205091478623467_5840205091478623467.json
CC_0063,,2026-03-19 00:00:00.000,14,18,780,,,,Normal_obj_6000994190887629578_6000994190887629578.json
CC_0064,,2026-03-19 00:00:00.000,6,10,800,,,,Normal_obj_6115397501473313561_6115397501473313561.json
CC_0065,,2026-03-19 00:00:00.000,5,7,830,,,,Normal_obj_6590097658921723082_6590097658921723082.json
CC_0066,,2026-03-19 00:00:00.000,9,14,845,,,,Normal_obj_7411368510475286072_7411368510475286072.json
CC_0067,,2026-03-19 00:00:00.000,8,12,830,,,,Normal_obj_7498578966834877293_7498578966834877293.json
CC_0068,,2026-03-19 00:00:00.000,5,10,855,,,,Normal_obj_8531102714590821791_8531102714590821791.json
CC_0069,,2026-03-19 00:00:00.000,4,8,490,,,,VeryEasy_obj_-320157688675798089_-320157688675798089.json
CC_0070,,2026-03-19 00:00:00.000,6,10,600,,,,VeryEasy_obj_-382603128639682813_-382603128639682813.json
CC_0071,,2026-03-19 00:00:00.000,5,14,560,,,,VeryEasy_obj_-687287670247338197_-687287670247338197.json
CC_0072,,2026-03-19 00:00:00.000,6,11,510,,,,VeryEasy_obj_-1054331589447805906_-1054331589447805906.json
CC_0073,,2026-03-19 00:00:00.000,6,13,535,,,,VeryEasy_obj_-1470323015904512967_-1470323015904512967.json
CC_0074,,2026-03-19 00:00:00.000,5,13,590,,,,VeryEasy_obj_-3360825912045156182_-3360825912045156182.json
CC_0075,,2026-03-19 00:00:00.000,6,17,790,,,,VeryEasy_obj_-3497900895194738745_-3497900895194738745.json
CC_0076,,2026-03-19 00:00:00.000,6,17,560,,,,VeryEasy_obj_-3534925251702251949_-3534925251702251949.json
CC_0077,,2026-03-19 00:00:00.000,4,11,600,,,,VeryEasy_obj_-3575373209298258023_-3575373209298258023.json
CC_0078,,2026-03-19 00:00:00.000,6,10,520,,,,VeryEasy_obj_-4155513570435425491_-4155513570435425491.json
CC_0079,,2026-03-19 00:00:00.000,10,19,635,,,,VeryEasy_obj_-4759351362199196674_-4759351362199196674.json
CC_0080,,2026-03-19 00:00:00.000,6,10,600,,,,VeryEasy_obj_-5102147924503598752_-5102147924503598752.json
CC_0081,,2026-03-19 00:00:00.000,8,9,590,,,,VeryEasy_obj_-5421982700066424561_-5421982700066424561.json
CC_0082,,2026-03-19 00:00:00.000,9,11,600,,,,VeryEasy_obj_-8164572472214929778_-8164572472214929778.json
CC_0083,,2026-03-19 00:00:00.000,7,11,535,,,,VeryEasy_obj_-8321652389359356342_-8321652389359356342.json
CC_0084,,2026-03-19 00:00:00.000,6,10,580,,,,VeryEasy_obj_-8696186041147435442_-8696186041147435442.json
CC_0085,,2026-03-19 00:00:00.000,6,12,580,,,,VeryEasy_obj_1068714052641562867_1068714052641562867.json
CC_0086,,2026-03-19 00:00:00.000,5,7,600,,,,VeryEasy_obj_1505846800031349250_1505846800031349250.json
CC_0087,,2026-03-19 00:00:00.000,7,11,535,,,,VeryEasy_obj_1560882228172329847_1560882228172329847.json
CC_0088,,2026-03-19 00:00:00.000,6,10,580,,,,VeryEasy_obj_2060970891380495084_2060970891380495084.json
CC_0089,,2026-03-19 00:00:00.000,10,15,595,,,,VeryEasy_obj_2406463454516795606_2406463454516795606.json
CC_0090,,2026-03-19 00:00:00.000,4,8,540,,,,VeryEasy_obj_2762148058397108396_2762148058397108396.json
CC_0091,,2026-03-19 00:00:00.000,9,14,600,,,,VeryEasy_obj_4684433399311870598_4684433399311870598.json
CC_0092,,2026-03-19 00:00:00.000,7,21,540,,,,VeryEasy_obj_5427339981448508288_5427339981448508288.json
CC_0235,,2026-03-19 00:00:00.000,16,24,850,,,,Hard_obj_5393874784883519988_5393874784883519988.json
CC_0255,,2026-03-19 00:00:00.000,8,23,795,,,,Normal_obj_5266965173792630696_5266965173792630696.json
CC_0291,,2026-03-19 00:00:00.000,8,13,600,,,,VeryEasy_obj_3113305285785652104_3113305285785652104.json
CC_0265,,2026-03-19 00:00:00.000,14,18,855,,,,Normal_obj_7239276170341197421_7239276170341197421.json
CC_0289,,2026-03-19 00:00:00.000,9,18,530,,,,VeryEasy_obj_2576997463986138269_2576997463986138269.json
CC_0217,,2026-03-19 00:00:00.000,12,18,720,,,,Easy_obj_2881473461030184559_2881473461030184559.json
CC_0244,,2026-03-19 00:00:00.000,13,15,770,,,,Normal_obj_-6592355280793235709_-6592355280793235709.json
TUT_0003,3,2026-03-19 00:00:00.000,1,2,270,,,,Tutorial_0026_1343958.json
TUT_0005,5,2026-03-19 00:00:00.000,1,4,410,,,,Tutorial_0005_1324672.json
TUT_0008,,2026-03-19 00:00:00.000,4,10,370,,,,Tutorial_0008_1328201.json
TUT_0006,6,2026-03-19 00:00:00.000,1,3,370,,,,Tutorial_0006_1327800.json
TUT_0001,1,2026-03-19 00:00:00.000,1,2,345,,,,Tutorial_0001_1324973.json
A_0002,,,12,12,735,,,,obj_-3647190157396289_-3647190157396289.json
TUT_0002,2,2026-03-19 00:00:00.000,2,6,270,,,,Tutorial_0002_1324641.json
TUTO_0005,,2026-03-19 00:00:00.000,4,10,360,,,,Tutorial_0045_1345659.json
TUTO_0007,,2026-03-19 00:00:00.000,1,4,395,,,,Tutorial_0080_1321277.json
TUTO_0011,,2026-03-19 00:00:00.000,6,16,565,,,,Tutorial_0160_1351172.json
TUTO_0014,,2026-03-19 00:00:00.000,7,20,390,,,,Tutorial_0260_1363305.json
TUTO_0022,,2026-03-19 00:00:00.000,5,15,225,,,,Tutorial_1201_1513601.json
TUTO_0023,,2026-03-19 00:00:00.000,2,6,275,,,,Tutorial_1701_2012302.json
TUT_0004,4,2026-03-19 00:00:00.000,2,5,445,,,,Tutorial_0004_1324671.json
TUT_0019,19,2026-03-19 00:00:00.000,2,5,365,,,,Tutorial_0022_1346022.json
7,,,4,10,430,,,,Tutorial_0007_1327834.json
